direction,entry_price,exit_price,entry_bar,exit_bar,bars_held,entry_ts,exit_ts,pnl_ticks,pnl,result,exit_reason,entry_p,exit_p,peak_mfe_ticks,day
SHORT,24832.0,24830.75,6552,6557,5,1772842260.0,1772842560.0,5.0,2.5,WIN,dynamic_sl,0.3109684914377461,0.45844100412215794,62.0,2026-03-07
SHORT,24820.5,24836.0,6558,6559,1,1772842620.0,1772842680.0,-62.0,-31.0,LOSS,dynamic_sl,0.3128473574973522,0.4897067510820125,1.0,2026-03-07
LONG,24855.0,24827.0,6560,6561,1,1772842740.0,1772842800.0,-112.0,-56.0,LOSS,dynamic_sl,0.7180269349711528,0.4185574265849736,20.0,2026-03-07
SHORT,24807.5,24834.75,6562,6565,3,1772842860.0,1772843040.0,-109.0,-54.5,LOSS,dynamic_sl,0.23186096111876603,0.7354011733890393,66.0,2026-03-07
LONG,24834.75,24814.0,6565,6568,3,1772843040.0,1772843220.0,-83.0,-41.5,LOSS,dynamic_sl,0.7354011733890393,0.47037988911270034,42.0,2026-03-07
LONG,24829.25,24804.25,6569,6575,6,1772843280.0,1772843640.0,-100.0,-50.0,LOSS,dynamic_sl,0.7004428335631026,0.21824966138235632,85.0,2026-03-07
SHORT,24804.25,24840.5,6575,6577,2,1772843640.0,1772843760.0,-145.0,-72.5,LOSS,dynamic_sl,0.21824966138235632,0.716690415732012,23.0,2026-03-07
LONG,24840.5,24849.5,6577,6607,30,1772843760.0,1772845560.0,36.0,18.0,WIN,conviction_collapse,0.716690415732012,0.2766436769553238,322.0,2026-03-07
SHORT,24849.5,24860.75,6607,6623,16,1772845560.0,1772846520.0,-45.0,-22.5,LOSS,dynamic_sl,0.2766436769553238,0.6062240131370923,163.0,2026-03-07
SHORT,24838.75,24824.0,6625,6651,26,1772846640.0,1772848200.0,59.0,29.5,WIN,conviction_collapse,0.29667976514280553,0.7852311188923444,379.0,2026-03-07
LONG,24824.0,24804.0,6651,6652,1,1772848200.0,1772848260.0,-80.0,-40.0,LOSS,dynamic_sl,0.7852311188923444,0.5452597060964983,3.0,2026-03-07
SHORT,24786.25,24807.0,6656,6657,1,1772848500.0,1772848560.0,-83.0,-41.5,LOSS,dynamic_sl,0.30435350218112717,0.6550907880729452,23.0,2026-03-07
LONG,24807.0,24784.75,6657,6660,3,1772848560.0,1772848740.0,-89.0,-44.5,LOSS,dynamic_sl,0.6550907880729452,0.2434072462309533,33.0,2026-03-07
SHORT,24784.75,24825.25,6660,6662,2,1772848740.0,1772848860.0,-162.0,-81.0,LOSS,dynamic_sl,0.2434072462309533,0.8012056524766752,22.0,2026-03-07
LONG,24825.25,24797.0,6662,6665,3,1772848860.0,1772849040.0,-113.0,-56.5,LOSS,dynamic_sl,0.8012056524766752,0.34954045503490494,14.0,2026-03-07
SHORT,24797.0,24806.5,6665,6667,2,1772849040.0,1772849160.0,-38.0,-19.0,LOSS,dynamic_sl,0.34954045503490494,0.5038426618684361,28.0,2026-03-07
LONG,24819.75,24822.25,6670,6697,27,1772849340.0,1772850960.0,10.0,5.0,WIN,conviction_collapse,0.6515239338241201,0.2697268290483607,317.0,2026-03-07
SHORT,24822.25,24835.0,6697,6703,6,1772850960.0,1772851320.0,-51.0,-25.5,LOSS,dynamic_sl,0.2697268290483607,0.47443830102564133,66.0,2026-03-07
SHORT,24827.5,24837.5,6708,6731,23,1772851620.0,1772853000.0,-40.0,-20.0,LOSS,conviction_collapse,0.28887275603249574,0.7053302783102934,149.0,2026-03-07
LONG,24837.5,24815.25,6731,6739,8,1772853000.0,1772853480.0,-89.0,-44.5,LOSS,dynamic_sl,0.7053302783102934,0.25643208146879554,66.0,2026-03-07
SHORT,24815.25,24828.5,6739,6751,12,1772853480.0,1772854200.0,-53.0,-26.5,LOSS,dynamic_sl,0.25643208146879554,0.7658984561982862,130.0,2026-03-07
LONG,24828.5,24798.75,6751,6759,8,1772854200.0,1772854680.0,-119.0,-59.5,LOSS,dynamic_sl,0.7658984561982862,0.14572643372938332,41.0,2026-03-07
SHORT,24798.75,24823.5,6759,6761,2,1772854680.0,1772854800.0,-99.0,-49.5,LOSS,dynamic_sl,0.14572643372938332,0.5164441296804302,9.0,2026-03-07
LONG,24835.5,24797.5,6762,6765,3,1772854860.0,1772855040.0,-152.0,-76.0,LOSS,dynamic_sl,0.6655112253168931,0.13682585191792404,17.0,2026-03-07
SHORT,24797.5,24813.75,6765,6781,16,1772855040.0,1772856000.0,-65.0,-32.5,LOSS,dynamic_sl,0.13682585191792404,0.5285372116187811,93.0,2026-03-07
LONG,24838.25,24805.25,6782,6789,7,1772856060.0,1772856480.0,-132.0,-66.0,LOSS,dynamic_sl,0.803279248274252,0.38566531740300275,60.0,2026-03-07
SHORT,24799.75,24657.75,6790,6879,89,1772856540.0,1772861880.0,568.0,284.0,WIN,conviction_collapse,0.2976670284941352,0.7568506070928572,779.0,2026-03-07
LONG,24657.75,24415.0,6879,6901,22,1772861880.0,1773014415.0,-971.0,-485.5,LOSS,end_of_day,0.7568506070928572,6.190741694053038e-05,97.0,2026-03-07
SHORT,24415.0,24384.25,6901,6931,30,1773014415.0,1773016200.0,123.0,61.5,WIN,conviction_collapse,6.190741694053038e-05,0.8855752235183338,311.0,2026-03-09
LONG,24384.25,24393.25,6931,6938,7,1773016200.0,1773016620.0,36.0,18.0,WIN,conviction_collapse,0.8855752235183338,0.1758996336230531,105.0,2026-03-09
SHORT,24393.25,24256.0,6938,7042,104,1773016620.0,1773022980.0,549.0,274.5,WIN,conviction_collapse,0.1758996336230531,0.7960324717138155,773.0,2026-03-09
LONG,24256.0,24235.0,7042,7050,8,1773022980.0,1773023475.0,-84.0,-42.0,LOSS,dynamic_sl,0.7960324717138155,0.25017035522759445,40.0,2026-03-09
SHORT,24235.0,24274.75,7050,7055,5,1773023475.0,1773023760.0,-159.0,-79.5,LOSS,dynamic_sl,0.25017035522759445,0.8714460175383468,0.0,2026-03-09
LONG,24274.75,24301.75,7055,7101,46,1773023760.0,1773026895.0,108.0,54.0,WIN,conviction_collapse,0.8714460175383468,0.22172722587720128,257.0,2026-03-09
SHORT,24301.75,24323.0,7101,7106,5,1773026895.0,1773027180.0,-85.0,-42.5,LOSS,dynamic_sl,0.22172722587720128,0.7120630989567125,3.0,2026-03-09
LONG,24323.0,24303.0,7106,7113,7,1773027180.0,1773027615.0,-80.0,-40.0,LOSS,dynamic_sl,0.7120630989567125,0.22028933688378055,68.0,2026-03-09
SHORT,24303.0,24308.75,7113,7123,10,1773027615.0,1773028350.0,-23.0,-11.5,LOSS,dynamic_sl,0.22028933688378055,0.5660218441444759,65.0,2026-03-09
SHORT,24287.0,24772.25,7125,7126,1,1773028455.0,1773348030.0,-1941.0,-970.5,LOSS,end_of_day,0.14401409661767836,0.9999998650478785,0.0,2026-03-09
LONG,24772.25,24723.0,7126,7202,76,1773348030.0,1773360015.0,-197.0,-98.5,LOSS,end_of_day,0.9999998650478785,0.005981740626349822,161.0,2026-03-12
SHORT,24723.0,24765.25,7202,7212,10,1773360015.0,1773360660.0,-169.0,-84.5,LOSS,dynamic_sl,0.005981740626349822,0.48784739375194797,0.0,2026-03-13
LONG,24784.5,24823.75,7213,7249,36,1773360735.0,1773362970.0,157.0,78.5,WIN,conviction_collapse,0.8061454157286437,0.1917585499632222,284.0,2026-03-13
SHORT,24823.75,24852.75,7249,7258,9,1773362970.0,1773363615.0,-116.0,-58.0,LOSS,dynamic_sl,0.1917585499632222,0.8547595624802665,29.0,2026-03-13
LONG,24852.75,24858.0,7258,7291,33,1773363615.0,1773365820.0,21.0,10.5,WIN,conviction_collapse,0.8547595624802665,0.20120632939552346,88.0,2026-03-13
SHORT,24858.0,24859.5,7291,7315,24,1773365820.0,1773367440.0,-6.0,-3.0,LOSS,conviction_collapse,0.20120632939552346,0.857030437310741,96.0,2026-03-13
LONG,24859.5,24841.25,7315,7325,10,1773367440.0,1773368055.0,-73.0,-36.5,LOSS,conviction_collapse,0.857030437310741,0.1393678717428696,8.0,2026-03-13
SHORT,24841.25,24831.25,7325,7373,48,1773368055.0,1773371280.0,40.0,20.0,WIN,conviction_collapse,0.1393678717428696,0.7415979020936008,120.0,2026-03-13
LONG,24831.25,24806.75,7373,7376,3,1773371280.0,1773371610.0,-98.0,-49.0,LOSS,dynamic_sl,0.7415979020936008,0.058531159208638876,0.0,2026-03-13
SHORT,24806.75,24826.25,7376,7401,25,1773371610.0,1773373470.0,-78.0,-39.0,LOSS,conviction_collapse,0.058531159208638876,0.7356925113565173,41.0,2026-03-13
LONG,24826.25,24816.0,7401,7425,24,1773373470.0,1773375495.0,-41.0,-20.5,LOSS,conviction_collapse,0.7356925113565173,0.2031006045450264,78.0,2026-03-13
SHORT,24816.0,24791.25,7425,7477,52,1773375495.0,1773379395.0,99.0,49.5,WIN,conviction_collapse,0.2031006045450264,0.7269147844391882,194.0,2026-03-13
LONG,24791.25,24784.75,7477,7494,17,1773379395.0,1773380655.0,-26.0,-13.0,LOSS,conviction_collapse,0.7269147844391882,0.1938174771448764,53.0,2026-03-13
SHORT,24784.75,24800.25,7494,7502,8,1773380655.0,1773381555.0,-62.0,-31.0,LOSS,conviction_collapse,0.1938174771448764,0.8121662440485453,0.0,2026-03-13
LONG,24800.25,24784.0,7502,7504,2,1773381555.0,1773381720.0,-65.0,-32.5,LOSS,conviction_collapse,0.8121662440485453,0.2627303932060642,0.0,2026-03-13
SHORT,24784.0,24806.75,7504,7507,3,1773381720.0,1773382095.0,-91.0,-45.5,LOSS,dynamic_sl,0.2627303932060642,0.7924256583144061,15.0,2026-03-13
LONG,24806.75,24788.0,7507,7514,7,1773382095.0,1773382515.0,-75.0,-37.5,LOSS,conviction_collapse,0.7924256583144061,0.2762327927515473,8.0,2026-03-13
SHORT,24788.0,24672.0,7514,7586,72,1773382515.0,1773387000.0,464.0,232.0,WIN,conviction_collapse,0.2762327927515473,0.726469822947276,659.0,2026-03-13
LONG,24672.0,24659.0,7586,7602,16,1773387000.0,1773388080.0,-52.0,-26.0,LOSS,conviction_collapse,0.726469822947276,0.21806154249532392,65.0,2026-03-13
SHORT,24659.0,24650.25,7602,7644,42,1773388080.0,1773390600.0,35.0,17.5,WIN,conviction_collapse,0.21806154249532392,0.7443269511624208,192.0,2026-03-13
LONG,24650.25,24726.0,7644,7712,68,1773390600.0,1773394800.0,303.0,151.5,WIN,conviction_collapse,0.7443269511624208,0.19957838190821497,544.0,2026-03-13
SHORT,24726.0,24742.5,7712,7715,3,1773394800.0,1773394995.0,-66.0,-33.0,LOSS,conviction_collapse,0.19957838190821497,0.7413668898400805,0.0,2026-03-13
LONG,24742.5,24785.0,7715,7776,61,1773394995.0,1773398700.0,170.0,85.0,WIN,conviction_collapse,0.7413668898400805,0.2756204684779723,316.0,2026-03-13
SHORT,24785.0,24809.5,7776,7778,2,1773398700.0,1773398835.0,-98.0,-49.0,LOSS,dynamic_sl,0.2756204684779723,0.8880187443315282,0.0,2026-03-13
LONG,24809.5,24850.5,7778,7855,77,1773398835.0,1773403560.0,164.0,82.0,WIN,conviction_collapse,0.8880187443315282,0.2818985595216402,307.0,2026-03-13
SHORT,24850.5,24883.75,7855,7879,24,1773403560.0,1773405000.0,-133.0,-66.5,LOSS,dynamic_sl,0.2818985595216402,0.9082782925936578,40.0,2026-03-13
LONG,24883.75,24855.0,7879,7884,5,1773405000.0,1773405300.0,-115.0,-57.5,LOSS,dynamic_sl,0.9082782925936578,0.554179511586672,0.0,2026-03-13
SHORT,24848.0,24865.5,7887,7890,3,1773405495.0,1773405660.0,-70.0,-35.0,LOSS,dynamic_sl,0.3196971744926345,0.6597541519235404,1.0,2026-03-13
LONG,24865.5,24871.5,7890,7917,27,1773405660.0,1773407280.0,24.0,12.0,WIN,conviction_collapse,0.6597541519235404,0.14689370546976377,317.0,2026-03-13
SHORT,24871.5,24886.25,7917,7927,10,1773407280.0,1773407880.0,-59.0,-29.5,LOSS,conviction_collapse,0.14689370546976377,0.7533021869858849,59.0,2026-03-13
LONG,24886.25,24872.0,7927,7934,7,1773407880.0,1773408300.0,-57.0,-28.5,LOSS,dynamic_sl,0.7533021869858849,0.19251449091067932,32.0,2026-03-13
SHORT,24872.0,24876.25,7934,7939,5,1773408300.0,1773408600.0,-17.0,-8.5,LOSS,dynamic_sl,0.19251449091067932,0.5349023916713589,88.0,2026-03-13
LONG,24879.0,24836.75,7942,7944,2,1773408780.0,1773408900.0,-169.0,-84.5,LOSS,dynamic_sl,0.7882389853924873,0.21879882607253723,9.0,2026-03-13
SHORT,24836.75,24873.0,7944,7946,2,1773408900.0,1773409020.0,-145.0,-72.5,LOSS,dynamic_sl,0.21879882607253723,0.8085970000654015,59.0,2026-03-13
LONG,24873.0,24896.0,7946,7977,31,1773409020.0,1773410880.0,92.0,46.0,WIN,conviction_collapse,0.8085970000654015,0.1975367619659787,580.0,2026-03-13
SHORT,24896.0,24935.0,7977,8000,23,1773410880.0,1773412260.0,-156.0,-78.0,LOSS,dynamic_sl,0.1975367619659787,0.8512150405903888,190.0,2026-03-13
LONG,24935.0,24905.0,8000,8003,3,1773412260.0,1773412440.0,-120.0,-60.0,LOSS,dynamic_sl,0.8512150405903888,0.5087622693597689,25.0,2026-03-13
SHORT,24862.25,24879.0,8004,8006,2,1773412515.0,1773412620.0,-67.0,-33.5,LOSS,dynamic_sl,0.12105611172341084,0.43998106494156236,34.0,2026-03-13
SHORT,24848.5,24770.0,8009,8041,32,1773412800.0,1773414720.0,314.0,157.0,WIN,conviction_collapse,0.09510545949400903,0.7534030518211738,710.0,2026-03-13
LONG,24770.0,24744.0,8041,8046,5,1773414720.0,1773415020.0,-104.0,-52.0,LOSS,dynamic_sl,0.7534030518211738,0.3687044728493699,40.0,2026-03-13
SHORT,24734.0,24666.25,8048,8096,48,1773415140.0,1773418020.0,271.0,135.5,WIN,conviction_collapse,0.30459421729484065,0.7551725084047382,526.0,2026-03-13
LONG,24666.25,24620.0,8096,8102,6,1773418020.0,1773418380.0,-185.0,-92.5,LOSS,dynamic_sl,0.7551725084047382,0.16155934119811816,77.0,2026-03-13
SHORT,24620.0,24645.0,8102,8103,1,1773418380.0,1773418440.0,-100.0,-50.0,LOSS,dynamic_sl,0.16155934119811816,0.45788239734223657,0.0,2026-03-13
SHORT,24630.75,24661.25,8105,8110,5,1773418560.0,1773418860.0,-122.0,-61.0,LOSS,dynamic_sl,0.1945338654513355,0.6376106050063091,18.0,2026-03-13
LONG,24669.0,24647.5,8112,8114,2,1773418980.0,1773419100.0,-86.0,-43.0,LOSS,dynamic_sl,0.7063378105463501,0.33019283769133634,2.0,2026-03-13
SHORT,24647.5,24673.0,8114,8121,7,1773419100.0,1773419520.0,-102.0,-51.0,LOSS,dynamic_sl,0.33019283769133634,0.7124516194157224,98.0,2026-03-13
LONG,24673.0,24637.0,8121,8133,12,1773419520.0,1773420240.0,-144.0,-72.0,LOSS,dynamic_sl,0.7124516194157224,0.09460357046735211,103.0,2026-03-13
SHORT,24637.0,24668.0,8133,8139,6,1773420240.0,1773420600.0,-124.0,-62.0,LOSS,dynamic_sl,0.09460357046735211,0.6439947649237197,108.0,2026-03-13
LONG,24668.5,24630.0,8142,8145,3,1773420780.0,1773420960.0,-154.0,-77.0,LOSS,dynamic_sl,0.7157724249128068,0.15807809521312113,57.0,2026-03-13
SHORT,24630.0,24650.75,8145,8147,2,1773420960.0,1773421080.0,-83.0,-41.5,LOSS,dynamic_sl,0.15807809521312113,0.4566876801860353,15.0,2026-03-13
SHORT,24609.25,24630.75,8148,8157,9,1773421140.0,1773421680.0,-86.0,-43.0,LOSS,dynamic_sl,0.047671960745091925,0.4317450956745931,37.0,2026-03-13
SHORT,24632.5,24660.0,8159,8161,2,1773421800.0,1773421920.0,-110.0,-55.0,LOSS,dynamic_sl,0.31640910701375635,0.8179105266914012,64.0,2026-03-13
LONG,24660.0,24634.0,8161,8171,10,1773421920.0,1773422550.0,-104.0,-52.0,LOSS,dynamic_sl,0.8179105266914012,0.3623964795704174,108.0,2026-03-13
LONG,24655.75,24638.5,8172,8180,8,1773422580.0,1773423060.0,-69.0,-34.5,LOSS,conviction_collapse,0.6839099748630196,0.195983151682482,43.0,2026-03-13
SHORT,24638.5,24621.25,8180,8238,58,1773423060.0,1773426540.0,69.0,34.5,WIN,conviction_collapse,0.195983151682482,0.7941344614934881,299.0,2026-03-13
LONG,24621.25,24644.0,8238,8271,33,1773426540.0,1773428520.0,91.0,45.5,WIN,conviction_collapse,0.7941344614934881,0.265699894937278,238.0,2026-03-13
SHORT,24644.0,24600.5,8271,8323,52,1773428520.0,1773431640.0,174.0,87.0,WIN,conviction_collapse,0.265699894937278,0.7783994672095641,327.0,2026-03-13
LONG,24600.5,24596.75,8323,8329,6,1773431640.0,1773432000.0,-15.0,-7.5,LOSS,dynamic_sl,0.7783994672095641,0.4402876292313604,58.0,2026-03-13
SHORT,24590.0,24681.25,8331,8389,58,1773432120.0,1773619215.0,-365.0,-182.5,LOSS,end_of_day,0.2950284721754364,0.9893824492972887,184.0,2026-03-13
LONG,24681.25,24707.75,8389,8452,63,1773619215.0,1773622980.0,106.0,53.0,WIN,conviction_collapse,0.9893824492972887,0.29080439021588916,229.0,2026-03-16
SHORT,24707.75,24722.0,8452,8465,13,1773622980.0,1773623760.0,-57.0,-28.5,LOSS,dynamic_sl,0.29080439021588916,0.738897931032935,30.0,2026-03-16
LONG,24722.0,24706.0,8465,8477,12,1773623760.0,1773624480.0,-64.0,-32.0,LOSS,dynamic_sl,0.738897931032935,0.17787540297930768,20.0,2026-03-16
SHORT,24706.0,24710.0,8477,8498,21,1773624480.0,1773625740.0,-16.0,-8.0,LOSS,conviction_collapse,0.17787540297930768,0.7214935212016166,113.0,2026-03-16
LONG,24710.0,24702.5,8498,8524,26,1773625740.0,1773627300.0,-30.0,-15.0,LOSS,conviction_collapse,0.7214935212016166,0.19491349319689302,87.0,2026-03-16
SHORT,24702.5,24714.5,8524,8588,64,1773627300.0,1773631140.0,-48.0,-24.0,LOSS,conviction_collapse,0.19491349319689302,0.7353192909379463,71.0,2026-03-16
LONG,24714.5,24743.25,8588,8660,72,1773631140.0,1773635460.0,115.0,57.5,WIN,conviction_collapse,0.7353192909379463,0.2904254883001933,194.0,2026-03-16
SHORT,24743.25,24739.25,8660,8726,66,1773635460.0,1773639420.0,16.0,8.0,WIN,conviction_collapse,0.2904254883001933,0.7753257896829511,101.0,2026-03-16
LONG,24739.25,24761.25,8726,8768,42,1773639420.0,1773641940.0,88.0,44.0,WIN,conviction_collapse,0.7753257896829511,0.29605572038692124,161.0,2026-03-16
SHORT,24761.25,24767.5,8768,8804,36,1773641940.0,1773644100.0,-25.0,-12.5,LOSS,conviction_collapse,0.29605572038692124,0.7237466338675222,47.0,2026-03-16
LONG,24767.5,24764.0,8804,8822,18,1773644100.0,1773645180.0,-14.0,-7.0,LOSS,conviction_collapse,0.7237466338675222,0.19254024345768123,122.0,2026-03-16
SHORT,24764.0,24755.25,8822,8871,49,1773645180.0,1773648120.0,35.0,17.5,WIN,conviction_collapse,0.19254024345768123,0.8176765944711457,193.0,2026-03-16
LONG,24755.25,24723.5,8871,8884,13,1773648120.0,1773648900.0,-127.0,-63.5,LOSS,dynamic_sl,0.8176765944711457,0.2928970091666891,110.0,2026-03-16
SHORT,24723.5,24751.5,8884,8892,8,1773648900.0,1773649380.0,-112.0,-56.0,LOSS,dynamic_sl,0.2928970091666891,0.6410066015093523,19.0,2026-03-16
LONG,24758.25,24736.5,8893,8894,1,1773649440.0,1773649500.0,-87.0,-43.5,LOSS,dynamic_sl,0.7470289175648381,0.23746012933218316,0.0,2026-03-16
SHORT,24736.5,24742.5,8894,8921,27,1773649500.0,1773651120.0,-24.0,-12.0,LOSS,conviction_collapse,0.23746012933218316,0.8103478266052591,115.0,2026-03-16
LONG,24742.5,24714.0,8921,8934,13,1773651120.0,1773651900.0,-114.0,-57.0,LOSS,dynamic_sl,0.8103478266052591,0.1316808204234212,36.0,2026-03-16
SHORT,24714.0,24736.0,8934,8940,6,1773651900.0,1773652260.0,-88.0,-44.0,LOSS,dynamic_sl,0.1316808204234212,0.5806949722511854,69.0,2026-03-16
LONG,24744.5,24723.25,8942,8954,12,1773652380.0,1773653100.0,-85.0,-42.5,LOSS,dynamic_sl,0.7927719176014264,0.27170133548707254,9.0,2026-03-16
SHORT,24723.25,24740.75,8954,8956,2,1773653100.0,1773653220.0,-70.0,-35.0,LOSS,dynamic_sl,0.27170133548707254,0.7303950865492649,0.0,2026-03-16
LONG,24740.75,24714.25,8956,8959,3,1773653220.0,1773653400.0,-106.0,-53.0,LOSS,dynamic_sl,0.7303950865492649,0.17415505021983066,2.0,2026-03-16
SHORT,24714.25,24727.0,8959,8977,18,1773653400.0,1773654480.0,-51.0,-25.5,LOSS,conviction_collapse,0.17415505021983066,0.7777694400289196,97.0,2026-03-16
LONG,24727.0,24704.5,8977,8981,4,1773654480.0,1773654720.0,-90.0,-45.0,LOSS,dynamic_sl,0.7777694400289196,0.356850514540293,4.0,2026-03-16
SHORT,24703.25,24714.75,8986,8991,5,1773655020.0,1773655320.0,-46.0,-23.0,LOSS,dynamic_sl,0.2501876905667097,0.5398568383833683,19.0,2026-03-16
LONG,24724.75,24798.75,8992,9076,84,1773655380.0,1773660420.0,296.0,148.0,WIN,conviction_collapse,0.745352819858402,0.25723055998123595,412.0,2026-03-16
SHORT,24798.75,24813.25,9076,9083,7,1773660420.0,1773660840.0,-58.0,-29.0,LOSS,conviction_collapse,0.25723055998123595,0.7098399740869163,41.0,2026-03-16
LONG,24813.25,24876.5,9083,9162,79,1773660840.0,1773665580.0,253.0,126.5,WIN,conviction_collapse,0.7098399740869163,0.21950978212751346,358.0,2026-03-16
SHORT,24876.5,24892.75,9162,9171,9,1773665580.0,1773666120.0,-65.0,-32.5,LOSS,conviction_collapse,0.21950978212751346,0.7001134413538185,64.0,2026-03-16
LONG,24892.75,24878.5,9171,9177,6,1773666120.0,1773666480.0,-57.0,-28.5,LOSS,conviction_collapse,0.7001134413538185,0.26936606650668343,9.0,2026-03-16
SHORT,24878.5,24900.0,9177,9201,24,1773666480.0,1773667920.0,-86.0,-43.0,LOSS,dynamic_sl,0.26936606650668343,0.578942622546252,168.0,2026-03-16
LONG,24906.5,24887.0,9202,9209,7,1773667980.0,1773668400.0,-78.0,-39.0,LOSS,dynamic_sl,0.683305154327953,0.4103255851263366,101.0,2026-03-16
LONG,24903.0,24893.0,9211,9212,1,1773668520.0,1773668580.0,-40.0,-20.0,LOSS,dynamic_sl,0.6636845610565464,0.4525545233057767,0.0,2026-03-16
SHORT,24885.0,24936.5,9213,9214,1,1773668640.0,1773668700.0,-206.0,-103.0,LOSS,dynamic_sl,0.3162390686393816,0.8970637381861206,9.0,2026-03-16
LONG,24936.5,24908.75,9214,9218,4,1773668700.0,1773668940.0,-111.0,-55.5,LOSS,dynamic_sl,0.8970637381861206,0.6743091566587233,50.0,2026-03-16
LONG,24908.75,24933.5,9218,9258,40,1773668940.0,1773671340.0,99.0,49.5,WIN,conviction_collapse,0.6743091566587233,0.22706386648592342,269.0,2026-03-16
SHORT,24933.5,24910.0,9258,9288,30,1773671340.0,1773673140.0,94.0,47.0,WIN,conviction_collapse,0.22706386648592342,0.7574781273822888,398.0,2026-03-16
LONG,24910.0,24897.75,9288,9291,3,1773673140.0,1773673320.0,-49.0,-24.5,LOSS,dynamic_sl,0.7574781273822888,0.43097970262907914,18.0,2026-03-16
SHORT,24880.0,24910.25,9293,9302,9,1773673440.0,1773673980.0,-121.0,-60.5,LOSS,dynamic_sl,0.29054601636543254,0.7890217706262221,73.0,2026-03-16
LONG,24910.25,24922.0,9302,9339,37,1773673980.0,1773676200.0,47.0,23.5,WIN,conviction_collapse,0.7890217706262221,0.20097044800673292,177.0,2026-03-16
SHORT,24922.0,24895.5,9339,9391,52,1773676200.0,1773679320.0,106.0,53.0,WIN,conviction_collapse,0.20097044800673292,0.7430771119244202,360.0,2026-03-16
LONG,24895.5,24908.5,9391,9442,51,1773679320.0,1773682380.0,52.0,26.0,WIN,conviction_collapse,0.7430771119244202,0.17610738579891022,177.0,2026-03-16
SHORT,24908.5,24935.25,9442,9476,34,1773682380.0,1773684420.0,-107.0,-53.5,LOSS,dynamic_sl,0.17610738579891022,0.8672868251195976,164.0,2026-03-16
LONG,24935.25,24934.75,9476,9519,43,1773684420.0,1773687000.0,-2.0,-1.0,LOSS,conviction_collapse,0.8672868251195976,0.28080741193607894,58.0,2026-03-16
SHORT,24934.75,25002.5,9519,9538,19,1773687000.0,1773688140.0,-271.0,-135.5,LOSS,dynamic_sl,0.28080741193607894,0.9715831627687492,123.0,2026-03-16
LONG,25002.5,24938.0,9538,9541,3,1773688140.0,1773688320.0,-258.0,-129.0,LOSS,dynamic_sl,0.9715831627687492,0.8063112382717837,121.0,2026-03-16
LONG,24938.0,24912.5,9541,9548,7,1773688320.0,1773688740.0,-102.0,-51.0,LOSS,dynamic_sl,0.8063112382717837,0.3267235053327262,36.0,2026-03-16
SHORT,24912.5,24900.5,9548,9596,48,1773688740.0,1773691620.0,48.0,24.0,WIN,conviction_collapse,0.3267235053327262,0.7141753535072705,243.0,2026-03-16
LONG,24900.5,24878.0,9596,9609,13,1773691620.0,1773692400.0,-90.0,-45.0,LOSS,dynamic_sl,0.7141753535072705,0.1990530780009565,0.0,2026-03-16
SHORT,24878.0,24871.75,9609,9638,29,1773692400.0,1773694140.0,25.0,12.5,WIN,conviction_collapse,0.1990530780009565,0.7261247296321734,69.0,2026-03-16
LONG,24871.75,24860.0,9638,9650,12,1773694140.0,1773698415.0,-47.0,-23.5,LOSS,conviction_collapse,0.7261247296321734,0.08365277048140983,19.0,2026-03-16
SHORT,24860.0,24867.0,9650,9675,25,1773698415.0,1773699900.0,-28.0,-14.0,LOSS,conviction_collapse,0.08365277048140983,0.8126266918552167,80.0,2026-03-16
LONG,24867.0,24849.75,9675,9683,8,1773699900.0,1773700380.0,-69.0,-34.5,LOSS,conviction_collapse,0.8126266918552167,0.26285970600033526,8.0,2026-03-16
SHORT,24849.75,24861.0,9683,9711,28,1773700380.0,1773705615.0,-45.0,-22.5,LOSS,end_of_day,0.26285970600033526,0.8615405301988149,60.0,2026-03-16
LONG,24861.0,24845.0,9711,9731,20,1773705615.0,1773706800.0,-64.0,-32.0,LOSS,conviction_collapse,0.8615405301988149,0.27133199337011565,24.0,2026-03-17
SHORT,24845.0,24861.0,9731,9746,15,1773706800.0,1773707700.0,-64.0,-32.0,LOSS,conviction_collapse,0.27133199337011565,0.7981307151493486,111.0,2026-03-17
LONG,24861.0,24842.75,9746,9750,4,1773707700.0,1773707940.0,-73.0,-36.5,LOSS,dynamic_sl,0.7981307151493486,0.379639439039591,6.0,2026-03-17
SHORT,24841.25,24834.25,9751,9801,50,1773708000.0,1773711000.0,28.0,14.0,WIN,conviction_collapse,0.34057150626259786,0.751997829667754,146.0,2026-03-17
LONG,24834.25,24816.5,9801,9813,12,1773711000.0,1773711720.0,-71.0,-35.5,LOSS,dynamic_sl,0.751997829667754,0.12874821085485139,56.0,2026-03-17
SHORT,24816.5,24838.25,9813,9827,14,1773711720.0,1773712560.0,-87.0,-43.5,LOSS,dynamic_sl,0.12874821085485139,0.7448284612236672,26.0,2026-03-17
LONG,24838.25,24825.0,9827,9836,9,1773712560.0,1773713100.0,-53.0,-26.5,LOSS,conviction_collapse,0.7448284612236672,0.1932669448387022,5.0,2026-03-17
SHORT,24825.0,24801.0,9836,9963,127,1773713100.0,1773720720.0,96.0,48.0,WIN,conviction_collapse,0.1932669448387022,0.710196003735221,178.0,2026-03-17
