day,time,timestamp,dir,entry_price,exit_price,pnl,held,peak,exit,exit_z_1m,exit_p_center,exit_wick_5m
2025_11_17,12:32,1763382720,long,25141.5,25142.5,2.0,24,5.0,center_reached,-0.06801065,0.7854359,0.97637796
2025_11_17,19:31,1763407860,short,24847.0,24850.0,-6.0,24,0.0,center_reached,0.6235063,0.66231847,0.4632353
2025_11_20,03:47,1763610420,long,25159.0,25144.25,-29.5,12,0.0,center_reached,0.15341166,0.7791127,0.88387096
2025_11_20,03:54,1763610840,short,25166.75,25183.75,-34.0,59,0.0,center_reached,0.52412665,0.6975895,0.8448276
2025_11_20,14:45,1763649900,short,25179.5,25212.5,-66.0,24,0.0,center_reached,0.3420191,0.7482213,0.9846939
2025_11_20,23:04,1763679840,short,24107.5,24069.25,76.5,48,117.0,center_reached,0.6121322,0.6666,0.8684211
2025_11_24,13:23,1763990580,long,24541.25,24530.75,-21.0,72,7.0,center_reached,-0.77356595,0.6007416,0.9230769
2025_11_24,16:22,1764001320,long,24864.5,24870.75,12.5,84,26.0,center_reached,-0.6583468,0.6488378,0.59090906
2025_11_24,16:34,1764002040,long,24871.25,24861.0,-20.5,36,0.5,center_reached,-0.10432388,0.78334075,0.9851852
2025_11_24,18:31,1764009060,long,24927.25,24919.75,-15.0,12,0.0,center_reached,-0.23108989,0.7691729,0.85714287
2025_11_26,13:44,1764164640,long,25195.25,25183.25,-24.0,24,0.0,center_reached,0.25154045,0.7659014,0.984127
2025_12_02,05:19,1764652740,long,25367.25,25364.5,-5.5,22,0.0,center_reached,0.25397632,0.7654937,1.0
2025_12_02,23:54,1764719640,short,25622.25,25621.75,1.0,26,3.0,center_reached,0.70854914,0.6285025,0.85714287
2025_12_02,23:58,1764719880,short,25629.5,25629.0,1.0,12,4.0,center_reached,0.58532387,0.67644894,0.9777778
2025_12_03,14:41,1764772860,long,25481.25,25498.0,33.5,24,33.5,center_reached,0.13244326,0.7811145,0.7711864
2025_12_04,07:53,1764834780,short,25662.0,25662.5,-1.0,25,2.5,center_reached,0.12794143,0.7815063,0.96153843
2025_12_04,08:49,1764838140,long,25635.75,25639.25,7.0,34,8.0,center_reached,-0.7402234,0.6151651,0.96363634
2025_12_04,20:08,1764878880,long,25577.0,25557.5,-39.0,24,2.0,center_reached,-0.5699022,0.6819559,0.8803419
2025_12_05,06:15,1764915300,long,25725.75,25723.25,-5.0,44,8.5,center_reached,-0.22643377,0.7698799,0.8055556
2025_12_05,07:08,1764918480,short,25718.0,25723.25,-10.5,32,4.0,center_reached,-0.2647976,0.7636364,0.9285714
2025_12_08,02:03,1765159380,long,25764.75,25765.25,1.0,10,2.0,center_reached,0.41115287,0.73128456,0.8636364
2025_12_08,04:37,1765168620,long,25797.75,25795.5,-4.5,20,1.0,center_reached,-0.30698827,0.75568056,0.962963
2025_12_08,10:45,1765190700,long,25792.75,25791.75,-2.0,45,2.0,center_reached,-0.73589975,0.6170074,0.7878788
2025_12_08,20:37,1765226220,long,25598.25,25600.25,4.0,24,7.5,center_reached,-0.20335291,0.773176,0.87323946
2025_12_09,18:12,1765303920,long,25713.5,25705.0,-17.0,24,2.0,center_reached,-0.5695579,0.6820774,0.8360656
2025_12_10,07:08,1765350480,short,25704.25,25708.0,-7.5,14,0.0,center_reached,-0.36477983,0.74296635,1.0
2025_12_10,14:57,1765378620,long,25624.0,25604.25,-39.5,24,0.0,center_reached,-0.64200544,0.6552281,0.88780487
2025_12_10,19:36,1765395360,short,25727.5,25774.75,-94.5,12,0.0,center_reached,0.4758997,0.7128531,0.90340906
2025_12_11,01:22,1765416120,long,25667.0,25660.0,-14.0,11,1.5,center_reached,-0.7644558,0.6047195,0.84210527
2025_12_11,15:52,1765468320,long,25491.75,25470.0,-43.5,24,11.0,center_reached,-0.34344205,0.7479021,0.857868
2025_12_12,19:59,1765569540,long,25247.5,25236.25,-22.5,24,0.0,center_reached,0.5247117,0.6973966,0.875
2025_12_16,03:38,1765856280,short,24883.5,24895.25,-23.5,18,0.0,center_reached,0.51807207,0.6995751,0.91764706
2025_12_16,19:07,1765912020,long,25075.25,25013.75,-123.0,136,18.5,center_reached,-0.1897923,0.77495015,0.70434785
2025_12_17,17:54,1765994040,short,24784.75,24790.5,-11.5,35,0.0,center_reached,0.56313884,0.6843335,0.986014
2025_12_18,01:37,1766021820,long,24749.0,24753.5,9.0,13,9.0,center_reached,-0.18601757,0.7754226,0.96202534
2025_12_18,08:10,1766045400,long,24795.5,24796.5,2.0,18,13.0,center_reached,0.49713212,0.70629007,0.8181818
2025_12_18,17:24,1766078640,short,24959.5,24976.25,-33.5,72,3.0,center_reached,0.26527727,0.76355237,0.5897436
2025_12_18,17:53,1766080380,long,25088.0,25076.5,-23.0,36,0.0,center_reached,-0.47661227,0.7126369,0.9019608
