**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,seg_idx,parent_motif_idx,shape_class,parent_15m_cluster,cluster_5m,ride_pnl_pts,resolved_as_cascade,length_min,peak_abs_z
2025_07_16,1,9,EXPONENTIAL_DOWN,FLATLINE_C9,4,12.25,False,20.0,2.676
2025_07_16,0,10,LOGARITHMIC_DOWN,LOGARITHMIC_UP_NOISE,5,-9.75,False,25.0,3.417
2025_07_16,1,10,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,2,27.5,True,100.0,4.492
2025_07_16,2,10,FLATLINE,LOGARITHMIC_UP_NOISE,0,3.25,False,5.0,1.832
2025_07_16,3,10,FLATLINE,LOGARITHMIC_UP_NOISE,0,10.75,False,5.0,1.815
2025_07_16,4,10,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,4,7.75,False,35.0,1.678
2025_07_16,5,10,FLATLINE,LOGARITHMIC_UP_NOISE,5,-1.75,False,5.0,0.542
2025_07_16,6,10,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,2,14.0,False,80.0,3.741
2025_07_16,0,11,LOGARITHMIC_DOWN,FLATLINE_NOISE,-1,15.0,False,80.0,3.159
2025_07_16,1,11,FLATLINE,FLATLINE_NOISE,2,7.0,False,24.92,3.798
2025_07_17,0,0,FLATLINE,FLATLINE_NOISE,-1,0.0,False,25.0,1.164
2025_07_17,1,0,LINEAR_UP,FLATLINE_NOISE,6,16.5,True,65.0,4.304
2025_07_17,0,1,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,20.25,False,50.0,6.097
2025_07_17,1,1,FLATLINE,LINEAR_DOWN_NOISE,2,2.75,False,5.0,2.872
2025_07_17,2,1,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,9.75,False,50.0,3.881
2025_07_17,3,1,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,0,12.5,False,70.0,2.826
2025_07_17,4,1,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,2,1.75,False,20.0,4.087
2025_07_17,0,2,EXPONENTIAL_UP,LINEAR_UP_C3,0,106.5,False,135.0,3.363
2025_07_17,1,2,EXPONENTIAL_DOWN,LINEAR_UP_C3,1,7.25,False,45.0,2.791
2025_07_17,2,2,FLATLINE,LINEAR_UP_C3,1,-9.0,False,10.0,1.775
2025_07_17,3,2,FLATLINE,LINEAR_UP_C3,1,11.75,False,5.0,0.598
2025_07_17,4,2,FLATLINE,LINEAR_UP_C3,1,-0.5,False,10.0,1.287
2025_07_17,5,2,LOGARITHMIC_DOWN,LINEAR_UP_C3,1,0.5,False,45.0,2.657
2025_07_17,6,2,EXPONENTIAL_UP,LINEAR_UP_C3,1,7.75,False,20.08,2.572
2025_07_17,0,3,LINEAR_UP,LOGARITHMIC_DOWN_C-99,-1,-0.75,False,29.92,2.744
2025_07_17,1,3,EXPONENTIAL_DOWN,LOGARITHMIC_DOWN_C-99,-1,6.5,False,50.17,2.475
2025_07_17,2,3,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,26.75,True,69.83,5.851
2025_07_17,3,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,-2.25,False,5.0,2.826
2025_07_17,4,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,-3.75,False,10.0,2.77
2025_07_17,5,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,11.5,False,10.0,3.719
2025_07_17,6,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,14.75,False,5.0,2.321
2025_07_17,7,3,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,17.75,False,15.0,1.949
2025_07_17,0,4,EXPONENTIAL_UP,FLATLINE_NOISE,6,35.5,False,45.0,3.563
2025_07_17,0,5,FLATLINE,LOGARITHMIC_UP_NOISE,3,-1.0,False,35.0,3.618
2025_07_17,1,5,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,2,126.0,False,180.0,2.633
2025_07_17,2,5,FLATLINE,LOGARITHMIC_UP_NOISE,0,8.0,False,5.0,1.249
2025_07_17,3,5,FLATLINE,LOGARITHMIC_UP_NOISE,5,-1.5,False,10.0,0.935
2025_07_17,4,5,FLATLINE,LOGARITHMIC_UP_NOISE,5,-0.0,False,5.0,2.067
2025_07_17,5,5,FLATLINE,LOGARITHMIC_UP_NOISE,5,5.75,False,20.0,4.066
2025_07_17,6,5,FLATLINE,LOGARITHMIC_UP_NOISE,5,-0.5,False,5.0,1.217
2025_07_17,7,5,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,4,15.25,False,25.0,7.424
2025_07_17,8,5,FLATLINE,LOGARITHMIC_UP_NOISE,4,16.25,False,50.0,3.054
2025_07_17,9,5,LINEAR_UP,LOGARITHMIC_UP_NOISE,4,-2.75,False,55.0,7.385
2025_07_17,10,5,FLATLINE,LOGARITHMIC_UP_NOISE,0,-6.0,False,5.0,1.843
2025_07_17,11,5,FLATLINE,LOGARITHMIC_UP_NOISE,0,-10.25,False,5.0,3.28
2025_07_17,12,5,FLATLINE,LOGARITHMIC_UP_NOISE,5,-6.25,False,5.0,3.835
2025_07_17,0,6,FLATLINE,FLATLINE_C0,1,-2.5,False,25.0,5.245
2025_07_17,1,6,FLATLINE,FLATLINE_C0,-1,4.75,False,20.0,1.741
2025_07_17,0,7,FLATLINE,FLATLINE_C9,4,-13.5,False,75.0,3.355
2025_07_17,0,8,FLATLINE,FLATLINE_C0,1,-8.75,False,30.0,4.871
2025_07_17,0,9,FLATLINE,FLATLINE_NOISE,3,7.75,False,15.08,1.403
2025_07_17,1,9,FLATLINE,FLATLINE_NOISE,2,4.25,False,9.92,1.162
2025_07_17,2,9,FLATLINE,FLATLINE_NOISE,2,-0.25,False,10.0,3.359
2025_07_17,3,9,LINEAR_UP,FLATLINE_NOISE,6,23.5,False,54.92,5.235
2025_07_18,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,20.0,1.154
2025_07_18,1,0,LOGARITHMIC_DOWN,NOISE_NOISE,1,18.0,True,105.0,5.676
2025_07_18,2,0,FLATLINE,NOISE_NOISE,1,2.75,False,10.0,1.347
2025_07_18,0,1,EXPONENTIAL_UP,FLATLINE_C1,1,13.75,False,45.0,3.554
2025_07_18,0,2,LOGARITHMIC_UP,LINEAR_UP_C0,2,3.0,False,30.0,1.777
2025_07_18,1,2,EXPONENTIAL_DOWN,LINEAR_UP_C0,1,3.5,False,60.0,2.919
2025_07_18,2,2,EXPONENTIAL_UP,LINEAR_UP_C0,2,21.75,True,105.0,5.248
2025_07_18,3,2,EXPONENTIAL_DOWN,LINEAR_UP_C0,1,26.75,True,60.0,5.485
2025_07_18,0,3,LINEAR_DOWN,FLATLINE_C7,-1,-5.5,False,30.0,2.346
2025_07_18,0,4,FLATLINE,LINEAR_DOWN_NOISE,3,11.25,False,25.0,1.769
2025_07_18,1,4,FLATLINE,LINEAR_DOWN_NOISE,3,12.5,False,20.08,2.165
2025_07_18,2,4,FLATLINE,LINEAR_DOWN_NOISE,3,2.25,False,9.92,0.796
2025_07_18,3,4,LINEAR_UP,LINEAR_DOWN_NOISE,3,8.25,False,25.0,3.073
2025_07_18,4,4,FLATLINE,LINEAR_DOWN_NOISE,3,2.0,False,5.0,1.799
2025_07_18,5,4,LINEAR_UP,LINEAR_DOWN_NOISE,2,0.75,False,30.0,1.968
2025_07_18,6,4,FLATLINE,LINEAR_DOWN_NOISE,2,6.5,False,20.0,3.865
2025_07_18,0,5,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,16.75,True,65.0,5.126
2025_07_18,1,5,FLATLINE,LINEAR_DOWN_NOISE,2,-1.75,False,10.0,1.634
2025_07_18,2,5,FLATLINE,LINEAR_DOWN_NOISE,2,0.5,False,15.0,4.527
2025_07_18,3,5,FLATLINE,LINEAR_DOWN_NOISE,3,4.25,False,10.0,1.133
2025_07_18,4,5,FLATLINE,LINEAR_DOWN_NOISE,2,1.75,False,5.0,0.82
2025_07_18,5,5,FLATLINE,LINEAR_DOWN_NOISE,-1,-1.25,False,20.0,2.556
2025_07_18,6,5,FLATLINE,LINEAR_DOWN_NOISE,2,1.25,False,10.0,2.549
2025_07_18,7,5,FLATLINE,LINEAR_DOWN_NOISE,2,3.5,False,15.0,1.264
2025_07_18,8,5,FLATLINE,LINEAR_DOWN_NOISE,-1,-4.25,False,10.0,2.143
2025_07_18,9,5,FLATLINE,LINEAR_DOWN_NOISE,2,2.5,False,20.0,2.932
2025_07_18,0,6,EXPONENTIAL_UP,FLATLINE_C3,0,6.0,False,40.0,6.437
2025_07_18,1,6,FLATLINE,FLATLINE_C3,1,2.5,False,5.0,0.892
2025_07_18,0,7,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,63.25,False,85.0,2.701
2025_07_18,1,7,FLATLINE,LINEAR_DOWN_NOISE,1,-4.0,False,10.0,1.616
2025_07_18,2,7,FLATLINE,LINEAR_DOWN_NOISE,1,-13.0,False,10.0,1.852
2025_07_18,3,7,LINEAR_UP,LINEAR_DOWN_NOISE,1,3.75,False,45.0,3.85
2025_07_18,4,7,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,32.75,False,55.0,4.901
2025_07_18,5,7,FLATLINE,LINEAR_DOWN_NOISE,1,16.25,False,5.0,2.633
2025_07_18,0,8,EXPONENTIAL_UP,FLATLINE_C8,0,-13.75,False,40.0,2.753
2025_07_18,1,8,FLATLINE,FLATLINE_C8,-1,-6.25,False,5.0,2.145
2025_07_18,2,8,FLATLINE,FLATLINE_C8,2,16.25,False,5.0,1.037
2025_07_18,3,8,FLATLINE,FLATLINE_C8,2,13.25,False,10.0,1.309
2025_07_18,0,9,FLATLINE,FLATLINE_C8,-1,-11.0,False,10.0,1.14
2025_07_18,1,9,LINEAR_UP,FLATLINE_C8,0,4.5,False,25.0,2.555
2025_07_18,2,9,FLATLINE,FLATLINE_C8,-1,12.0,False,5.0,1.374
2025_07_18,3,9,FLATLINE,FLATLINE_C8,0,-0.5,False,5.0,2.27
2025_07_18,4,9,FLATLINE,FLATLINE_C8,-1,-5.25,False,15.0,2.329
2025_07_18,0,10,FLATLINE,FLATLINE_C8,-1,10.5,False,10.0,2.158
2025_07_18,1,10,FLATLINE,FLATLINE_C8,1,16.0,False,15.0,1.167
2025_07_18,2,10,FLATLINE,FLATLINE_C8,2,19.75,False,20.0,2.025
2025_07_18,3,10,FLATLINE,FLATLINE_C8,1,1.0,False,5.0,1.356
2025_07_18,4,10,EXPONENTIAL_UP,FLATLINE_C8,0,1.0,False,35.0,1.924
2025_07_18,5,10,FLATLINE,FLATLINE_C8,2,3.75,False,10.0,2.038
2025_07_18,6,10,FLATLINE,FLATLINE_C8,2,7.75,False,9.92,3.44
2025_07_20,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,2.507
2025_07_20,1,0,FLATLINE,NOISE_NOISE,0,3.25,False,5.0,4.386
2025_07_20,2,0,LINEAR_UP,NOISE_NOISE,0,31.25,True,65.25,6.869
2025_07_20,3,0,FLATLINE,NOISE_NOISE,0,16.5,False,34.67,4.236
2025_07_21,0,0,NOISE,NOISE_NOISE,-1,0.0,True,60.17,5.657
2025_07_21,0,1,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,11.25,False,49.92,7.419
2025_07_21,1,1,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,3,-3.0,False,29.92,2.382
2025_07_21,2,1,FLATLINE,LOGARITHMIC_UP_NOISE,3,1.25,False,10.0,2.717
2025_07_21,0,2,LINEAR_DOWN,FLATLINE_C3,-1,16.0,False,100.0,3.679
2025_07_21,1,2,EXPONENTIAL_UP,FLATLINE_C3,2,14.25,False,35.0,3.075
2025_07_21,0,3,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,3,-1.25,False,30.0,2.579
2025_07_21,1,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,-0.75,False,10.0,1.883
2025_07_21,2,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,2.5,False,20.0,1.998
2025_07_21,3,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,1.5,False,10.0,0.896
2025_07_21,4,3,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,2,16.0,False,55.0,3.553
2025_07_21,5,3,FLATLINE,LOGARITHMIC_UP_NOISE,-1,-3.5,False,20.0,3.164
2025_07_21,6,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,4.0,False,10.08,1.947
2025_07_21,7,3,LINEAR_UP,LOGARITHMIC_UP_NOISE,3,1.25,False,59.92,4.209
2025_07_21,8,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,-2.5,False,5.0,1.551
2025_07_21,9,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,-2.0,False,5.08,0.968
2025_07_21,10,3,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,3,2.0,False,29.92,2.383
2025_07_21,11,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,-3.5,False,40.0,2.083
2025_07_21,12,3,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,3,-1.0,False,30.0,2.291
2025_07_21,13,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,9.75,False,20.0,5.868
2025_07_21,14,3,FLATLINE,LOGARITHMIC_UP_NOISE,1,8.5,False,10.0,1.259
2025_07_21,15,3,FLATLINE,LOGARITHMIC_UP_NOISE,3,0.75,False,5.0,0.945
2025_07_21,0,4,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,13.0,False,75.0,2.925
2025_07_21,1,4,FLATLINE,EXPONENTIAL_DOWN_C1,1,3.0,False,5.0,1.496
2025_07_21,2,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,19.25,True,85.0,4.881
2025_07_21,0,5,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,2,131.5,True,85.0,4.513
2025_07_21,1,5,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,5,-4.25,False,35.0,2.231
2025_07_21,2,5,FLATLINE,LOGARITHMIC_UP_NOISE,5,-4.25,False,25.0,2.204
2025_07_21,3,5,FLATLINE,LOGARITHMIC_UP_NOISE,0,8.25,False,5.0,2.765
2025_07_21,4,5,FLATLINE,LOGARITHMIC_UP_NOISE,0,0.0,False,5.0,3.699
2025_07_21,5,5,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,4,3.75,False,35.0,4.68
2025_07_21,6,5,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,2,29.0,False,80.0,2.648
2025_07_21,7,5,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,5,-0.0,False,20.0,3.639
2025_07_21,8,5,FLATLINE,LOGARITHMIC_UP_NOISE,0,5.5,False,5.0,1.537
2025_07_21,9,5,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,0,24.25,False,35.0,4.457
2025_07_21,0,6,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,45.25,False,95.0,3.94
2025_07_21,1,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,-1.0,False,10.0,0.857
2025_07_21,2,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,0.25,False,85.0,1.951
2025_07_21,3,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,-3.25,False,5.0,1.929
2025_07_21,4,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,0.5,False,5.0,3.365
2025_07_21,5,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,7.0,False,15.0,1.543
2025_07_21,6,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.5,False,15.42,1.36
2025_07_21,7,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,-0.5,False,9.58,1.106
2025_07_21,8,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.5,False,25.17,2.022
2025_07_21,9,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,3.5,False,19.92,2.772
2025_07_21,10,6,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.25,False,14.58,4.094
2025_07_22,0,0,NOISE,NOISE_NOISE,-1,0.0,False,35.08,14.849
2025_07_22,1,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,6.75,False,39.92,2.76
2025_07_22,0,1,FLATLINE,FLATLINE_C1,-1,1.75,False,10.08,0.857
2025_07_22,1,1,LINEAR_UP,FLATLINE_C1,1,6.25,False,49.92,2.809
2025_07_22,0,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,49.75,True,170.08,5.511
2025_07_22,1,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,-0.5,False,10.0,2.214
2025_07_22,2,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,-0.75,False,9.92,4.004
2025_07_22,3,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,1.5,False,5.0,1.949
2025_07_22,4,2,FLATLINE,EXPONENTIAL_DOWN_C1,2,1.5,False,5.0,1.199
2025_07_22,5,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,6.25,False,5.0,2.715
2025_07_22,6,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,4.25,False,5.0,2.903
2025_07_22,7,2,LOGARITHMIC_UP,EXPONENTIAL_DOWN_C1,2,10.5,False,70.0,3.168
2025_07_22,8,2,FLATLINE,EXPONENTIAL_DOWN_C1,1,3.75,False,5.0,1.865
2025_07_22,0,3,EXPONENTIAL_UP,FLATLINE_C4,-1,23.75,False,45.0,6.555
2025_07_22,0,4,EXPONENTIAL_DOWN,FLATLINE_C9,2,26.0,False,30.0,5.496
2025_07_22,0,5,LOGARITHMIC_DOWN,LINEAR_DOWN_NOISE,0,28.75,False,95.0,3.827
2025_07_22,1,5,LINEAR_UP,LINEAR_DOWN_NOISE,0,6.75,False,55.0,5.036
2025_07_22,2,5,FLATLINE,LINEAR_DOWN_NOISE,2,2.5,False,10.0,1.795
2025_07_22,3,5,EXPONENTIAL_UP,LINEAR_DOWN_NOISE,-1,23.5,False,20.0,4.59
2025_07_22,0,6,LINEAR_UP,LINEAR_UP_NOISE,1,24.75,False,85.0,3.393
2025_07_22,1,6,FLATLINE,LINEAR_UP_NOISE,0,2.5,False,10.0,0.809
2025_07_22,2,6,LOGARITHMIC_UP,LINEAR_UP_NOISE,0,7.0,False,40.0,2.599
2025_07_22,0,7,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,131.5,True,65.0,13.112
2025_07_22,1,7,LOGARITHMIC_UP,LINEAR_DOWN_NOISE,1,12.25,False,45.0,2.547
2025_07_22,2,7,FLATLINE,LINEAR_DOWN_NOISE,1,12.5,False,10.0,1.26
2025_07_22,3,7,FLATLINE,LINEAR_DOWN_NOISE,3,10.25,False,10.0,2.841
2025_07_22,4,7,FLATLINE,LINEAR_DOWN_NOISE,3,3.5,False,5.0,0.891
2025_07_22,5,7,FLATLINE,LINEAR_DOWN_NOISE,3,8.25,False,5.0,2.284
2025_07_22,6,7,FLATLINE,LINEAR_DOWN_NOISE,3,11.0,False,15.0,3.071
2025_07_22,7,7,FLATLINE,LINEAR_DOWN_NOISE,1,-1.0,False,5.0,1.312
2025_07_22,8,7,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,1,35.5,False,35.0,6.63
2025_07_22,0,8,FLATLINE,FLATLINE_C0,-1,-24.5,False,25.0,1.779
2025_07_22,1,8,LINEAR_UP,FLATLINE_C0,1,17.75,False,35.0,3.469
2025_07_22,0,9,FLATLINE,EXPONENTIAL_UP_C0,0,10.25,False,25.0,0.832
2025_07_22,1,9,LINEAR_DOWN,EXPONENTIAL_UP_C0,-1,12.0,False,20.0,5.114
2025_07_22,2,9,LINEAR_UP,EXPONENTIAL_UP_C0,-1,24.25,False,50.0,3.419
2025_07_22,3,9,FLATLINE,EXPONENTIAL_UP_C0,1,1.75,False,10.0,1.39
2025_07_22,4,9,FLATLINE,EXPONENTIAL_UP_C0,2,6.75,False,5.0,1.556
2025_07_22,5,9,FLATLINE,EXPONENTIAL_UP_C0,2,22.5,False,25.0,3.593
2025_07_22,0,10,LINEAR_DOWN,LINEAR_DOWN_NOISE,0,29.5,False,55.0,5.643
2025_07_22,1,10,FLATLINE,LINEAR_DOWN_NOISE,1,8.5,True,70.0,4.501
2025_07_22,2,10,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,-1,18.75,False,55.0,3.264
2025_07_22,3,10,LINEAR_UP,LINEAR_DOWN_NOISE,0,79.75,False,59.92,10.944
2025_07_23,0,0,NOISE,FLATLINE_NOISE,-1,0.0,True,60.0,31.82
2025_07_23,0,1,FLATLINE,LINEAR_UP_NOISE,0,-9.5,False,10.0,2.038
2025_07_23,1,1,LINEAR_UP,LINEAR_UP_NOISE,1,33.25,True,60.0,4.346
2025_07_23,2,1,FLATLINE,LINEAR_UP_NOISE,0,2.0,False,45.08,2.005
2025_07_23,3,1,LINEAR_UP,LINEAR_UP_NOISE,0,1.75,False,45.0,3.428
2025_07_23,4,1,EXPONENTIAL_DOWN,LINEAR_UP_NOISE,-1,5.0,False,44.92,3.286
2025_07_23,5,1,FLATLINE,LINEAR_UP_NOISE,0,9.5,False,20.0,3.233
2025_07_23,0,2,LOGARITHMIC_UP,FLATLINE_C2,2,3.75,False,55.0,3.938
2025_07_23,1,2,FLATLINE,FLATLINE_C2,-1,4.25,False,5.08,1.814
2025_07_23,2,2,FLATLINE,FLATLINE_C2,0,4.0,False,14.92,2.69
2025_07_23,0,3,FLATLINE,LINEAR_UP_C0,1,5.5,False,25.0,2.214
2025_07_23,1,3,FLATLINE,LINEAR_UP_C0,1,5.5,False,5.0,1.447
2025_07_23,2,3,FLATLINE,LINEAR_UP_C0,1,-1.25,False,5.08,1.26
2025_07_23,3,3,LINEAR_UP,LINEAR_UP_C0,2,7.0,False,49.92,4.422
2025_07_23,4,3,LINEAR_DOWN,LINEAR_UP_C0,2,-4.0,False,40.0,4.48
2025_07_23,5,3,LOGARITHMIC_UP,LINEAR_UP_C0,2,13.25,False,65.0,3.015
2025_07_23,6,3,FLATLINE,LINEAR_UP_C0,1,5.0,False,5.0,1.141
2025_07_23,7,3,FLATLINE,LINEAR_UP_C0,1,-5.75,False,10.0,1.783
2025_07_23,8,3,FLATLINE,LINEAR_UP_C0,1,6.0,False,5.0,3.264
2025_07_23,0,4,LOGARITHMIC_DOWN,FLATLINE_C1,-1,-13.0,False,30.25,2.372
2025_07_23,0,5,FLATLINE,FLATLINE_C5,-1,8.0,False,9.75,2.124
2025_07_23,1,5,LINEAR_UP,FLATLINE_C5,-1,8.5,False,35.0,4.987
2025_07_23,2,5,FLATLINE,FLATLINE_C5,-1,12.5,False,15.0,2.459
2025_07_23,0,6,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,7.0,False,50.0,5.579
2025_07_23,1,6,LOGARITHMIC_UP,EXPONENTIAL_DOWN_C1,2,1.75,False,30.0,3.276
2025_07_23,2,6,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,17.0,False,55.0,4.005
2025_07_23,3,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,15.25,False,15.0,6.722
2025_07_23,4,6,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,90.25,True,70.0,5.602
2025_07_23,5,6,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C1,1,32.75,False,30.0,2.364
2025_07_23,6,6,FLATLINE,EXPONENTIAL_DOWN_C1,1,9.25,False,5.0,1.24
2025_07_23,7,6,LOGARITHMIC_UP,EXPONENTIAL_DOWN_C1,0,23.75,False,30.0,2.388
2025_07_23,0,7,LOGARITHMIC_UP,FLATLINE_NOISE,-1,-1.0,False,40.0,9.524
2025_07_23,1,7,FLATLINE,FLATLINE_NOISE,5,4.25,False,5.0,1.548
2025_07_23,0,8,FLATLINE,EXPONENTIAL_UP_C1,2,-24.5,False,30.0,1.568
2025_07_23,1,8,EXPONENTIAL_UP,EXPONENTIAL_UP_C1,1,61.75,False,125.0,3.465
2025_07_23,2,8,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C1,2,2.5,False,50.0,3.606
2025_07_23,3,8,LOGARITHMIC_UP,EXPONENTIAL_UP_C1,1,104.5,True,150.0,5.554
2025_07_23,4,8,LINEAR_DOWN,EXPONENTIAL_UP_C1,2,3.5,False,40.0,3.02
2025_07_23,5,8,FLATLINE,EXPONENTIAL_UP_C1,2,11.0,False,5.0,3.134
2025_07_23,6,8,FLATLINE,EXPONENTIAL_UP_C1,2,9.5,False,10.0,2.245
2025_07_23,7,8,LINEAR_UP,EXPONENTIAL_UP_C1,2,8.5,False,39.92,2.307
2025_07_24,0,0,NOISE,FLATLINE_NOISE,-1,0.0,False,45.08,31.82
2025_07_24,0,1,FLATLINE,LINEAR_UP_C3,-1,-7.75,False,9.92,1.275
2025_07_24,1,1,FLATLINE,LINEAR_UP_C3,-1,3.5,False,5.0,2.562
2025_07_24,2,1,LINEAR_UP,LINEAR_UP_C3,0,19.0,True,65.0,4.631
2025_07_24,3,1,FLATLINE,LINEAR_UP_C3,-1,3.0,False,5.0,0.784
2025_07_24,4,1,FLATLINE,LINEAR_UP_C3,1,-0.5,False,25.17,2.906
2025_07_24,5,1,EXPONENTIAL_DOWN,LINEAR_UP_C3,-1,11.0,False,39.83,3.285
2025_07_24,0,2,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,17.25,True,105.0,7.145
2025_07_24,1,2,LINEAR_UP,LOGARITHMIC_DOWN_C-99,1,-0.5,False,30.0,3.557
2025_07_24,2,2,EXPONENTIAL_DOWN,LOGARITHMIC_DOWN_C-99,-1,5.25,False,30.0,3.382
2025_07_24,3,2,FLATLINE,LOGARITHMIC_DOWN_C-99,5,1.5,False,30.0,5.157
2025_07_24,4,2,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,-1,17.0,False,55.17,3.067
2025_07_24,5,2,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,1.5,False,9.83,2.465
2025_07_24,6,2,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,8.75,False,25.0,5.931
2025_07_24,7,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,14.25,False,5.0,3.539
2025_07_24,8,2,FLATLINE,LOGARITHMIC_DOWN_C-99,1,18.5,False,10.0,2.826
2025_07_24,0,3,LINEAR_UP,LINEAR_UP_NOISE,1,13.75,False,65.0,3.205
2025_07_24,1,3,FLATLINE,LINEAR_UP_NOISE,0,1.25,False,5.0,2.524
2025_07_24,2,3,FLATLINE,LINEAR_UP_NOISE,0,7.5,False,15.0,4.431
2025_07_24,3,3,FLATLINE,LINEAR_UP_NOISE,0,4.0,False,5.0,1.385
2025_07_24,4,3,FLATLINE,LINEAR_UP_NOISE,0,-2.75,False,25.0,2.077
2025_07_24,5,3,LINEAR_DOWN,LINEAR_UP_NOISE,0,12.75,False,55.0,4.337
2025_07_24,6,3,EXPONENTIAL_UP,LINEAR_UP_NOISE,-1,20.75,False,40.0,3.133
2025_07_24,0,4,FLATLINE,FLATLINE_C7,-1,-8.25,False,15.0,1.265
2025_07_24,1,4,FLATLINE,FLATLINE_C7,-1,0.75,False,5.0,2.796
2025_07_24,2,4,FLATLINE,FLATLINE_C7,-1,4.75,False,10.0,1.293
2025_07_24,0,5,LINEAR_DOWN,FLATLINE_C3,0,33.75,True,60.0,6.106
2025_07_24,0,6,FLATLINE,FLATLINE_C3,1,-8.25,False,25.0,4.552
2025_07_24,1,6,FLATLINE,FLATLINE_C3,2,-12.25,False,5.0,2.806
2025_07_24,2,6,FLATLINE,FLATLINE_C3,2,29.5,False,5.0,4.549
2025_07_24,3,6,FLATLINE,FLATLINE_C3,2,37.75,False,5.0,2.043
2025_07_24,4,6,FLATLINE,FLATLINE_C3,1,6.0,False,5.0,0.79
