**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,seg_idx,parent_motif_idx,shape_class,parent_15m_cluster,cluster_5m,ride_pnl_pts,resolved_as_cascade,length_min,peak_abs_z
2025_07_09,0,1,FLATLINE,NOISE_NOISE,1,0.25,False,10.08,0.99
2025_07_09,1,1,FLATLINE,NOISE_NOISE,1,10.75,False,19.92,2.651
2025_07_09,0,2,FLATLINE,FLATLINE_C9,3,-7.5,False,10.0,1.44
2025_07_09,1,2,FLATLINE,FLATLINE_C9,0,9.0,False,15.0,4.592
2025_07_09,2,2,FLATLINE,FLATLINE_C9,3,2.0,False,5.0,0.681
2025_07_09,0,3,FLATLINE,FLATLINE_C9,3,-10.25,False,10.0,0.925
2025_07_09,1,3,EXPONENTIAL_UP,FLATLINE_C9,1,-1.25,False,40.0,2.793
2025_07_09,2,3,FLATLINE,FLATLINE_C9,0,-0.25,False,10.0,1.871
2025_07_09,0,4,LOGARITHMIC_DOWN,FLATLINE_C1,2,8.25,False,40.0,3.876
2025_07_09,1,4,FLATLINE,FLATLINE_C1,2,8.0,False,5.08,1.589
2025_07_09,0,5,FLATLINE,FLATLINE_C2,0,7.5,False,20.0,2.417
2025_07_09,1,5,FLATLINE,FLATLINE_C2,1,2.0,False,5.08,0.963
2025_07_09,2,5,FLATLINE,FLATLINE_C2,2,4.0,False,20.0,1.61
2025_07_09,0,6,EXPONENTIAL_UP,FLATLINE_C1,1,17.75,False,44.83,5.088
2025_07_09,0,7,FLATLINE,FLATLINE_C4,-1,-13.0,False,20.0,2.704
2025_07_09,1,7,LINEAR_DOWN,FLATLINE_C4,-1,11.0,True,85.33,6.845
2025_07_09,0,8,LOGARITHMIC_UP,FLATLINE_C9,1,13.5,False,44.92,4.105
2025_07_09,0,9,FLATLINE,FLATLINE_C7,-1,-6.5,False,14.83,1.027
2025_07_09,1,9,LINEAR_UP,FLATLINE_C7,-1,-0.5,False,30.0,3.981
2025_07_09,0,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,-7.25,False,9.92,2.358
2025_07_09,1,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,10.75,False,5.0,1.99
2025_07_09,2,10,FLATLINE,EXPONENTIAL_UP_NOISE,-1,2.75,False,25.08,1.402
2025_07_09,3,10,EXPONENTIAL_UP,EXPONENTIAL_UP_NOISE,0,35.25,True,64.92,5.5
2025_07_09,4,10,EXPONENTIAL_DOWN,EXPONENTIAL_UP_NOISE,2,-4.5,False,35.0,2.859
2025_07_09,5,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,1.5,False,5.0,2.686
2025_07_09,6,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,10.25,False,5.0,1.976
2025_07_09,7,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,1.25,False,10.0,1.26
2025_07_09,8,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,-3.75,False,5.0,1.319
2025_07_09,9,10,EXPONENTIAL_UP,EXPONENTIAL_UP_NOISE,0,11.0,False,60.0,3.13
2025_07_09,10,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,4.25,False,5.0,1.856
2025_07_09,11,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,10.75,False,10.0,1.705
2025_07_09,12,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,2.5,False,5.0,1.013
2025_07_09,13,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,0.75,False,10.0,1.678
2025_07_09,14,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,5.25,False,10.08,1.528
2025_07_09,15,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,5.25,False,14.92,3.858
2025_07_09,16,10,FLATLINE,EXPONENTIAL_UP_NOISE,2,5.5,False,5.0,2.264
2025_07_09,17,10,EXPONENTIAL_UP,EXPONENTIAL_UP_NOISE,0,135.75,True,85.0,5.708
2025_07_09,18,10,EXPONENTIAL_DOWN,EXPONENTIAL_UP_NOISE,2,136.5,False,35.0,6.532
2025_07_09,0,11,LOGARITHMIC_DOWN,FLATLINE_C8,-1,-38.0,False,25.0,1.787
2025_07_09,1,11,FLATLINE,FLATLINE_C8,0,-26.25,False,35.0,2.503
2025_07_09,0,12,FLATLINE,FLATLINE_NOISE,-1,-26.75,False,30.0,1.797
2025_07_09,1,12,LOGARITHMIC_UP,FLATLINE_NOISE,6,13.75,False,55.0,2.786
2025_07_09,2,12,FLATLINE,FLATLINE_NOISE,3,5.25,False,5.0,1.154
2025_07_09,0,13,FLATLINE,LINEAR_UP_C2,3,-0.75,False,15.0,2.038
2025_07_09,1,13,FLATLINE,LINEAR_UP_C2,3,-3.0,False,5.0,2.063
2025_07_09,2,13,FLATLINE,LINEAR_UP_C2,3,11.5,False,5.0,2.705
2025_07_09,3,13,LOGARITHMIC_UP,LINEAR_UP_C2,1,85.25,True,125.0,4.751
2025_07_09,4,13,FLATLINE,LINEAR_UP_C2,3,10.25,False,5.0,3.481
2025_07_09,5,13,FLATLINE,LINEAR_UP_C2,3,-1.5,False,15.0,3.394
2025_07_09,6,13,FLATLINE,LINEAR_UP_C2,-1,2.75,False,25.0,2.49
2025_07_09,7,13,FLATLINE,LINEAR_UP_C2,-1,3.25,False,5.0,0.768
2025_07_09,8,13,FLATLINE,LINEAR_UP_C2,3,2.0,False,70.0,0.304
2025_07_09,9,13,LINEAR_UP,LINEAR_UP_C2,-1,17.75,True,60.0,4.305
2025_07_09,10,13,EXPONENTIAL_DOWN,LINEAR_UP_C2,3,23.25,False,59.92,5.663
2025_07_10,0,0,NOISE,NOISE_NOISE,-1,0.0,True,100.0,10.96
2025_07_10,1,0,FLATLINE,NOISE_NOISE,1,-1.75,False,5.0,1.058
2025_07_10,2,0,EXPONENTIAL_DOWN,NOISE_NOISE,1,12.5,False,15.0,5.028
2025_07_10,0,1,FLATLINE,FLATLINE_NOISE,-1,21.5,False,15.0,2.046
2025_07_10,1,1,FLATLINE,FLATLINE_NOISE,-1,4.0,False,5.0,1.451
2025_07_10,2,1,EXPONENTIAL_UP,FLATLINE_NOISE,6,7.5,False,40.0,2.399
2025_07_10,0,2,LOGARITHMIC_DOWN,FLATLINE_C9,2,22.0,True,105.08,8.046
2025_07_10,0,3,EXPONENTIAL_UP,LOGARITHMIC_DOWN_C-99,1,5.0,False,29.92,2.883
2025_07_10,1,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,3.5,False,5.0,1.996
2025_07_10,2,3,FLATLINE,LOGARITHMIC_DOWN_C-99,-1,0.75,False,5.0,1.241
2025_07_10,3,3,LINEAR_DOWN,LOGARITHMIC_DOWN_C-99,5,13.0,True,60.0,5.631
2025_07_10,4,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,8.75,False,15.08,2.445
2025_07_10,5,3,FLATLINE,LOGARITHMIC_DOWN_C-99,1,5.75,False,10.0,1.933
2025_07_10,6,3,LINEAR_UP,LOGARITHMIC_DOWN_C-99,-1,2.25,False,24.92,2.695
2025_07_10,0,4,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,52.25,True,120.0,5.532
2025_07_10,1,4,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,3,10.75,False,50.0,5.881
2025_07_10,2,4,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,35.0,False,130.0,3.517
2025_07_10,3,4,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,3,13.5,False,50.0,3.216
2025_07_10,4,4,FLATLINE,LOGARITHMIC_UP_NOISE,3,5.75,False,5.0,2.267
2025_07_10,5,4,FLATLINE,LOGARITHMIC_UP_NOISE,3,8.5,False,5.0,1.293
2025_07_10,6,4,FLATLINE,LOGARITHMIC_UP_NOISE,3,26.5,False,15.0,3.118
2025_07_10,0,5,EXPONENTIAL_DOWN,LOGARITHMIC_DOWN_C-99,4,115.5,False,70.0,3.956
2025_07_10,1,5,LINEAR_UP,LOGARITHMIC_DOWN_C-99,3,32.0,False,90.0,3.983
2025_07_10,2,5,FLATLINE,LOGARITHMIC_DOWN_C-99,2,-15.0,False,35.0,3.378
2025_07_10,0,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,-6.5,False,20.0,0.861
2025_07_10,1,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,4.25,False,10.0,1.434
2025_07_10,2,6,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,38.75,False,80.0,3.738
2025_07_10,3,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,0.25,False,20.0,3.024
2025_07_10,4,6,FLATLINE,LOGARITHMIC_UP_NOISE,0,1.75,False,5.0,1.663
2025_07_10,5,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,-0.25,False,5.0,1.82
2025_07_10,6,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,-1.5,False,10.0,2.247
2025_07_10,7,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,1.25,False,5.0,1.131
2025_07_10,8,6,FLATLINE,LOGARITHMIC_UP_NOISE,5,2.75,False,20.0,3.329
2025_07_10,9,6,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,4,31.25,False,35.0,8.581
2025_07_10,0,7,FLATLINE,FLATLINE_NOISE,3,-11.25,False,20.0,1.802
2025_07_10,1,7,FLATLINE,FLATLINE_NOISE,2,-0.75,False,15.0,3.239
2025_07_10,2,7,FLATLINE,FLATLINE_NOISE,3,6.75,False,5.0,0.551
2025_07_10,3,7,LINEAR_UP,FLATLINE_NOISE,-1,19.25,False,95.0,2.584
2025_07_10,0,8,LOGARITHMIC_UP,FLATLINE_C8,1,6.75,False,65.25,3.04
2025_07_10,1,8,FLATLINE,FLATLINE_C8,-1,-6.0,False,14.75,1.899
2025_07_10,2,8,FLATLINE,FLATLINE_C8,1,2.75,False,9.92,3.438
2025_07_11,0,0,NOISE,FLATLINE_NOISE,-1,0.0,True,70.0,4.506
2025_07_11,1,0,FLATLINE,FLATLINE_NOISE,0,11.25,False,5.0,2.548
2025_07_11,0,1,LINEAR_UP,FLATLINE_C2,-1,19.0,False,50.0,3.328
2025_07_11,1,1,LINEAR_DOWN,FLATLINE_C2,-1,-4.0,False,25.08,2.015
2025_07_11,2,1,LINEAR_UP,FLATLINE_C2,-1,19.75,False,29.92,6.401
2025_07_11,0,2,LOGARITHMIC_UP,LINEAR_UP_C0,2,22.5,False,90.08,3.587
2025_07_11,1,2,FLATLINE,LINEAR_UP_C0,1,-1.25,False,9.92,1.37
2025_07_11,2,2,FLATLINE,LINEAR_UP_C0,1,3.25,False,5.08,0.899
2025_07_11,3,2,EXPONENTIAL_DOWN,LINEAR_UP_C0,1,-1.25,False,40.0,2.554
2025_07_11,4,2,FLATLINE,LINEAR_UP_C0,1,1.0,False,19.92,3.916
2025_07_11,0,3,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,16.75,False,55.0,7.087
2025_07_11,1,3,FLATLINE,EXPONENTIAL_DOWN_C1,1,5.75,False,20.0,1.457
2025_07_11,2,3,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,72.0,True,105.0,5.048
2025_07_11,3,3,LINEAR_UP,EXPONENTIAL_DOWN_C1,2,14.25,False,40.0,2.874
2025_07_11,4,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,18.75,False,45.0,4.255
2025_07_11,5,3,FLATLINE,EXPONENTIAL_DOWN_C1,2,6.5,False,5.0,0.5
2025_07_11,6,3,FLATLINE,EXPONENTIAL_DOWN_C1,1,21.25,False,25.0,1.95
2025_07_11,7,3,FLATLINE,EXPONENTIAL_DOWN_C1,1,10.0,False,10.0,1.375
2025_07_11,8,3,FLATLINE,EXPONENTIAL_DOWN_C1,1,0.5,False,10.0,2.762
2025_07_11,0,4,LINEAR_UP,EXPONENTIAL_UP_NOISE,0,32.75,False,80.0,3.31
2025_07_11,1,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,23.75,False,10.0,3.884
2025_07_11,2,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,19.5,False,5.0,1.974
2025_07_11,3,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,-3.5,False,30.0,1.688
2025_07_11,4,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,-2.5,False,10.0,1.106
2025_07_11,5,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,13.25,False,5.0,2.221
2025_07_11,6,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,37.25,False,15.0,6.886
2025_07_11,7,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,62.0,False,10.0,2.68
2025_07_11,8,4,LINEAR_UP,EXPONENTIAL_UP_NOISE,0,91.25,False,70.0,2.725
2025_07_11,9,4,FLATLINE,EXPONENTIAL_UP_NOISE,2,-12.0,False,5.0,2.433
2025_07_11,0,5,LINEAR_DOWN,LINEAR_UP_C0,0,10.0,False,35.0,3.841
2025_07_11,1,5,LINEAR_UP,LINEAR_UP_C0,2,28.0,False,50.0,2.829
2025_07_11,2,5,FLATLINE,LINEAR_UP_C0,0,-4.5,False,5.0,1.545
2025_07_11,3,5,FLATLINE,LINEAR_UP_C0,0,-1.75,False,10.0,2.477
2025_07_11,4,5,FLATLINE,LINEAR_UP_C0,0,19.5,False,5.0,1.25
2025_07_11,5,5,LINEAR_UP,LINEAR_UP_C0,2,35.75,False,45.0,2.696
2025_07_11,0,6,FLATLINE,FLATLINE_C8,1,10.0,False,35.0,5.617
2025_07_11,1,6,FLATLINE,FLATLINE_C8,2,3.25,False,5.0,1.711
2025_07_11,2,6,FLATLINE,FLATLINE_C8,0,3.5,False,10.0,1.546
2025_07_11,3,6,LOGARITHMIC_UP,FLATLINE_C8,0,6.5,False,30.0,3.628
2025_07_11,4,6,FLATLINE,FLATLINE_C8,2,29.0,False,10.0,4.303
2025_07_11,0,7,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,2,3.25,False,45.0,4.101
2025_07_11,1,7,FLATLINE,EXPONENTIAL_DOWN_C1,0,0.5,False,5.0,0.94
2025_07_11,2,7,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,34.25,False,69.92,3.62
2025_07_13,0,0,NOISE,NOISE_NOISE,-1,0.0,False,20.0,18.738
2025_07_13,1,0,EXPONENTIAL_UP,NOISE_NOISE,0,58.25,False,40.0,2.877
2025_07_13,0,1,FLATLINE,FLATLINE_C8,-1,-38.0,False,10.0,1.646
2025_07_13,1,1,FLATLINE,FLATLINE_C8,1,8.75,False,5.0,1.51
2025_07_13,2,1,EXPONENTIAL_DOWN,FLATLINE_C8,1,-2.75,False,35.0,1.894
2025_07_13,3,1,FLATLINE,FLATLINE_C8,1,10.5,False,9.92,4.022
2025_07_14,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,0.893
2025_07_14,1,0,FLATLINE,NOISE_NOISE,1,8.0,False,25.0,1.811
2025_07_14,2,0,FLATLINE,NOISE_NOISE,1,-1.75,False,10.0,1.153
2025_07_14,3,0,LINEAR_DOWN,NOISE_NOISE,1,14.75,False,50.0,4.415
2025_07_14,4,0,FLATLINE,NOISE_NOISE,1,6.5,False,20.0,1.956
2025_07_14,0,1,LINEAR_UP,FLATLINE_C2,0,10.25,False,30.08,2.478
2025_07_14,1,1,FLATLINE,FLATLINE_C2,0,8.0,False,9.92,1.233
2025_07_14,2,1,FLATLINE,FLATLINE_C2,0,4.0,False,5.0,1.545
2025_07_14,0,2,FLATLINE,FLATLINE_C2,0,-3.5,False,10.17,1.8
2025_07_14,1,2,FLATLINE,FLATLINE_C2,2,-4.25,False,19.83,3.405
2025_07_14,2,2,FLATLINE,FLATLINE_C2,0,1.25,False,15.0,1.334
2025_07_14,0,3,LINEAR_UP,LINEAR_UP_C3,0,7.25,False,55.17,2.364
2025_07_14,1,3,EXPONENTIAL_DOWN,LINEAR_UP_C3,1,7.25,False,49.83,2.681
2025_07_14,0,4,FLATLINE,EXPONENTIAL_DOWN_C1,2,3.5,False,15.58,2.824
2025_07_14,1,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,26.25,False,59.42,5.923
2025_07_14,2,4,EXPONENTIAL_UP,EXPONENTIAL_DOWN_C1,2,-0.5,False,35.0,2.77
2025_07_14,3,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,-1.75,False,30.0,4.764
2025_07_14,4,4,FLATLINE,EXPONENTIAL_DOWN_C1,1,20.5,False,10.0,2.223
2025_07_14,0,5,LINEAR_UP,EXPONENTIAL_UP_C1,1,11.5,False,50.08,2.432
2025_07_14,1,5,FLATLINE,EXPONENTIAL_UP_C1,3,-3.75,False,9.92,1.399
2025_07_14,2,5,LINEAR_UP,EXPONENTIAL_UP_C1,1,17.75,True,80.0,4.276
2025_07_14,3,5,EXPONENTIAL_DOWN,EXPONENTIAL_UP_C1,-1,6.25,False,40.0,4.335
2025_07_14,0,6,FLATLINE,FLATLINE_C2,-1,1.25,False,10.0,1.302
2025_07_14,1,6,FLATLINE,FLATLINE_C2,-1,-2.5,False,15.0,2.317
2025_07_14,2,6,FLATLINE,FLATLINE_C2,-1,3.5,False,5.0,2.579
2025_07_14,3,6,FLATLINE,FLATLINE_C2,-1,10.0,False,25.0,3.318
2025_07_14,4,6,FLATLINE,FLATLINE_C2,-1,13.25,False,15.0,2.364
2025_07_14,5,6,FLATLINE,FLATLINE_C2,-1,7.5,False,5.0,1.159
2025_07_14,6,6,LOGARITHMIC_UP,FLATLINE_C2,-1,16.25,False,45.0,2.869
2025_07_14,0,7,FLATLINE,FLATLINE_C0,0,-3.75,False,15.0,1.534
2025_07_14,1,7,FLATLINE,FLATLINE_C0,0,-7.5,False,15.0,2.615
2025_07_14,2,7,EXPONENTIAL_UP,FLATLINE_C0,1,39.5,False,15.0,5.026
2025_07_14,0,8,FLATLINE,LOGARITHMIC_UP_NOISE,2,-12.0,False,10.0,4.425
2025_07_14,1,8,FLATLINE,LOGARITHMIC_UP_NOISE,0,82.5,False,5.0,2.999
2025_07_14,2,8,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,2,153.25,False,120.0,3.072
2025_07_14,3,8,FLATLINE,LOGARITHMIC_UP_NOISE,0,-3.0,False,5.0,2.474
2025_07_14,4,8,FLATLINE,LOGARITHMIC_UP_NOISE,5,1.0,False,10.0,2.162
2025_07_14,5,8,FLATLINE,LOGARITHMIC_UP_NOISE,5,3.5,False,5.0,1.318
2025_07_14,6,8,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,2,50.25,True,110.0,4.75
2025_07_14,7,8,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,5,10.0,False,30.0,3.204
2025_07_14,8,8,FLATLINE,LOGARITHMIC_UP_NOISE,5,3.25,False,5.0,1.025
2025_07_14,9,8,FLATLINE,LOGARITHMIC_UP_NOISE,5,1.0,False,10.0,0.932
2025_07_14,10,8,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,0,9.0,False,25.0,3.179
2025_07_14,11,8,EXPONENTIAL_DOWN,LOGARITHMIC_UP_NOISE,4,24.0,False,55.0,3.012
2025_07_14,0,9,LOGARITHMIC_DOWN,EXPONENTIAL_DOWN_C1,0,3.5,False,45.0,2.175
2025_07_14,1,9,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.75,False,75.0,3.021
2025_07_14,2,9,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,28.0,False,75.0,2.49
2025_07_14,3,9,FLATLINE,EXPONENTIAL_DOWN_C1,0,5.25,False,10.0,1.293
2025_07_14,4,9,FLATLINE,EXPONENTIAL_DOWN_C1,0,1.75,False,15.17,1.653
2025_07_14,5,9,FLATLINE,EXPONENTIAL_DOWN_C1,0,6.0,False,19.67,4.787
2025_07_15,0,0,FLATLINE,NOISE_NOISE,-1,0.0,False,15.0,4.243
2025_07_15,1,0,LINEAR_DOWN,NOISE_NOISE,1,14.75,True,75.0,4.183
2025_07_15,0,1,LINEAR_UP,LINEAR_UP_NOISE,1,80.25,False,55.0,18.378
2025_07_15,1,1,LINEAR_DOWN,LINEAR_UP_NOISE,0,31.25,False,50.0,2.045
2025_07_15,2,1,LOGARITHMIC_UP,LINEAR_UP_NOISE,1,58.25,True,90.0,4.946
2025_07_15,0,2,LINEAR_UP,LOGARITHMIC_UP_NOISE,2,40.75,False,80.0,2.99
2025_07_15,1,2,LINEAR_DOWN,LOGARITHMIC_UP_NOISE,3,6.75,False,50.0,3.444
2025_07_15,2,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,1.75,False,15.0,1.802
2025_07_15,3,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,3.25,False,5.08,1.231
2025_07_15,4,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,-7.5,False,9.92,2.195
2025_07_15,5,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,-1.75,False,5.0,2.453
2025_07_15,6,2,LOGARITHMIC_UP,LOGARITHMIC_UP_NOISE,2,22.75,True,85.0,5.221
2025_07_15,7,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,4.5,False,5.08,1.351
2025_07_15,8,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,-9.5,False,14.92,1.862
2025_07_15,9,2,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,3,7.5,False,45.0,2.396
2025_07_15,10,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,4.75,False,5.0,1.335
2025_07_15,11,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,4.5,False,5.08,1.743
2025_07_15,12,2,EXPONENTIAL_UP,LOGARITHMIC_UP_NOISE,3,3.5,False,34.92,3.947
2025_07_15,13,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,6.25,False,10.0,2.509
2025_07_15,14,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,-0.5,False,5.0,1.754
2025_07_15,15,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,2.25,False,5.0,2.103
2025_07_15,16,2,FLATLINE,LOGARITHMIC_UP_NOISE,1,16.5,False,15.0,2.505
2025_07_15,17,2,FLATLINE,LOGARITHMIC_UP_NOISE,1,9.75,False,10.0,1.558
2025_07_15,18,2,FLATLINE,LOGARITHMIC_UP_NOISE,1,5.5,False,10.0,0.663
2025_07_15,19,2,FLATLINE,LOGARITHMIC_UP_NOISE,3,11.25,False,20.0,3.65
2025_07_15,0,3,LINEAR_DOWN,FLATLINE_C4,-1,5.0,False,30.0,3.348
2025_07_15,1,3,FLATLINE,FLATLINE_C4,-1,8.25,False,10.0,5.435
2025_07_15,2,3,FLATLINE,FLATLINE_C4,-1,4.5,False,5.0,1.371
2025_07_15,0,4,LINEAR_UP,FLATLINE_C0,1,41.75,False,45.0,2.113
2025_07_15,0,5,EXPONENTIAL_DOWN,FLATLINE_C6,1,66.0,False,30.0,3.993
2025_07_15,0,6,FLATLINE,FLATLINE_C0,-1,-50.5,False,15.0,2.244
2025_07_15,1,6,FLATLINE,FLATLINE_C0,0,-15.75,False,15.0,2.554
2025_07_15,0,7,FLATLINE,FLATLINE_C6,0,-18.5,False,20.0,1.718
2025_07_15,1,7,LINEAR_DOWN,FLATLINE_C6,-1,28.5,False,25.0,3.801
2025_07_15,0,8,FLATLINE,FLATLINE_NOISE,4,-22.0,False,10.0,1.513
2025_07_15,1,8,FLATLINE,FLATLINE_NOISE,4,15.5,False,5.0,2.167
2025_07_15,2,8,FLATLINE,FLATLINE_NOISE,3,20.75,False,5.0,1.634
2025_07_15,3,8,FLATLINE,FLATLINE_NOISE,-1,17.75,False,10.0,1.532
2025_07_15,0,9,FLATLINE,LINEAR_DOWN_NOISE,1,-7.5,False,20.0,1.857
2025_07_15,1,9,LINEAR_DOWN,LINEAR_DOWN_NOISE,1,23.75,True,90.0,6.994
2025_07_15,2,9,FLATLINE,LINEAR_DOWN_NOISE,1,7.5,False,10.0,3.021
2025_07_15,0,10,EXPONENTIAL_UP,FLATLINE_C0,1,34.75,False,30.0,2.439
2025_07_15,0,11,FLATLINE,EXPONENTIAL_DOWN_C1,-1,-8.0,False,20.0,1.305
2025_07_15,1,11,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,73.0,True,65.0,4.621
2025_07_15,2,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,16.75,False,5.0,1.619
2025_07_15,3,11,LINEAR_DOWN,EXPONENTIAL_DOWN_C1,2,83.5,True,135.0,5.502
2025_07_15,4,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,-8.25,False,10.0,5.408
2025_07_15,5,11,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN_C1,2,13.25,False,45.0,4.548
2025_07_15,6,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,-2.5,False,10.0,1.109
2025_07_15,7,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,-4.0,False,10.08,1.215
2025_07_15,8,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,-13.75,False,9.92,1.979
2025_07_15,9,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,-12.75,False,15.0,2.346
2025_07_15,10,11,FLATLINE,EXPONENTIAL_DOWN_C1,0,7.75,False,19.92,2.528
2025_07_16,0,0,NOISE,NOISE_NOISE,-1,0.0,False,30.0,3.155
2025_07_16,1,0,FLATLINE,NOISE_NOISE,1,20.5,False,15.0,2.38
2025_07_16,2,0,FLATLINE,NOISE_NOISE,1,1.25,False,5.0,1.315
2025_07_16,3,0,LINEAR_UP,NOISE_NOISE,1,23.5,False,95.0,3.063
2025_07_16,4,0,FLATLINE,NOISE_NOISE,1,-1.75,False,5.0,1.723
2025_07_16,0,1,LINEAR_DOWN,FLATLINE_C2,2,4.75,False,45.0,5.457
2025_07_16,1,1,EXPONENTIAL_UP,FLATLINE_C2,-1,0.5,False,40.0,2.146
2025_07_16,2,1,FLATLINE,FLATLINE_C2,2,5.5,False,5.0,5.126
2025_07_16,3,1,FLATLINE,FLATLINE_C2,-1,6.0,False,30.0,2.909
2025_07_16,0,2,FLATLINE,FLATLINE_C4,-1,-1.25,False,15.33,1.293
2025_07_16,1,2,LINEAR_DOWN,FLATLINE_C4,-1,10.25,False,44.67,7.435
2025_07_16,0,3,EXPONENTIAL_DOWN,LINEAR_DOWN_NOISE,0,37.75,True,110.0,4.837
2025_07_16,1,3,LINEAR_UP,LINEAR_DOWN_NOISE,0,20.75,False,115.0,3.93
2025_07_16,2,3,FLATLINE,LINEAR_DOWN_NOISE,3,11.5,False,15.0,2.321
2025_07_16,0,4,FLATLINE,LINEAR_UP_C0,1,-1.5,False,15.08,1.863
2025_07_16,1,4,LINEAR_UP,LINEAR_UP_C0,2,23.5,True,105.0,5.599
2025_07_16,0,5,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,-1,-5.0,False,19.92,4.462
2025_07_16,1,5,FLATLINE,EXPONENTIAL_UP_NOISE,2,6.75,False,10.0,1.672
2025_07_16,2,5,FLATLINE,EXPONENTIAL_UP_NOISE,2,8.0,False,5.0,1.405
2025_07_16,3,5,LINEAR_UP,EXPONENTIAL_UP_NOISE,0,54.5,True,85.0,7.917
2025_07_16,4,5,LINEAR_DOWN,EXPONENTIAL_UP_NOISE,2,56.0,False,15.0,14.066
2025_07_16,0,6,LOGARITHMIC_DOWN,FLATLINE_NOISE,5,4.5,False,45.0,2.811
2025_07_16,0,7,LINEAR_UP,FLATLINE_C6,0,-14.0,False,30.0,2.841
2025_07_16,0,8,FLATLINE,FLATLINE_C3,2,51.5,False,15.0,2.497
2025_07_16,1,8,LINEAR_DOWN,FLATLINE_C3,0,66.25,False,45.0,3.637
2025_07_16,2,8,LINEAR_UP,FLATLINE_C3,2,19.5,False,45.0,3.016
2025_07_16,0,9,LINEAR_UP,FLATLINE_C9,1,42.5,False,55.0,5.197
