day,idx,parent_chain,shape,parent_shape,length_min,subshape_id
2025_05_19,0,4/5/0/0,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_06_09,1,2/0/2/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_02_17,8,8/3/0/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_03_18,0,3/2/8/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_08_06,0,3/0/7/11,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_07_04,0,0/0/5/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_05_20,7,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,4.75,0
2025_09_16,2,2/2/6/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_02_20,5,9/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_05_01,4,2/0/0/9,NOISE,STEEP_LINEAR_DOWN,2.25,0
2026_03_04,0,2/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_16,2,1/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_14,0,4/0/1/6,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_20,0,2/1/6/4,NOISE,STEEP_LINEAR_DOWN,2.57,0
2025_02_07,1,0/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_02_05,0,4/5/3/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_10_30,4,8/7/4/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_06_13,0,2/7/3/4,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_27,0,2/1/3/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_24,5,1/1/3/0,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_10_10,9,7/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_08,0,2/0/2/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_02_26,1,10/1/1/3,NOISE,STEEP_LINEAR_DOWN,2.75,0
2026_01_07,0,2/1/10/7,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_06,0,2/0/12/1,NOISE,STEEP_LINEAR_DOWN,6.58,0
2026_02_17,2,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,0.93,0
2025_05_14,1,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_08_28,3,1/1/0/5,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_01_17,0,5/4/1/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2026_03_16,0,4/4/3/1,NOISE,STEEP_LINEAR_DOWN,6.83,0
2025_05_27,0,4/1/0/4,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_03_12,3,4/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_05_13,4,4/4/3/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_07_22,2,7/2/1/2,NOISE,STEEP_LINEAR_DOWN,2.75,0
2026_02_02,2,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.28,0
2026_02_06,5,5/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_05_30,0,6/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_24,3,1/1/3/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_22,2,4/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_09_11,0,1/4/5/1,NOISE,STEEP_LINEAR_DOWN,6.17,0
2026_03_06,3,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,5.1,0
2026_01_23,2,1/4/3/1,NOISE,STEEP_LINEAR_DOWN,2.62,0
2025_02_10,0,1/0/1/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_11_17,2,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_05_28,0,6/2/5/4,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_21,3,3/2/0/2,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_04_30,0,2/0/5/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_04_10,1,4/0/2/0,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_02_27,1,5/1/4/3,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_09_03,2,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,4.17,0
2025_08_12,9,5/0/0/4,NOISE,STEEP_LINEAR_DOWN,8.75,0
2026_02_02,6,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.22,0
2025_02_18,0,4/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_24,2,6/2/0/4,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_12_11,5,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_10_08,5,5/6/9/0,NOISE,STEEP_LINEAR_DOWN,4.08,0
2025_05_30,0,6/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_07_23,2,3/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_01_07,3,1/5/1/3,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_09_09,3,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_11_12,6,8/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_01_06,3,2/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_06_18,2,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,5.08,0
2025_10_27,0,4/0/4/1,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_08_14,1,2/3/1/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_07_04,4,1/4/1/3,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_03_05,3,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_01_14,3,3/0/0/2,NOISE,STEEP_LINEAR_DOWN,0.65,0
2025_04_13,0,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_03_02,9,2/0/13/3,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_01_08,0,0/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_04_03,10,6/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_17,4,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,1.02,0
2025_04_08,9,9/2/3/3,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_04_04,2,1/2/4/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_02_12,5,1/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_02_06,1,3/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.28,0
2025_02_25,3,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,7.17,0
2025_10_10,3,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,3.25,0
2026_01_02,0,2/4/8/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_09_03,0,8/0/0/5,NOISE,STEEP_LINEAR_DOWN,4.08,0
2025_05_12,3,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_10_20,2,3/0/4/5,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_07_31,0,1/0/6/3,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_01_09,0,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_03_10,0,5/0/1/1,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_03_03,0,1/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_13,6,1/0/3/0,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_08_20,1,3/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_05_14,2,7/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_01_06,3,3/1/2/5,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_02_16,13,4/5/4/0,NOISE,STEEP_LINEAR_DOWN,3.67,0
2026_02_09,1,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,3.42,0
2026_01_27,6,5/1/2/2,NOISE,STEEP_LINEAR_DOWN,2.35,0
2025_06_12,5,6/0/7/0,NOISE,STEEP_LINEAR_DOWN,3.83,0
2025_04_14,2,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_11_17,0,1/5/1/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_02_17,0,1/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_03_04,3,3/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_14,2,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_02_19,0,6/1/3/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_02_26,1,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_13,0,4/0/10/2,NOISE,STEEP_LINEAR_DOWN,2.13,0
2025_04_02,0,5/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_02_18,1,2/0/3/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_21,2,3/0/3/5,NOISE,STEEP_LINEAR_DOWN,5.92,0
2025_07_14,0,6/0/5/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_11_20,1,8/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_07_15,2,3/1/6/2,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_03_06,2,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_02_04,1,3/1/0/0,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_06_16,4,5/0/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_05_07,1,2/2/4/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_07_30,4,1/3/0/2,NOISE,STEEP_LINEAR_DOWN,4.08,0
2025_01_31,0,3/2/5/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_04_16,2,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_09_09,1,1/0/4/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_11_25,0,4/4/3/2,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_01_07,2,3/2/0/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_02_13,0,3/0/2/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_07_02,0,5/1/3/1,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_05_19,0,1/4/2/4,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_11_13,6,4/1/0/3,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_11_03,3,5/1/0/4,NOISE,STEEP_LINEAR_DOWN,2.58,0
2026_03_03,3,4/5/3/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_05_16,2,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_06_06,2,4/1/0/9,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_03_02,6,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.02,0
2025_11_05,0,4/2/7/0,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_10_22,0,4/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_11_14,0,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_01_15,0,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.73,0
2025_08_06,1,2/0/3/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_10_27,3,0/2/0/0,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_05_19,2,4/5/0/0,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_03_05,1,8/2/0/1,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_05_01,1,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_01_11,1,0/0/2/1,NOISE,STEEP_LINEAR_DOWN,4.15,0
2025_01_27,2,1/2/17/7,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_02_25,2,3/7/0/1,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_11_25,3,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_09_05,0,4/1/3/0,NOISE,STEEP_LINEAR_DOWN,3.17,0
2025_04_10,0,5/0/1/3,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_08_27,0,4/1/5/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_03_19,1,5/2/4/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2026_01_23,3,6/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_11_19,0,6/0/9/4,NOISE,STEEP_LINEAR_DOWN,8.0,0
2026_03_03,3,4/5/1/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_04_03,0,0/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_01_07,3,2/1/11/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_12_09,2,4/3/7/0,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_11_26,0,5/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2026_02_02,2,1/0/8/5,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_12_15,3,4/2/5/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_07_29,0,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_03_03,3,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_26,0,4/4/0/3,NOISE,STEEP_LINEAR_DOWN,4.33,0
2026_01_30,2,2/0/2/5,NOISE,STEEP_LINEAR_DOWN,0.9,0
2025_04_30,3,1/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_02_17,0,4/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_12_08,1,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_12_02,0,4/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_01_14,0,3/4/4/3,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_11_17,0,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2026_02_06,0,3/7/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_09_12,0,4/0/5/1,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_04_07,3,2/2/1/6,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_12_02,2,1/5/5/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_01_26,1,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_02_28,1,5/0/0/1,NOISE,STEEP_LINEAR_DOWN,4.67,0
2025_11_14,0,3/0/5/4,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_07_31,2,4/2/3/7,NOISE,STEEP_LINEAR_DOWN,1.17,0
2026_01_14,1,1/1/1/2,NOISE,STEEP_LINEAR_DOWN,1.48,0
2026_01_26,0,5/1/19/1,NOISE,STEEP_LINEAR_DOWN,2.85,0
2025_07_21,3,1/2/0/5,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_04_03,3,4/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_12_15,0,3/3/0/2,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_05_15,0,3/2/4/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_09_05,11,3/1/0/3,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_04_28,0,4/4/1/2,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_09_18,3,4/1/0/5,NOISE,STEEP_LINEAR_DOWN,3.0,0
2026_03_03,0,1/4/6/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_02_14,3,3/0/1/0,NOISE,STEEP_LINEAR_DOWN,7.92,0
2026_03_02,0,0/0/0/3,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_05_01,3,7/0/1/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_02_23,2,0/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_01_27,1,3/1/2/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_02_04,2,1/5/4/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_08_25,4,4/1/2/2,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_08_14,4,6/1/0/5,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_04_11,0,2/3/6/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2026_02_09,3,1/0/1/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_01_29,6,4/2/3/0,NOISE,STEEP_LINEAR_DOWN,1.1,0
2025_10_31,4,6/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_11_27,0,0/0/1/1,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_11_24,6,5/4/5/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_03_18,2,1/2/2/17,NOISE,STEEP_LINEAR_DOWN,2.57,0
2025_07_21,3,2/0/4/2,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_09_08,0,2/1/6/2,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_07_31,0,4/2/3/7,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_04_22,0,1/1/3/1,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_01_31,0,7/3/0/4,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_11_19,0,5/0/0/3,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_02_13,1,6/1/3/1,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_04_16,3,5/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.75,0
2025_01_06,4,2/10/0/5,NOISE,STEEP_LINEAR_DOWN,1.92,0
2026_02_16,11,4/5/4/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_10_07,0,5/2/3/3,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_10_17,1,2/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_03_03,9,2/0/1/0,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_05_06,0,3/2/2/1,NOISE,STEEP_LINEAR_DOWN,3.25,0
2026_03_17,16,2/0/0/1,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_12_18,0,3/4/0/1,NOISE,STEEP_LINEAR_DOWN,1.23,0
2025_04_08,0,10/0/6/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_10_09,0,7/2/2/0,NOISE,STEEP_LINEAR_DOWN,4.5,0
2025_01_23,5,3/0/2/6,NOISE,STEEP_LINEAR_DOWN,0.83,0
2025_07_08,1,2/0/4/1,NOISE,STEEP_LINEAR_DOWN,0.92,0
2026_02_03,1,2/4/2/1,NOISE,STEEP_LINEAR_DOWN,1.1,0
2025_10_23,0,4/3/2/3,NOISE,STEEP_LINEAR_DOWN,1.0,0
2025_04_28,3,4/4/1/2,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_03_12,0,9/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_01_06,2,2/2/7/5,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_02_21,1,3/2/2/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_01_03,6,7/0/2/0,NOISE,STEEP_LINEAR_DOWN,2.67,0
2025_02_18,0,1/4/1/0,NOISE,STEEP_LINEAR_DOWN,2.75,0
2025_05_27,4,4/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_06_05,2,4/1/1/2,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_07_17,0,5/1/5/3,NOISE,STEEP_LINEAR_DOWN,1.08,0
2026_02_06,1,3/2/3/1,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_05,1,3/0/5/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_03_16,0,4/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_04_24,2,0/1/0/0,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_08_20,2,4/1/0/3,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_01_13,0,3/1/0/5,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_02_27,3,5/4/1/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_01_03,2,4/0/1/0,NOISE,STEEP_LINEAR_DOWN,5.5,0
2026_01_23,0,3/2/2/4,NOISE,STEEP_LINEAR_DOWN,1.6,0
2026_02_16,1,4/5/3/2,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_03_13,0,2/0/5/2,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_12_04,0,12/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.42,0
2026_01_13,0,6/0/2/2,NOISE,STEEP_LINEAR_DOWN,0.58,0
2025_06_11,0,2/0/3/3,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_10_24,0,1/6/8/4,NOISE,STEEP_LINEAR_DOWN,3.08,0
2025_04_24,4,1/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_03_05,6,4/4/0/0,NOISE,STEEP_LINEAR_DOWN,3.5,0
2025_11_25,4,7/0/0/4,NOISE,STEEP_LINEAR_DOWN,0.67,0
2025_01_06,2,2/0/2/1,NOISE,STEEP_LINEAR_DOWN,5.83,0
2025_07_01,0,2/6/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_05_21,0,3/0/3/0,NOISE,STEEP_LINEAR_DOWN,2.08,0
2026_02_05,0,4/2/0/0,NOISE,STEEP_LINEAR_DOWN,1.17,0
2025_01_21,1,7/0/0/4,NOISE,STEEP_LINEAR_DOWN,4.5,0
2025_01_16,2,3/7/1/2,NOISE,STEEP_LINEAR_DOWN,1.67,0
2025_04_07,0,2/0/0/0,NOISE,STEEP_LINEAR_DOWN,4.67,0
2025_10_31,0,4/0/0/3,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_01_09,15,2/1/3/1,NOISE,STEEP_LINEAR_DOWN,0.75,0
2026_02_16,0,2/2/1/1,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_11_14,0,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_11_17,3,3/1/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_07,0,3/2/1/1,NOISE,STEEP_LINEAR_DOWN,2.08,0
2025_02_28,0,2/3/1/3,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_01_26,0,5/1/3/4,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_03_11,0,4/1/1/1,NOISE,STEEP_LINEAR_DOWN,1.42,0
2025_02_04,0,3/0/5/3,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_12_04,0,5/1/0/4,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_02_03,0,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2026_01_08,5,6/3/3/1,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_02_03,3,5/1/0/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_03_17,12,1/1/2/1,NOISE,STEEP_LINEAR_DOWN,0.1,0
2026_02_17,3,5/2/0/2,NOISE,STEEP_LINEAR_DOWN,2.17,0
2025_06_11,2,5/5/3/1,NOISE,STEEP_LINEAR_DOWN,2.42,0
2025_10_22,0,3/3/1/2,NOISE,STEEP_LINEAR_DOWN,4.25,0
2025_08_06,2,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,2.33,0
2025_07_10,1,3/3/0/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_08_05,3,9/0/0/4,NOISE,STEEP_LINEAR_DOWN,0.75,0
2025_11_14,1,5/0/1/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2025_10_17,2,2/3/0/6,NOISE,STEEP_LINEAR_DOWN,2.92,0
2025_10_14,0,2/8/2/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_05_16,0,0/1/0/2,NOISE,STEEP_LINEAR_DOWN,3.58,0
2025_04_11,0,2/1/0/0,NOISE,STEEP_LINEAR_DOWN,2.25,0
2025_02_07,0,1/0/4/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_01_09,0,4/0/6/0,NOISE,STEEP_LINEAR_DOWN,2.55,0
2026_01_26,0,3/3/0/2,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_06_04,3,7/0/13/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_08_01,1,5/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.58,0
2026_02_26,0,7/0/0/1,NOISE,STEEP_LINEAR_DOWN,2.58,0
2025_12_12,5,5/0/1/2,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_23,2,3/0/0/0,NOISE,STEEP_LINEAR_DOWN,1.33,0
2025_02_24,0,3/1/1/0,NOISE,STEEP_LINEAR_DOWN,5.17,0
2026_01_19,2,0/0/1/4,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_08_20,0,4/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.08,0
2025_10_22,2,3/1/0/8,NOISE,STEEP_LINEAR_DOWN,1.5,0
2026_01_14,1,5/3/6/0,NOISE,STEEP_LINEAR_DOWN,1.4,0
2025_01_22,0,4/1/1/0,NOISE,STEEP_LINEAR_DOWN,1.83,0
2025_10_31,2,9/3/5/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
2025_11_06,3,0/1/0/1,NOISE,STEEP_LINEAR_DOWN,1.92,0
2026_02_19,0,6/3/0/8,NOISE,STEEP_LINEAR_DOWN,3.0,0
2025_01_07,0,4/0/3/1,NOISE,STEEP_LINEAR_DOWN,1.92,0
2025_05_02,0,1/2/0/0,NOISE,STEEP_LINEAR_DOWN,2.5,0
2025_03_11,6,2/5/1/3,NOISE,STEEP_LINEAR_DOWN,2.83,0
2025_03_06,2,4/2/2/1,NOISE,STEEP_LINEAR_DOWN,0.5,0
2025_11_19,0,5/1/2/2,NOISE,STEEP_LINEAR_DOWN,1.33,0
2026_02_18,0,2/7/3/1,NOISE,STEEP_LINEAR_DOWN,0.53,0
2026_03_20,1,2/1/1/0,NOISE,STEEP_LINEAR_DOWN,2.0,0
2025_05_05,0,4/3/1/0,NOISE,STEEP_LINEAR_DOWN,1.5,0
2025_09_08,3,2/0/3/0,NOISE,STEEP_LINEAR_DOWN,0.92,0
2025_01_13,0,0/2/0/2,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_03_18,2,1/3/0/0,NOISE,STEEP_LINEAR_DOWN,6.32,0
2026_02_20,0,11/0/0/2,NOISE,STEEP_LINEAR_DOWN,2.42,0
2026_01_20,0,1/1/0/3,NOISE,STEEP_LINEAR_DOWN,1.78,0
2025_05_16,0,5/0/1/1,NOISE,STEEP_LINEAR_DOWN,1.75,0
2026_02_13,8,5/0/4/0,NOISE,STEEP_LINEAR_DOWN,1.0,0
2026_03_13,2,5/0/3/0,NOISE,STEEP_LINEAR_DOWN,4.67,0
2025_01_09,8,5/0/2/1,NOISE,STEEP_LINEAR_DOWN,1.25,0
2026_01_12,0,3/1/5/1,NOISE,STEEP_LINEAR_DOWN,1.4,0
2026_02_09,2,1/5/0/1,NOISE,STEEP_LINEAR_DOWN,0.83,0
2026_03_05,0,1/0/1/3,NOISE,STEEP_LINEAR_DOWN,4.08,0
2025_11_11,0,3/1/5/0,NOISE,STEEP_LINEAR_DOWN,1.25,0
