**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

concept,tf1,tf2,regime_2d,n,pearson
price_mean_w,1h,4h,DOWN_SMOOTH,4662,0.9843351787669531
price_mean_w,1h,4h,DOWN_CHOPPY,2988,0.9940529331848014
price_mean_w,1h,4h,FLAT_SMOOTH,9402,0.9942847460743804
price_mean_w,1h,4h,FLAT_CHOPPY,18135,0.9892231631217557
price_mean_w,1h,1D,ALL,46089,0.9837129964297695
price_mean_w,1h,1D,UP_SMOOTH,6978,0.9897612185986464
price_mean_w,1h,1D,UP_CHOPPY,3924,0.977878610145484
price_mean_w,1h,1D,DOWN_SMOOTH,4662,0.9794785760022148
price_mean_w,1h,1D,DOWN_CHOPPY,2988,0.9903760904767852
price_mean_w,1h,1D,FLAT_SMOOTH,9402,0.9911760373484024
price_mean_w,1h,1D,FLAT_CHOPPY,18135,0.9808749689701467
price_mean_w,4h,1D,ALL,46089,0.9979315962222102
price_mean_w,4h,1D,UP_SMOOTH,6978,0.9988094156317103
price_mean_w,4h,1D,UP_CHOPPY,3924,0.9981991812026885
price_mean_w,4h,1D,DOWN_SMOOTH,4662,0.9966045779298056
price_mean_w,4h,1D,DOWN_CHOPPY,2988,0.9986263385151317
price_mean_w,4h,1D,FLAT_SMOOTH,9402,0.9987084812728243
price_mean_w,4h,1D,FLAT_CHOPPY,18135,0.9971251889523557
price_sigma_w,5s,15s,ALL,46928,0.7449823413555328
price_sigma_w,5s,15s,UP_SMOOTH,7146,0.8020930250812757
price_sigma_w,5s,15s,UP_CHOPPY,3924,0.7613950863811823
price_sigma_w,5s,15s,DOWN_SMOOTH,4662,0.7473433261846105
price_sigma_w,5s,15s,DOWN_CHOPPY,2988,0.6709879772287238
price_sigma_w,5s,15s,FLAT_SMOOTH,9893,0.6950472043754572
price_sigma_w,5s,15s,FLAT_CHOPPY,18315,0.7186152290960586
price_sigma_w,5s,1m,ALL,46925,0.5880706011379324
price_sigma_w,5s,1m,UP_SMOOTH,7146,0.609006310197323
price_sigma_w,5s,1m,UP_CHOPPY,3924,0.6414435697535978
price_sigma_w,5s,1m,DOWN_SMOOTH,4662,0.6521748257225738
price_sigma_w,5s,1m,DOWN_CHOPPY,2988,0.5593270833129005
price_sigma_w,5s,1m,FLAT_SMOOTH,9890,0.38489777457939267
price_sigma_w,5s,1m,FLAT_CHOPPY,18315,0.6106908161134552
price_sigma_w,5s,5m,ALL,46920,0.5501015791173623
price_sigma_w,5s,5m,UP_SMOOTH,7146,0.5717389039707277
price_sigma_w,5s,5m,UP_CHOPPY,3924,0.6448615863541488
price_sigma_w,5s,5m,DOWN_SMOOTH,4662,0.5860292620575178
price_sigma_w,5s,5m,DOWN_CHOPPY,2988,0.5280715165941609
price_sigma_w,5s,5m,FLAT_SMOOTH,9885,0.33041382879660663
price_sigma_w,5s,5m,FLAT_CHOPPY,18315,0.5737844684816503
price_sigma_w,5s,15m,ALL,46893,0.45126152861607843
price_sigma_w,5s,15m,UP_SMOOTH,7146,0.46616405603496364
price_sigma_w,5s,15m,UP_CHOPPY,3924,0.573414579334868
price_sigma_w,5s,15m,DOWN_SMOOTH,4662,0.5018449935944979
price_sigma_w,5s,15m,DOWN_CHOPPY,2988,0.44393679453690177
price_sigma_w,5s,15m,FLAT_SMOOTH,9858,0.23797763634577773
price_sigma_w,5s,15m,FLAT_CHOPPY,18315,0.4742779277957785
price_sigma_w,5s,1h,ALL,46785,0.25978014339582584
price_sigma_w,5s,1h,UP_SMOOTH,7146,0.2126418705266774
price_sigma_w,5s,1h,UP_CHOPPY,3924,0.42007143853443063
price_sigma_w,5s,1h,DOWN_SMOOTH,4662,0.37801810595811003
price_sigma_w,5s,1h,DOWN_CHOPPY,2988,0.2331771855400522
price_sigma_w,5s,1h,FLAT_SMOOTH,9750,0.1146806549222856
price_sigma_w,5s,1h,FLAT_CHOPPY,18315,0.2738763594636593
price_sigma_w,5s,4h,ALL,46089,0.3334722994296482
price_sigma_w,5s,4h,UP_SMOOTH,6978,0.23830748177635233
price_sigma_w,5s,4h,UP_CHOPPY,3924,0.4776462214976894
price_sigma_w,5s,4h,DOWN_SMOOTH,4662,0.45107968092299655
price_sigma_w,5s,4h,DOWN_CHOPPY,2988,0.087050133794064
price_sigma_w,5s,4h,FLAT_SMOOTH,9402,0.2587983875696744
price_sigma_w,5s,4h,FLAT_CHOPPY,18135,0.31334785084367206
price_sigma_w,5s,1D,ALL,46089,0.3368369371061776
price_sigma_w,5s,1D,UP_SMOOTH,6978,0.3238232443802802
price_sigma_w,5s,1D,UP_CHOPPY,3924,0.4810769011170105
price_sigma_w,5s,1D,DOWN_SMOOTH,4662,0.35421475449828715
price_sigma_w,5s,1D,DOWN_CHOPPY,2988,0.13524078295167635
price_sigma_w,5s,1D,FLAT_SMOOTH,9402,0.26761394329844806
price_sigma_w,5s,1D,FLAT_CHOPPY,18135,0.32857379033544226
price_sigma_w,15s,1m,ALL,46925,0.6921206733545221
price_sigma_w,15s,1m,UP_SMOOTH,7146,0.7523187853397606
price_sigma_w,15s,1m,UP_CHOPPY,3924,0.8621402051073156
price_sigma_w,15s,1m,DOWN_SMOOTH,4662,0.6529170898628182
price_sigma_w,15s,1m,DOWN_CHOPPY,2988,0.6663158268243023
price_sigma_w,15s,1m,FLAT_SMOOTH,9890,0.43313932789930315
price_sigma_w,15s,1m,FLAT_CHOPPY,18315,0.6980763676020867
price_sigma_w,15s,5m,ALL,46920,0.6193748535542049
price_sigma_w,15s,5m,UP_SMOOTH,7146,0.641180531515515
price_sigma_w,15s,5m,UP_CHOPPY,3924,0.8062105321756547
price_sigma_w,15s,5m,DOWN_SMOOTH,4662,0.6314106695534966
price_sigma_w,15s,5m,DOWN_CHOPPY,2988,0.6019447659939389
price_sigma_w,15s,5m,FLAT_SMOOTH,9885,0.3595748686196135
price_sigma_w,15s,5m,FLAT_CHOPPY,18315,0.6277864568061556
price_sigma_w,15s,15m,ALL,46893,0.48920391526990187
price_sigma_w,15s,15m,UP_SMOOTH,7146,0.5066996197226722
price_sigma_w,15s,15m,UP_CHOPPY,3924,0.6397563383391269
price_sigma_w,15s,15m,DOWN_SMOOTH,4662,0.5450791675215346
price_sigma_w,15s,15m,DOWN_CHOPPY,2988,0.4600280611563614
price_sigma_w,15s,15m,FLAT_SMOOTH,9858,0.261150324244783
price_sigma_w,15s,15m,FLAT_CHOPPY,18315,0.5059476748842474
price_sigma_w,15s,1h,ALL,46785,0.26513398470218796
price_sigma_w,15s,1h,UP_SMOOTH,7146,0.21311729204269503
price_sigma_w,15s,1h,UP_CHOPPY,3924,0.4380221933086299
price_sigma_w,15s,1h,DOWN_SMOOTH,4662,0.4020639663018765
price_sigma_w,15s,1h,DOWN_CHOPPY,2988,0.25266300976361544
price_sigma_w,15s,1h,FLAT_SMOOTH,9750,0.11371246568766258
price_sigma_w,15s,1h,FLAT_CHOPPY,18315,0.27547404225721
price_sigma_w,15s,4h,ALL,46089,0.35849619524630383
price_sigma_w,15s,4h,UP_SMOOTH,6978,0.2557715773205754
price_sigma_w,15s,4h,UP_CHOPPY,3924,0.5315437507038552
price_sigma_w,15s,4h,DOWN_SMOOTH,4662,0.4737879880811905
price_sigma_w,15s,4h,DOWN_CHOPPY,2988,0.1311848449611564
price_sigma_w,15s,4h,FLAT_SMOOTH,9402,0.2740739726215067
price_sigma_w,15s,4h,FLAT_CHOPPY,18135,0.3375401493020355
price_sigma_w,15s,1D,ALL,46089,0.3616028205018376
price_sigma_w,15s,1D,UP_SMOOTH,6978,0.35112040292000274
price_sigma_w,15s,1D,UP_CHOPPY,3924,0.533129613976415
price_sigma_w,15s,1D,DOWN_SMOOTH,4662,0.3673059312277363
price_sigma_w,15s,1D,DOWN_CHOPPY,2988,0.16580346860054224
price_sigma_w,15s,1D,FLAT_SMOOTH,9402,0.27879537003795035
price_sigma_w,15s,1D,FLAT_CHOPPY,18135,0.35376316871419816
price_sigma_w,1m,5m,ALL,46920,0.7231927752116831
price_sigma_w,1m,5m,UP_SMOOTH,7146,0.7387066995020246
price_sigma_w,1m,5m,UP_CHOPPY,3924,0.870691630989768
price_sigma_w,1m,5m,DOWN_SMOOTH,4662,0.6943586291807387
price_sigma_w,1m,5m,DOWN_CHOPPY,2988,0.7115212217896619
price_sigma_w,1m,5m,FLAT_SMOOTH,9885,0.5413990024433408
price_sigma_w,1m,5m,FLAT_CHOPPY,18315,0.7570412110070546
price_sigma_w,1m,15m,ALL,46893,0.4580838452363602
price_sigma_w,1m,15m,UP_SMOOTH,7146,0.4754838273698435
price_sigma_w,1m,15m,UP_CHOPPY,3924,0.6478068951157451
price_sigma_w,1m,15m,DOWN_SMOOTH,4662,0.4553660430071054
price_sigma_w,1m,15m,DOWN_CHOPPY,2988,0.46969165207693236
price_sigma_w,1m,15m,FLAT_SMOOTH,9858,0.1835448785912707
price_sigma_w,1m,15m,FLAT_CHOPPY,18315,0.5334384431748703
price_sigma_w,1m,1h,ALL,46785,0.24847491928161028
price_sigma_w,1m,1h,UP_SMOOTH,7146,0.19900026817394653
price_sigma_w,1m,1h,UP_CHOPPY,3924,0.44549360396954607
price_sigma_w,1m,1h,DOWN_SMOOTH,4662,0.3477250884184019
price_sigma_w,1m,1h,DOWN_CHOPPY,2988,0.2460848988751716
price_sigma_w,1m,1h,FLAT_SMOOTH,9750,0.08486096694949088
price_sigma_w,1m,1h,FLAT_CHOPPY,18315,0.28328711302752224
price_sigma_w,1m,4h,ALL,46089,0.33115195867841124
price_sigma_w,1m,4h,UP_SMOOTH,6978,0.2456700165813902
price_sigma_w,1m,4h,UP_CHOPPY,3924,0.5394913939988961
price_sigma_w,1m,4h,DOWN_SMOOTH,4662,0.4093918067592915
price_sigma_w,1m,4h,DOWN_CHOPPY,2988,0.1323554114000679
price_sigma_w,1m,4h,FLAT_SMOOTH,9402,0.18172172759714933
price_sigma_w,1m,4h,FLAT_CHOPPY,18135,0.326606726514497
price_sigma_w,1m,1D,ALL,46089,0.33436148531381776
price_sigma_w,1m,1D,UP_SMOOTH,6978,0.3349071206098126
price_sigma_w,1m,1D,UP_CHOPPY,3924,0.538322241920858
price_sigma_w,1m,1D,DOWN_SMOOTH,4662,0.3132942837008307
price_sigma_w,1m,1D,DOWN_CHOPPY,2988,0.1798779505360348
price_sigma_w,1m,1D,FLAT_SMOOTH,9402,0.18202338969987572
price_sigma_w,1m,1D,FLAT_CHOPPY,18135,0.34834622124569853
price_sigma_w,5m,15m,ALL,46893,0.572885551102374
price_sigma_w,5m,15m,UP_SMOOTH,7146,0.5791810262362457
price_sigma_w,5m,15m,UP_CHOPPY,3924,0.7376939598989246
price_sigma_w,5m,15m,DOWN_SMOOTH,4662,0.5813017189090866
price_sigma_w,5m,15m,DOWN_CHOPPY,2988,0.5625982379811162
price_sigma_w,5m,15m,FLAT_SMOOTH,9858,0.37988277784397023
price_sigma_w,5m,15m,FLAT_CHOPPY,18315,0.6211602800287686
price_sigma_w,5m,1h,ALL,46785,0.26481940500711587
price_sigma_w,5m,1h,UP_SMOOTH,7146,0.20582114336782065
price_sigma_w,5m,1h,UP_CHOPPY,3924,0.5025939614063781
price_sigma_w,5m,1h,DOWN_SMOOTH,4662,0.3670631101941916
price_sigma_w,5m,1h,DOWN_CHOPPY,2988,0.25169601805856473
price_sigma_w,5m,1h,FLAT_SMOOTH,9750,0.09818768960410085
price_sigma_w,5m,1h,FLAT_CHOPPY,18315,0.29622697996629344
price_sigma_w,5m,4h,ALL,46089,0.33495032009853876
price_sigma_w,5m,4h,UP_SMOOTH,6978,0.2409678462822427
price_sigma_w,5m,4h,UP_CHOPPY,3924,0.5730790350361363
price_sigma_w,5m,4h,DOWN_SMOOTH,4662,0.4329357010033661
price_sigma_w,5m,4h,DOWN_CHOPPY,2988,0.14236210802983917
price_sigma_w,5m,4h,FLAT_SMOOTH,9402,0.18312992338625342
price_sigma_w,5m,4h,FLAT_CHOPPY,18135,0.3267007724300567
price_sigma_w,5m,1D,ALL,46089,0.3373109783108524
price_sigma_w,5m,1D,UP_SMOOTH,6978,0.33023835599993073
price_sigma_w,5m,1D,UP_CHOPPY,3924,0.5714746133652049
price_sigma_w,5m,1D,DOWN_SMOOTH,4662,0.3257735317971658
price_sigma_w,5m,1D,DOWN_CHOPPY,2988,0.1921941864769425
price_sigma_w,5m,1D,FLAT_SMOOTH,9402,0.18058496504449123
price_sigma_w,5m,1D,FLAT_CHOPPY,18135,0.34986153944984255
price_sigma_w,15m,1h,ALL,46785,0.46243788434015787
price_sigma_w,15m,1h,UP_SMOOTH,7146,0.42157271970661303
price_sigma_w,15m,1h,UP_CHOPPY,3924,0.6883214051995971
price_sigma_w,15m,1h,DOWN_SMOOTH,4662,0.5311005133673495
price_sigma_w,15m,1h,DOWN_CHOPPY,2988,0.40282488084636836
price_sigma_w,15m,1h,FLAT_SMOOTH,9750,0.38871759124358646
price_sigma_w,15m,1h,FLAT_CHOPPY,18315,0.45615331803273557
price_sigma_w,15m,4h,ALL,46089,0.3619944772316725
price_sigma_w,15m,4h,UP_SMOOTH,6978,0.3052412669105062
price_sigma_w,15m,4h,UP_CHOPPY,3924,0.6860359052833662
price_sigma_w,15m,4h,DOWN_SMOOTH,4662,0.49872967525415934
price_sigma_w,15m,4h,DOWN_CHOPPY,2988,0.153980636029709
price_sigma_w,15m,4h,FLAT_SMOOTH,9402,0.17460619852212167
price_sigma_w,15m,4h,FLAT_CHOPPY,18135,0.35241781294548186
price_sigma_w,15m,1D,ALL,46089,0.3659056093279436
price_sigma_w,15m,1D,UP_SMOOTH,6978,0.39712191715470346
price_sigma_w,15m,1D,UP_CHOPPY,3924,0.6823581734514106
price_sigma_w,15m,1D,DOWN_SMOOTH,4662,0.3913355578294344
price_sigma_w,15m,1D,DOWN_CHOPPY,2988,0.17826639645194836
price_sigma_w,15m,1D,FLAT_SMOOTH,9402,0.18113882128561856
price_sigma_w,15m,1D,FLAT_CHOPPY,18135,0.3751399422964049
price_sigma_w,1h,4h,ALL,46089,0.4925823881612944
price_sigma_w,1h,4h,UP_SMOOTH,6978,0.6258901355024284
price_sigma_w,1h,4h,UP_CHOPPY,3924,0.77153993329598
price_sigma_w,1h,4h,DOWN_SMOOTH,4662,0.7472975530772622
price_sigma_w,1h,4h,DOWN_CHOPPY,2988,0.25728132093724504
price_sigma_w,1h,4h,FLAT_SMOOTH,9402,0.3544115679093728
price_sigma_w,1h,4h,FLAT_CHOPPY,18135,0.39370641395297906
price_sigma_w,1h,1D,ALL,46089,0.4451306839549783
price_sigma_w,1h,1D,UP_SMOOTH,6978,0.6590685693005284
price_sigma_w,1h,1D,UP_CHOPPY,3924,0.7354514286800826
price_sigma_w,1h,1D,DOWN_SMOOTH,4662,0.6506277619086095
price_sigma_w,1h,1D,DOWN_CHOPPY,2988,0.21119224251655402
price_sigma_w,1h,1D,FLAT_SMOOTH,9402,0.21099189128940332
price_sigma_w,1h,1D,FLAT_CHOPPY,18135,0.3639274320434414
price_sigma_w,4h,1D,ALL,46089,0.8762854822635652
price_sigma_w,4h,1D,UP_SMOOTH,6978,0.9022707823792835
price_sigma_w,4h,1D,UP_CHOPPY,3924,0.9760125246683566
price_sigma_w,4h,1D,DOWN_SMOOTH,4662,0.850875178873831
price_sigma_w,4h,1D,DOWN_CHOPPY,2988,0.7290832378046044
price_sigma_w,4h,1D,FLAT_SMOOTH,9402,0.8046413803879552
price_sigma_w,4h,1D,FLAT_CHOPPY,18135,0.8781900356940859
vol_mean_w,5s,15s,ALL,46928,0.8632230025178157
vol_mean_w,5s,15s,UP_SMOOTH,7146,0.8659224974578749
vol_mean_w,5s,15s,UP_CHOPPY,3924,0.8670044166424933
vol_mean_w,5s,15s,DOWN_SMOOTH,4662,0.8676917761708756
vol_mean_w,5s,15s,DOWN_CHOPPY,2988,0.860686172800339
vol_mean_w,5s,15s,FLAT_SMOOTH,9893,0.8576136621379742
vol_mean_w,5s,15s,FLAT_CHOPPY,18315,0.8617274976412393
vol_mean_w,5s,1m,ALL,46925,0.6279594455997943
vol_mean_w,5s,1m,UP_SMOOTH,7146,0.5890509123032774
vol_mean_w,5s,1m,UP_CHOPPY,3924,0.6096123546876911
vol_mean_w,5s,1m,DOWN_SMOOTH,4662,0.634743345701513
vol_mean_w,5s,1m,DOWN_CHOPPY,2988,0.590625630364053
vol_mean_w,5s,1m,FLAT_SMOOTH,9890,0.6241649151448737
vol_mean_w,5s,1m,FLAT_CHOPPY,18315,0.6494271213917676
vol_mean_w,5s,5m,ALL,46920,0.5647506898328374
vol_mean_w,5s,5m,UP_SMOOTH,7146,0.5186148623090046
vol_mean_w,5s,5m,UP_CHOPPY,3924,0.5337741307734317
vol_mean_w,5s,5m,DOWN_SMOOTH,4662,0.578622106275571
vol_mean_w,5s,5m,DOWN_CHOPPY,2988,0.5390809851029253
vol_mean_w,5s,5m,FLAT_SMOOTH,9885,0.5568771337647221
vol_mean_w,5s,5m,FLAT_CHOPPY,18315,0.5868586188389796
vol_mean_w,5s,15m,ALL,46893,0.43972017932456137
vol_mean_w,5s,15m,UP_SMOOTH,7146,0.3965172945177757
vol_mean_w,5s,15m,UP_CHOPPY,3924,0.3900400337945124
vol_mean_w,5s,15m,DOWN_SMOOTH,4662,0.43788058292414156
vol_mean_w,5s,15m,DOWN_CHOPPY,2988,0.4292316979967058
vol_mean_w,5s,15m,FLAT_SMOOTH,9858,0.4319306840918295
vol_mean_w,5s,15m,FLAT_CHOPPY,18315,0.46457911125305784
vol_mean_w,5s,1h,ALL,46785,0.09609945590316957
vol_mean_w,5s,1h,UP_SMOOTH,7146,0.09124581217511549
vol_mean_w,5s,1h,UP_CHOPPY,3924,0.10126472969935223
vol_mean_w,5s,1h,DOWN_SMOOTH,4662,0.08741901717111034
vol_mean_w,5s,1h,DOWN_CHOPPY,2988,0.09105529192995866
vol_mean_w,5s,1h,FLAT_SMOOTH,9750,0.030661030830318337
vol_mean_w,5s,1h,FLAT_CHOPPY,18315,0.10958997947431008
vol_mean_w,5s,4h,ALL,46089,0.09974659202712641
vol_mean_w,5s,4h,UP_SMOOTH,6978,0.13327385221897012
vol_mean_w,5s,4h,UP_CHOPPY,3924,0.11593056295847022
vol_mean_w,5s,4h,DOWN_SMOOTH,4662,0.09049842632657733
vol_mean_w,5s,4h,DOWN_CHOPPY,2988,0.045084229734138906
vol_mean_w,5s,4h,FLAT_SMOOTH,9402,0.042855728419284846
vol_mean_w,5s,4h,FLAT_CHOPPY,18135,0.10576088704524851
vol_mean_w,5s,1D,ALL,46089,0.094398474893485
vol_mean_w,5s,1D,UP_SMOOTH,6978,0.1554699181932145
vol_mean_w,5s,1D,UP_CHOPPY,3924,0.13922950372845652
vol_mean_w,5s,1D,DOWN_SMOOTH,4662,0.02723008037800807
vol_mean_w,5s,1D,DOWN_CHOPPY,2988,0.013066203518820362
vol_mean_w,5s,1D,FLAT_SMOOTH,9402,0.07520254236897442
vol_mean_w,5s,1D,FLAT_CHOPPY,18135,0.10791833334443936
vol_mean_w,15s,1m,ALL,46925,0.8640267040757171
vol_mean_w,15s,1m,UP_SMOOTH,7146,0.8474686927591168
vol_mean_w,15s,1m,UP_CHOPPY,3924,0.8598447022655936
vol_mean_w,15s,1m,DOWN_SMOOTH,4662,0.8711113944619323
vol_mean_w,15s,1m,DOWN_CHOPPY,2988,0.8550567838142367
vol_mean_w,15s,1m,FLAT_SMOOTH,9890,0.8555330984352462
vol_mean_w,15s,1m,FLAT_CHOPPY,18315,0.8701177959742157
vol_mean_w,15s,5m,ALL,46920,0.7889104805292882
vol_mean_w,15s,5m,UP_SMOOTH,7146,0.7642671383014022
vol_mean_w,15s,5m,UP_CHOPPY,3924,0.7661262584148049
vol_mean_w,15s,5m,DOWN_SMOOTH,4662,0.8026065434617102
vol_mean_w,15s,5m,DOWN_CHOPPY,2988,0.7915146715630462
vol_mean_w,15s,5m,FLAT_SMOOTH,9885,0.7770480429039163
vol_mean_w,15s,5m,FLAT_CHOPPY,18315,0.7966047255843917
vol_mean_w,15s,15m,ALL,46893,0.6064958482555035
vol_mean_w,15s,15m,UP_SMOOTH,7146,0.5740613877017829
vol_mean_w,15s,15m,UP_CHOPPY,3924,0.5427268579682735
vol_mean_w,15s,15m,DOWN_SMOOTH,4662,0.6018404144450156
vol_mean_w,15s,15m,DOWN_CHOPPY,2988,0.6132401713547945
vol_mean_w,15s,15m,FLAT_SMOOTH,9858,0.5997059695462096
vol_mean_w,15s,15m,FLAT_CHOPPY,18315,0.6245170438417681
vol_mean_w,15s,1h,ALL,46785,0.09258455062892208
vol_mean_w,15s,1h,UP_SMOOTH,7146,0.08180193321075312
vol_mean_w,15s,1h,UP_CHOPPY,3924,0.08392605933111032
vol_mean_w,15s,1h,DOWN_SMOOTH,4662,0.07692889855442274
vol_mean_w,15s,1h,DOWN_CHOPPY,2988,0.08341353286576542
vol_mean_w,15s,1h,FLAT_SMOOTH,9750,0.010056504301271934
vol_mean_w,15s,1h,FLAT_CHOPPY,18315,0.11214828387589616
vol_mean_w,15s,4h,ALL,46089,0.1314905280330669
vol_mean_w,15s,4h,UP_SMOOTH,6978,0.17885610058927232
vol_mean_w,15s,4h,UP_CHOPPY,3924,0.15047900595226005
vol_mean_w,15s,4h,DOWN_SMOOTH,4662,0.11759237157586697
vol_mean_w,15s,4h,DOWN_CHOPPY,2988,0.04948066911648507
vol_mean_w,15s,4h,FLAT_SMOOTH,9402,0.059251086273628344
vol_mean_w,15s,4h,FLAT_CHOPPY,18135,0.139588529808509
vol_mean_w,15s,1D,ALL,46089,0.12831763291856868
vol_mean_w,15s,1D,UP_SMOOTH,6978,0.21166895244111728
vol_mean_w,15s,1D,UP_CHOPPY,3924,0.18718122137363835
vol_mean_w,15s,1D,DOWN_SMOOTH,4662,0.03903143409482769
vol_mean_w,15s,1D,DOWN_CHOPPY,2988,0.01130247659791636
vol_mean_w,15s,1D,FLAT_SMOOTH,9402,0.10768617535103774
vol_mean_w,15s,1D,FLAT_CHOPPY,18135,0.14591877656237853
vol_mean_w,1m,5m,ALL,46920,0.9346063263782171
vol_mean_w,1m,5m,UP_SMOOTH,7146,0.924517733709968
vol_mean_w,1m,5m,UP_CHOPPY,3924,0.9260778869989774
vol_mean_w,1m,5m,DOWN_SMOOTH,4662,0.9380898739761966
vol_mean_w,1m,5m,DOWN_CHOPPY,2988,0.9374029164346406
vol_mean_w,1m,5m,FLAT_SMOOTH,9885,0.935532125728915
vol_mean_w,1m,5m,FLAT_CHOPPY,18315,0.9360024932636369
vol_mean_w,1m,15m,ALL,46893,0.6902082233953385
vol_mean_w,1m,15m,UP_SMOOTH,7146,0.6550156947703384
vol_mean_w,1m,15m,UP_CHOPPY,3924,0.6560200081254312
vol_mean_w,1m,15m,DOWN_SMOOTH,4662,0.673136191575148
vol_mean_w,1m,15m,DOWN_CHOPPY,2988,0.6883559593717903
vol_mean_w,1m,15m,FLAT_SMOOTH,9858,0.6967124155025045
vol_mean_w,1m,15m,FLAT_CHOPPY,18315,0.7029859202761365
vol_mean_w,1m,1h,ALL,46785,0.09877553466378458
vol_mean_w,1m,1h,UP_SMOOTH,7146,0.06912102264968298
vol_mean_w,1m,1h,UP_CHOPPY,3924,0.10698104540605763
vol_mean_w,1m,1h,DOWN_SMOOTH,4662,0.06837068340568686
vol_mean_w,1m,1h,DOWN_CHOPPY,2988,0.06532268807284662
vol_mean_w,1m,1h,FLAT_SMOOTH,9750,0.029427372271389536
vol_mean_w,1m,1h,FLAT_CHOPPY,18315,0.12339097667884767
vol_mean_w,1m,4h,ALL,46089,0.19687948107166706
vol_mean_w,1m,4h,UP_SMOOTH,6978,0.2277292145315342
vol_mean_w,1m,4h,UP_CHOPPY,3924,0.22215872597002634
vol_mean_w,1m,4h,DOWN_SMOOTH,4662,0.18033245033660728
vol_mean_w,1m,4h,DOWN_CHOPPY,2988,0.1066096369720691
vol_mean_w,1m,4h,FLAT_SMOOTH,9402,0.1439959066875651
vol_mean_w,1m,4h,FLAT_CHOPPY,18135,0.2068455157498899
vol_mean_w,1m,1D,ALL,46089,0.19957388279172605
vol_mean_w,1m,1D,UP_SMOOTH,6978,0.26255751785641157
vol_mean_w,1m,1D,UP_CHOPPY,3924,0.2636285637478903
vol_mean_w,1m,1D,DOWN_SMOOTH,4662,0.10763233077585695
vol_mean_w,1m,1D,DOWN_CHOPPY,2988,0.06660385431820859
vol_mean_w,1m,1D,FLAT_SMOOTH,9402,0.20283598527144342
vol_mean_w,1m,1D,FLAT_CHOPPY,18135,0.21889718734857325
vol_mean_w,5m,15m,ALL,46893,0.7911298819034186
vol_mean_w,5m,15m,UP_SMOOTH,7146,0.7664350852934528
vol_mean_w,5m,15m,UP_CHOPPY,3924,0.7671833976443768
vol_mean_w,5m,15m,DOWN_SMOOTH,4662,0.7736455528877804
vol_mean_w,5m,15m,DOWN_CHOPPY,2988,0.7934949844450188
vol_mean_w,5m,15m,FLAT_SMOOTH,9858,0.7929004997869095
vol_mean_w,5m,15m,FLAT_CHOPPY,18315,0.8018125309295667
vol_mean_w,5m,1h,ALL,46785,0.15391473432615962
vol_mean_w,5m,1h,UP_SMOOTH,7146,0.12381464802233814
vol_mean_w,5m,1h,UP_CHOPPY,3924,0.16865816079770068
vol_mean_w,5m,1h,DOWN_SMOOTH,4662,0.12105599016169993
vol_mean_w,5m,1h,DOWN_CHOPPY,2988,0.12985885872474812
vol_mean_w,5m,1h,FLAT_SMOOTH,9750,0.07409664252341942
vol_mean_w,5m,1h,FLAT_CHOPPY,18315,0.18124551869321961
vol_mean_w,5m,4h,ALL,46089,0.21219852514939852
vol_mean_w,5m,4h,UP_SMOOTH,6978,0.24501865541801182
vol_mean_w,5m,4h,UP_CHOPPY,3924,0.2425667215953925
vol_mean_w,5m,4h,DOWN_SMOOTH,4662,0.1956636093629114
vol_mean_w,5m,4h,DOWN_CHOPPY,2988,0.11942509128454921
vol_mean_w,5m,4h,FLAT_SMOOTH,9402,0.15347283391741529
vol_mean_w,5m,4h,FLAT_CHOPPY,18135,0.22292884685246628
vol_mean_w,5m,1D,ALL,46089,0.21097980333494112
vol_mean_w,5m,1D,UP_SMOOTH,6978,0.2798298551264696
vol_mean_w,5m,1D,UP_CHOPPY,3924,0.28183225453435534
vol_mean_w,5m,1D,DOWN_SMOOTH,4662,0.11352634573845027
vol_mean_w,5m,1D,DOWN_CHOPPY,2988,0.07051422116585358
vol_mean_w,5m,1D,FLAT_SMOOTH,9402,0.2137748323598707
vol_mean_w,5m,1D,FLAT_CHOPPY,18135,0.23115087879340396
vol_mean_w,15m,1h,ALL,46785,0.40171080882917914
vol_mean_w,15m,1h,UP_SMOOTH,7146,0.3768232323168243
vol_mean_w,15m,1h,UP_CHOPPY,3924,0.42264622326357243
vol_mean_w,15m,1h,DOWN_SMOOTH,4662,0.3770771627677422
vol_mean_w,15m,1h,DOWN_CHOPPY,2988,0.39506184083447454
vol_mean_w,15m,1h,FLAT_SMOOTH,9750,0.3211361648616737
vol_mean_w,15m,1h,FLAT_CHOPPY,18315,0.4279662015861254
vol_mean_w,15m,4h,ALL,46089,0.26946602653269386
vol_mean_w,15m,4h,UP_SMOOTH,6978,0.29446062579539256
vol_mean_w,15m,4h,UP_CHOPPY,3924,0.30894461323653705
vol_mean_w,15m,4h,DOWN_SMOOTH,4662,0.2715077662588667
vol_mean_w,15m,4h,DOWN_CHOPPY,2988,0.17257748452900182
vol_mean_w,15m,4h,FLAT_SMOOTH,9402,0.21044500269405558
vol_mean_w,15m,4h,FLAT_CHOPPY,18135,0.278330833454519
vol_mean_w,15m,1D,ALL,46089,0.25235437547120987
vol_mean_w,15m,1D,UP_SMOOTH,6978,0.3266715722878244
vol_mean_w,15m,1D,UP_CHOPPY,3924,0.329450978229048
