day,seg_idx,original_shape,absorbed_to
2025_06_05,3,FLATLINE,FLATLINE
2025_06_05,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_05,5,LINEAR_UP,LINEAR_UP
2025_06_05,6,LINEAR_DOWN,LINEAR_DOWN
2025_06_05,7,FLATLINE,FLATLINE
2025_06_05,8,FLATLINE,FLATLINE
2025_06_05,9,FLATLINE,FLATLINE
2025_06_05,10,LINEAR_UP,LINEAR_UP
2025_06_05,11,FLATLINE,FLATLINE
2025_06_05,12,LINEAR_DOWN,LINEAR_DOWN
2025_06_06,0,FLATLINE,FLATLINE
2025_06_06,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_06,2,FLATLINE,FLATLINE
2025_06_06,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_06,4,FLATLINE,FLATLINE
2025_06_06,5,LINEAR_UP,LINEAR_UP
2025_06_06,6,FLATLINE,FLATLINE
2025_06_06,7,FLATLINE,FLATLINE
2025_06_06,8,FLATLINE,FLATLINE
2025_06_08,0,NOISE,NOISE
2025_06_08,1,FLATLINE,FLATLINE
2025_06_09,0,NOISE,NOISE
2025_06_09,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_09,2,FLATLINE,FLATLINE
2025_06_09,3,LINEAR_UP,LINEAR_UP
2025_06_09,4,LINEAR_DOWN,LINEAR_DOWN
2025_06_10,0,NOISE,NOISE
2025_06_10,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_10,2,FLATLINE,FLATLINE
2025_06_10,3,LINEAR_UP,LINEAR_UP
2025_06_10,4,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_10,5,FLATLINE,FLATLINE
2025_06_10,6,FLATLINE,FLATLINE
2025_06_10,7,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_06_10,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_10,9,FLATLINE,FLATLINE
2025_06_11,0,NOISE,NOISE
2025_06_11,1,FLATLINE,FLATLINE
2025_06_11,2,LINEAR_UP,LINEAR_UP
2025_06_11,3,FLATLINE,FLATLINE
2025_06_11,4,LINEAR_UP,LINEAR_UP
2025_06_11,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_11,6,FLATLINE,FLATLINE
2025_06_11,7,FLATLINE,FLATLINE
2025_06_12,0,NOISE,NOISE
2025_06_12,1,FLATLINE,FLATLINE
2025_06_12,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_06_12,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_06_12,4,FLATLINE,FLATLINE
2025_06_12,5,FLATLINE,FLATLINE
2025_06_12,6,LINEAR_UP,LINEAR_UP
2025_06_12,7,FLATLINE,FLATLINE
2025_06_12,8,FLATLINE,FLATLINE
2025_06_12,9,FLATLINE,FLATLINE
2025_06_12,10,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_13,0,NOISE,NOISE
2025_06_13,1,FLATLINE,FLATLINE
2025_06_13,2,FLATLINE,FLATLINE
2025_06_13,3,FLATLINE,FLATLINE
2025_06_13,4,LINEAR_UP,LINEAR_UP
2025_06_13,5,FLATLINE,FLATLINE
2025_06_13,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_13,7,LINEAR_UP,LINEAR_UP
2025_06_13,8,LINEAR_DOWN,LINEAR_DOWN
2025_06_15,0,FLATLINE,FLATLINE
2025_06_15,1,FLATLINE,FLATLINE
2025_06_16,0,FLATLINE,FLATLINE
2025_06_16,1,FLATLINE,FLATLINE
2025_06_16,2,FLATLINE,FLATLINE
2025_06_16,3,FLATLINE,FLATLINE
2025_06_16,4,FLATLINE,FLATLINE
2025_06_16,5,LINEAR_UP,LINEAR_UP
2025_06_16,6,FLATLINE,FLATLINE
2025_06_16,7,LINEAR_UP,LINEAR_UP
2025_06_16,8,LINEAR_DOWN,LINEAR_DOWN
2025_06_16,9,FLATLINE,FLATLINE
2025_06_16,10,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_17,0,FLATLINE,FLATLINE
2025_06_17,1,FLATLINE,FLATLINE
2025_06_17,2,FLATLINE,FLATLINE
2025_06_17,3,FLATLINE,FLATLINE
2025_06_17,4,FLATLINE,FLATLINE
2025_06_17,5,FLATLINE,FLATLINE
2025_06_17,6,FLATLINE,FLATLINE
2025_06_17,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_17,8,FLATLINE,FLATLINE
2025_06_17,9,LINEAR_UP,LINEAR_UP
2025_06_17,10,LINEAR_DOWN,LINEAR_DOWN
2025_06_18,0,NOISE,NOISE
2025_06_18,1,FLATLINE,FLATLINE
2025_06_18,2,FLATLINE,FLATLINE
2025_06_18,3,FLATLINE,FLATLINE
2025_06_18,4,FLATLINE,FLATLINE
2025_06_18,5,FLATLINE,FLATLINE
2025_06_18,6,LINEAR_UP,LINEAR_UP
2025_06_18,7,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_06_18,8,LINEAR_UP,LINEAR_UP
2025_06_18,9,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_18,10,FLATLINE,FLATLINE
2025_06_19,0,NOISE,NOISE
2025_06_19,1,LINEAR_DOWN,LINEAR_DOWN
2025_06_19,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_06_19,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_06_19,4,FLATLINE,FLATLINE
2025_06_19,5,FLATLINE,FLATLINE
2025_06_19,6,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_06_19,7,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_20,0,NOISE,NOISE
2025_06_20,1,FLATLINE,FLATLINE
2025_06_20,2,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_06_20,3,LINEAR_UP,LINEAR_UP
2025_06_20,4,LINEAR_DOWN,LINEAR_DOWN
2025_06_20,5,LINEAR_UP,LINEAR_UP
2025_07_01,0,NOISE,NOISE
2025_07_01,1,FLATLINE,FLATLINE
2025_07_01,2,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_07_01,3,FLATLINE,FLATLINE
2025_07_01,4,FLATLINE,FLATLINE
2025_07_01,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_01,6,FLATLINE,FLATLINE
2025_07_01,7,FLATLINE,FLATLINE
2025_07_01,8,LINEAR_DOWN,LINEAR_DOWN
2025_07_01,9,FLATLINE,FLATLINE
2025_07_01,10,FLATLINE,FLATLINE
2025_07_02,0,FLATLINE,FLATLINE
2025_07_02,1,NOISE,NOISE
2025_07_02,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_02,3,LINEAR_UP,LINEAR_UP
2025_07_02,4,LINEAR_DOWN,LINEAR_DOWN
2025_07_02,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_02,6,FLATLINE,FLATLINE
2025_07_02,7,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_03,0,NOISE,NOISE
2025_07_03,1,FLATLINE,FLATLINE
2025_07_03,2,FLATLINE,FLATLINE
2025_07_03,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_03,4,LINEAR_DOWN,LINEAR_DOWN
2025_07_03,5,FLATLINE,FLATLINE
2025_07_03,6,LINEAR_UP,LINEAR_UP
2025_07_03,7,FLATLINE,FLATLINE
2025_07_03,8,FLATLINE,FLATLINE
2025_07_04,0,FLATLINE,FLATLINE
2025_07_04,1,FLATLINE,FLATLINE
2025_07_04,2,LINEAR_DOWN,LINEAR_DOWN
2025_07_04,3,FLATLINE,FLATLINE
2025_07_04,4,FLATLINE,FLATLINE
2025_07_04,5,FLATLINE,FLATLINE
2025_07_06,0,FLATLINE,FLATLINE
2025_07_06,1,FLATLINE,FLATLINE
2025_07_07,0,NOISE,NOISE
2025_07_07,1,FLATLINE,FLATLINE
2025_07_07,2,FLATLINE,FLATLINE
2025_07_07,3,FLATLINE,FLATLINE
2025_07_07,4,LINEAR_DOWN,LINEAR_DOWN
2025_07_07,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_07,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_07,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_07,8,LINEAR_DOWN,LINEAR_DOWN
2025_07_07,9,FLATLINE,FLATLINE
2025_07_07,10,FLATLINE,FLATLINE
2025_07_07,11,FLATLINE,FLATLINE
2025_07_08,0,NOISE,NOISE
2025_07_08,1,FLATLINE,FLATLINE
2025_07_08,2,LINEAR_UP,LINEAR_UP
2025_07_08,3,FLATLINE,FLATLINE
2025_07_08,4,FLATLINE,FLATLINE
2025_07_08,5,LINEAR_UP,LINEAR_UP
2025_07_08,6,FLATLINE,FLATLINE
2025_07_08,7,FLATLINE,FLATLINE
2025_07_08,8,FLATLINE,FLATLINE
2025_07_08,9,FLATLINE,FLATLINE
2025_07_08,10,FLATLINE,FLATLINE
2025_07_08,11,LINEAR_DOWN,LINEAR_DOWN
2025_07_08,12,FLATLINE,FLATLINE
2025_07_08,13,FLATLINE,FLATLINE
2025_07_08,14,FLATLINE,FLATLINE
2025_07_08,15,FLATLINE,FLATLINE
2025_07_08,16,FLATLINE,FLATLINE
2025_07_09,0,NOISE,NOISE
2025_07_09,1,NOISE,NOISE
2025_07_09,2,FLATLINE,FLATLINE
2025_07_09,3,FLATLINE,FLATLINE
2025_07_09,4,FLATLINE,FLATLINE
2025_07_09,5,FLATLINE,FLATLINE
2025_07_09,6,FLATLINE,FLATLINE
2025_07_09,7,FLATLINE,FLATLINE
2025_07_09,8,FLATLINE,FLATLINE
2025_07_09,9,FLATLINE,FLATLINE
2025_07_09,10,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_09,11,FLATLINE,FLATLINE
2025_07_09,12,FLATLINE,FLATLINE
2025_07_09,13,LINEAR_UP,LINEAR_UP
2025_07_10,0,NOISE,NOISE
2025_07_10,1,FLATLINE,FLATLINE
2025_07_10,2,FLATLINE,FLATLINE
2025_07_10,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_07_10,4,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_10,5,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_07_10,6,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_10,7,FLATLINE,FLATLINE
2025_07_10,8,FLATLINE,FLATLINE
2025_07_11,0,FLATLINE,FLATLINE
2025_07_11,1,FLATLINE,FLATLINE
2025_07_11,2,LINEAR_UP,LINEAR_UP
2025_07_11,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_11,4,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_11,5,LINEAR_UP,LINEAR_UP
2025_07_11,6,FLATLINE,FLATLINE
2025_07_11,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_13,0,NOISE,NOISE
2025_07_13,1,FLATLINE,FLATLINE
2025_07_14,0,NOISE,NOISE
2025_07_14,1,FLATLINE,FLATLINE
2025_07_14,2,FLATLINE,FLATLINE
2025_07_14,3,LINEAR_UP,LINEAR_UP
2025_07_14,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_14,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_14,6,FLATLINE,FLATLINE
2025_07_14,7,FLATLINE,FLATLINE
2025_07_14,8,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_14,9,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_15,0,NOISE,NOISE
2025_07_15,1,LINEAR_UP,LINEAR_UP
2025_07_15,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_15,3,FLATLINE,FLATLINE
2025_07_15,4,FLATLINE,FLATLINE
2025_07_15,5,FLATLINE,FLATLINE
2025_07_15,6,FLATLINE,FLATLINE
2025_07_15,7,FLATLINE,FLATLINE
2025_07_15,8,FLATLINE,FLATLINE
2025_07_15,9,LINEAR_DOWN,LINEAR_DOWN
2025_07_15,10,FLATLINE,FLATLINE
2025_07_15,11,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_16,0,NOISE,NOISE
2025_07_16,1,FLATLINE,FLATLINE
2025_07_16,2,FLATLINE,FLATLINE
2025_07_16,3,LINEAR_DOWN,LINEAR_DOWN
2025_07_16,4,LINEAR_UP,LINEAR_UP
2025_07_16,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_16,6,FLATLINE,FLATLINE
2025_07_16,7,FLATLINE,FLATLINE
2025_07_16,8,FLATLINE,FLATLINE
2025_07_16,9,FLATLINE,FLATLINE
2025_07_16,10,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_16,11,FLATLINE,FLATLINE
2025_07_17,0,FLATLINE,FLATLINE
2025_07_17,1,LINEAR_DOWN,LINEAR_DOWN
2025_07_17,2,LINEAR_UP,LINEAR_UP
2025_07_17,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_07_17,4,FLATLINE,FLATLINE
2025_07_17,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_17,6,FLATLINE,FLATLINE
2025_07_17,7,FLATLINE,FLATLINE
2025_07_17,8,FLATLINE,FLATLINE
2025_07_17,9,FLATLINE,FLATLINE
2025_07_18,0,NOISE,NOISE
2025_07_18,1,FLATLINE,FLATLINE
2025_07_18,2,LINEAR_UP,LINEAR_UP
2025_07_18,3,FLATLINE,FLATLINE
2025_07_18,4,LINEAR_DOWN,LINEAR_DOWN
2025_07_18,5,LINEAR_DOWN,LINEAR_DOWN
2025_07_18,6,FLATLINE,FLATLINE
2025_07_18,7,LINEAR_DOWN,LINEAR_DOWN
2025_07_18,8,FLATLINE,FLATLINE
2025_07_18,9,FLATLINE,FLATLINE
2025_07_18,10,FLATLINE,FLATLINE
2025_07_20,0,NOISE,NOISE
2025_07_21,0,NOISE,NOISE
2025_07_21,1,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_21,2,FLATLINE,FLATLINE
2025_07_21,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_21,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_21,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_21,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_22,0,NOISE,NOISE
2025_07_22,1,FLATLINE,FLATLINE
2025_07_22,2,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_22,3,FLATLINE,FLATLINE
2025_07_22,4,FLATLINE,FLATLINE
2025_07_22,5,LINEAR_DOWN,LINEAR_DOWN
2025_07_22,6,LINEAR_UP,LINEAR_UP
2025_07_22,7,LINEAR_DOWN,LINEAR_DOWN
2025_07_22,8,FLATLINE,FLATLINE
2025_07_22,9,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_22,10,LINEAR_DOWN,LINEAR_DOWN
2025_07_23,0,FLATLINE,FLATLINE
2025_07_23,1,LINEAR_UP,LINEAR_UP
2025_07_23,2,FLATLINE,FLATLINE
2025_07_23,3,LINEAR_UP,LINEAR_UP
2025_07_23,4,FLATLINE,FLATLINE
2025_07_23,5,FLATLINE,FLATLINE
2025_07_23,6,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_23,7,FLATLINE,FLATLINE
2025_07_23,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_24,0,FLATLINE,FLATLINE
2025_07_24,1,LINEAR_UP,LINEAR_UP
2025_07_24,2,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_07_24,3,LINEAR_UP,LINEAR_UP
2025_07_24,4,FLATLINE,FLATLINE
2025_07_24,5,FLATLINE,FLATLINE
2025_07_24,6,FLATLINE,FLATLINE
2025_07_24,7,FLATLINE,FLATLINE
2025_07_24,8,LINEAR_UP,LINEAR_UP
2025_07_24,9,FLATLINE,FLATLINE
2025_07_24,10,FLATLINE,FLATLINE
2025_07_24,11,FLATLINE,FLATLINE
2025_07_25,0,FLATLINE,FLATLINE
2025_07_25,1,LINEAR_UP,LINEAR_UP
2025_07_25,2,LINEAR_DOWN,LINEAR_DOWN
2025_07_25,3,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_07_25,4,FLATLINE,FLATLINE
2025_07_25,5,FLATLINE,FLATLINE
2025_07_25,6,LINEAR_UP,LINEAR_UP
2025_07_25,7,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_07_27,0,FLATLINE,FLATLINE
2025_07_27,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_28,0,NOISE,NOISE
2025_07_28,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_28,2,LINEAR_DOWN,LINEAR_DOWN
2025_07_28,3,FLATLINE,FLATLINE
2025_07_28,4,FLATLINE,FLATLINE
2025_07_28,5,FLATLINE,FLATLINE
2025_07_28,6,FLATLINE,FLATLINE
2025_07_28,7,LINEAR_DOWN,LINEAR_DOWN
2025_07_28,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_29,0,NOISE,NOISE
2025_07_29,1,FLATLINE,FLATLINE
2025_07_29,2,FLATLINE,FLATLINE
2025_07_29,3,LINEAR_UP,LINEAR_UP
2025_07_29,4,FLATLINE,FLATLINE
2025_07_29,5,LINEAR_DOWN,LINEAR_DOWN
2025_07_29,6,FLATLINE,FLATLINE
2025_07_29,7,LINEAR_DOWN,LINEAR_DOWN
2025_07_29,8,FLATLINE,FLATLINE
2025_07_30,0,FLATLINE,FLATLINE
2025_07_30,1,FLATLINE,FLATLINE
2025_07_30,2,LINEAR_UP,LINEAR_UP
2025_07_30,3,FLATLINE,FLATLINE
2025_07_30,4,FLATLINE,FLATLINE
2025_07_30,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_07_30,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_30,7,FLATLINE,FLATLINE
2025_07_30,8,FLATLINE,FLATLINE
2025_07_30,9,FLATLINE,FLATLINE
2025_07_30,10,FLATLINE,FLATLINE
2025_07_30,11,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_30,12,LINEAR_DOWN,LINEAR_DOWN
2025_07_30,13,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_07_31,0,NOISE,NOISE
2025_07_31,1,FLATLINE,FLATLINE
2025_07_31,2,LINEAR_DOWN,LINEAR_DOWN
2025_07_31,3,FLATLINE,FLATLINE
2025_07_31,4,LINEAR_DOWN,LINEAR_DOWN
2025_08_01,0,NOISE,NOISE
2025_08_01,1,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_01,2,FLATLINE,FLATLINE
2025_08_01,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_01,4,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_01,5,FLATLINE,FLATLINE
2025_08_03,0,NOISE,NOISE
2025_08_04,0,FLATLINE,FLATLINE
2025_08_04,1,FLATLINE,FLATLINE
2025_08_04,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_08_04,3,LINEAR_UP,LINEAR_UP
2025_08_04,4,FLATLINE,FLATLINE
2025_08_04,5,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_08_05,0,NOISE,NOISE
2025_08_05,1,FLATLINE,FLATLINE
2025_08_05,2,FLATLINE,FLATLINE
2025_08_05,3,FLATLINE,FLATLINE
2025_08_05,4,LINEAR_UP,LINEAR_UP
2025_08_05,5,LINEAR_DOWN,LINEAR_DOWN
2025_08_05,6,LINEAR_UP,LINEAR_UP
2025_08_05,7,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_05,8,FLATLINE,FLATLINE
2025_08_05,9,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_06,0,FLATLINE,FLATLINE
2025_08_06,1,FLATLINE,FLATLINE
2025_08_06,2,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_08_06,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_06,4,FLATLINE,FLATLINE
2025_08_06,5,FLATLINE,FLATLINE
2025_08_06,6,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_08_07,0,NOISE,NOISE
2025_08_07,1,FLATLINE,FLATLINE
2025_08_07,2,FLATLINE,FLATLINE
2025_08_07,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_08_07,4,FLATLINE,FLATLINE
2025_08_07,5,LINEAR_UP,LINEAR_UP
2025_08_07,6,FLATLINE,FLATLINE
2025_08_07,7,FLATLINE,FLATLINE
2025_08_07,8,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_07,9,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_08,0,FLATLINE,FLATLINE
2025_08_08,1,FLATLINE,FLATLINE
2025_08_08,2,FLATLINE,FLATLINE
2025_08_08,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_08,4,LINEAR_UP,LINEAR_UP
2025_08_08,5,LINEAR_DOWN,LINEAR_DOWN
2025_08_08,6,LINEAR_UP,LINEAR_UP
2025_08_08,7,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_08,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_10,0,NOISE,NOISE
2025_08_11,0,NOISE,NOISE
2025_08_11,1,LINEAR_UP,LINEAR_UP
2025_08_11,2,LINEAR_DOWN,LINEAR_DOWN
2025_08_11,3,FLATLINE,FLATLINE
2025_08_11,4,LINEAR_DOWN,LINEAR_DOWN
2025_08_11,5,LINEAR_UP,LINEAR_UP
2025_08_11,6,FLATLINE,FLATLINE
2025_08_11,7,FLATLINE,FLATLINE
2025_08_11,8,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_11,9,LINEAR_DOWN,LINEAR_DOWN
2025_08_12,0,FLATLINE,FLATLINE
2025_08_12,1,FLATLINE,FLATLINE
2025_08_12,2,LINEAR_UP,LINEAR_UP
2025_08_12,3,FLATLINE,FLATLINE
2025_08_12,4,FLATLINE,FLATLINE
2025_08_12,5,FLATLINE,FLATLINE
2025_08_12,6,FLATLINE,FLATLINE
2025_08_12,7,FLATLINE,FLATLINE
2025_08_12,8,LINEAR_DOWN,LINEAR_DOWN
2025_08_12,9,LOGARITHMIC_UP,LOGARITHMIC_UP
2025_08_13,0,NOISE,NOISE
2025_08_13,1,FLATLINE,FLATLINE
2025_08_13,2,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_13,3,FLATLINE,FLATLINE
2025_08_13,4,LINEAR_UP,LINEAR_UP
2025_08_13,5,FLATLINE,FLATLINE
2025_08_13,6,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_13,7,LINEAR_DOWN,LINEAR_DOWN
2025_08_13,8,FLATLINE,FLATLINE
2025_08_13,9,FLATLINE,FLATLINE
2025_08_13,10,FLATLINE,FLATLINE
2025_08_13,11,FLATLINE,FLATLINE
2025_08_13,12,FLATLINE,FLATLINE
2025_08_14,0,NOISE,NOISE
2025_08_14,1,FLATLINE,FLATLINE
2025_08_14,2,FLATLINE,FLATLINE
2025_08_14,3,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_08_14,4,LINEAR_UP,LINEAR_UP
2025_08_14,5,FLATLINE,FLATLINE
2025_08_14,6,FLATLINE,FLATLINE
2025_08_14,7,FLATLINE,FLATLINE
2025_08_14,8,FLATLINE,FLATLINE
2025_08_14,9,FLATLINE,FLATLINE
2025_08_14,10,FLATLINE,FLATLINE
2025_08_14,11,FLATLINE,FLATLINE
2025_08_14,12,FLATLINE,FLATLINE
2025_08_14,13,FLATLINE,FLATLINE
2025_08_14,14,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_08_15,0,NOISE,NOISE
2025_08_15,1,LINEAR_UP,LINEAR_UP
2025_08_15,2,FLATLINE,FLATLINE
2025_08_15,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_15,4,FLATLINE,FLATLINE
2025_08_15,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_15,6,FLATLINE,FLATLINE
2025_08_15,7,FLATLINE,FLATLINE
2025_08_15,8,FLATLINE,FLATLINE
2025_08_15,9,FLATLINE,FLATLINE
2025_08_15,10,FLATLINE,FLATLINE
2025_08_17,0,FLATLINE,FLATLINE
2025_08_17,1,FLATLINE,FLATLINE
2025_08_18,0,FLATLINE,FLATLINE
2025_08_18,1,LINEAR_UP,LINEAR_UP
2025_08_18,2,FLATLINE,FLATLINE
2025_08_18,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_18,4,FLATLINE,FLATLINE
2025_08_18,5,FLATLINE,FLATLINE
2025_08_18,6,FLATLINE,FLATLINE
2025_08_18,7,FLATLINE,FLATLINE
2025_08_18,8,FLATLINE,FLATLINE
2025_08_18,9,FLATLINE,FLATLINE
2025_08_18,10,FLATLINE,FLATLINE
2025_08_18,11,FLATLINE,FLATLINE
2025_08_18,12,LINEAR_UP,LINEAR_UP
2025_08_19,0,FLATLINE,FLATLINE
2025_08_19,1,FLATLINE,FLATLINE
2025_08_19,2,LINEAR_DOWN,LINEAR_DOWN
2025_08_19,3,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_19,4,FLATLINE,FLATLINE
2025_08_19,5,LINEAR_DOWN,LINEAR_DOWN
2025_08_19,6,FLATLINE,FLATLINE
2025_08_19,7,FLATLINE,FLATLINE
2025_08_20,0,NOISE,NOISE
2025_08_20,1,LINEAR_DOWN,LINEAR_DOWN
2025_08_20,2,LINEAR_UP,LINEAR_UP
2025_08_20,3,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
2025_08_20,4,FLATLINE,FLATLINE
2025_08_20,5,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_20,6,FLATLINE,FLATLINE
2025_08_21,0,FLATLINE,FLATLINE
2025_08_21,1,FLATLINE,FLATLINE
2025_08_21,2,LINEAR_UP,LINEAR_UP
2025_08_21,3,LINEAR_DOWN,LINEAR_DOWN
2025_08_21,4,FLATLINE,FLATLINE
2025_08_21,5,FLATLINE,FLATLINE
2025_08_21,6,FLATLINE,FLATLINE
2025_08_21,7,LINEAR_DOWN,LINEAR_DOWN
2025_08_21,8,FLATLINE,FLATLINE
2025_08_21,9,FLATLINE,FLATLINE
2025_08_21,10,FLATLINE,FLATLINE
2025_08_21,11,LINEAR_DOWN,LINEAR_DOWN
2025_08_21,12,LINEAR_UP,LINEAR_UP
2025_08_21,13,FLATLINE,FLATLINE
2025_08_22,0,NOISE,NOISE
2025_08_22,1,FLATLINE,FLATLINE
2025_08_22,2,FLATLINE,FLATLINE
2025_08_22,3,FLATLINE,FLATLINE
2025_08_22,4,FLATLINE,FLATLINE
2025_08_22,5,FLATLINE,FLATLINE
2025_08_22,6,LINEAR_DOWN,LINEAR_DOWN
2025_08_22,7,LINEAR_UP,LINEAR_UP
2025_08_22,8,FLATLINE,FLATLINE
2025_08_22,9,FLATLINE,FLATLINE
2025_08_22,10,FLATLINE,FLATLINE
2025_08_22,11,LINEAR_UP,LINEAR_UP
2025_08_22,12,FLATLINE,FLATLINE
2025_08_22,13,FLATLINE,FLATLINE
2025_08_22,14,FLATLINE,FLATLINE
2025_08_22,15,FLATLINE,FLATLINE
2025_08_22,16,FLATLINE,FLATLINE
2025_08_24,0,NOISE,NOISE
2025_08_25,0,NOISE,NOISE
2025_08_25,1,EXPONENTIAL_UP,EXPONENTIAL_UP
2025_08_25,2,LOGARITHMIC_DOWN,LOGARITHMIC_DOWN
2025_08_25,3,FLATLINE,FLATLINE
2025_08_25,4,LINEAR_UP,LINEAR_UP
2025_08_25,5,EXPONENTIAL_DOWN,EXPONENTIAL_DOWN
