**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

day,entry_ts,leg_dir,entry_price,exit_ts,exit_price,pnl_pts,pnl_usd,r_price,atr_pts
2026_04_14,1776173154,SHORT,25663.5,1776173319,25669.0,-5.5,-17.0,16.0,4.0
2026_04_14,1776173319,LONG,25669.0,1776173959,25726.5,57.5,109.0,16.0,4.0
2026_04_14,1776173959,SHORT,25726.5,1776174119,25727.75,-1.25,-8.5,16.0,4.0
2026_04_14,1776174119,LONG,25727.75,1776174424,25742.0,14.25,22.5,16.0,4.0
2026_04_14,1776174424,SHORT,25742.0,1776174679,25751.25,-9.25,-24.5,16.0,4.0
2026_04_14,1776174679,LONG,25751.25,1776174859,25741.0,-10.25,-26.5,16.0,4.0
2026_04_14,1776174859,SHORT,25741.0,1776175559,25731.5,9.5,13.0,16.0,4.0
2026_04_14,1776175559,LONG,25731.5,1776177514,25798.0,66.5,127.0,16.0,4.0
2026_04_14,1776177514,SHORT,25798.0,1776178064,25800.0,-2.0,-10.0,16.0,4.0
2026_04_14,1776178064,LONG,25800.0,1776178814,25799.5,-0.5,-7.0,16.0,4.0
2026_04_14,1776178814,SHORT,25799.5,1776179234,25779.5,20.0,34.0,16.0,4.0
2026_04_14,1776179234,LONG,25779.5,1776182259,25882.5,103.0,200.0,16.0,4.0
2026_04_14,1776182259,SHORT,25882.5,1776182609,25892.75,-10.25,-26.5,16.0,4.0
2026_04_14,1776182609,LONG,25892.75,1776184379,25915.75,23.0,40.0,16.0,4.0
2026_04_14,1776184379,SHORT,25915.75,1776184854,25924.75,-9.0,-24.0,16.0,4.0
2026_04_14,1776184854,LONG,25924.75,1776185609,25921.25,-3.5,-13.0,16.0,4.0
2026_04_14,1776185609,SHORT,25921.25,1776186074,25924.75,-3.5,-13.0,16.0,4.0
2026_04_14,1776186074,LONG,25924.75,1776187759,25942.25,17.5,29.0,16.0,4.0
2026_04_14,1776187759,SHORT,25942.25,1776188259,25958.0,-15.75,-37.5,16.0,4.0
2026_04_14,1776188259,LONG,25958.0,1776189234,25952.75,-5.25,-16.5,16.0,4.0
2026_04_14,1776189234,SHORT,25952.75,1776191164,25907.25,45.5,85.0,16.0,4.0
2026_04_14,1776191164,LONG,25907.25,1776192134,25918.25,11.0,16.0,16.0,4.0
2026_04_14,1776192134,SHORT,25918.25,1776193194,25919.25,-1.0,-8.0,16.0,4.0
2026_04_14,1776193194,LONG,25919.25,1776195269,25976.0,56.75,107.5,16.0,4.0
2026_04_14,1776195269,SHORT,25976.0,1776195429,25978.5,-2.5,-11.0,16.0,4.0
2026_04_14,1776195429,LONG,25978.5,1776195694,25972.75,-5.75,-17.5,16.0,4.0
2026_04_14,1776195694,SHORT,25972.75,1776196454,25973.75,-1.0,-8.0,16.0,4.0
2026_04_14,1776196454,LONG,25973.75,1776196909,25984.5,10.75,15.5,16.0,4.0
2026_04_14,1776196909,SHORT,25984.5,1776197359,25990.25,-5.75,-17.5,16.0,4.0
2026_04_14,1776197359,LONG,25990.25,1776198819,25982.25,-8.0,-22.0,16.0,4.0
2026_04_14,1776198819,SHORT,25982.25,1776199514,25998.5,-16.25,-38.5,16.0,4.0
2026_04_14,1776199514,LONG,25998.5,1776204004,25979.75,-18.75,-43.5,16.0,4.0
2026_04_14,1776204004,SHORT,25979.75,1776204159,25993.75,-14.0,-34.0,16.0,4.0
2026_04_14,1776204159,LONG,25993.75,1776206099,25994.75,1.0,-4.0,16.0,4.0
2026_04_14,1776206099,SHORT,25994.75,1776208069,26010.0,-15.25,-36.5,16.0,4.0
2026_04_14,1776208069,LONG,26010.0,1776210754,26020.0,10.0,14.0,16.0,4.0
2026_04_14,1776210754,SHORT,26020.0,1776212219,26022.5,-2.5,-11.0,16.0,4.0
2026_04_14,1776212219,LONG,26022.5,1776213749,26006.5,-16.0,-38.0,16.0,4.0
2026_04_14,1776213749,SHORT,26006.5,1776214319,26014.0,-7.5,-21.0,16.0,4.0
2026_04_14,1776214319,LONG,26014.0,1776219069,26025.0,11.0,16.0,16.0,4.0
2026_04_14,1776219069,SHORT,26025.0,1776223924,26007.0,18.0,30.0,16.0,4.0
2026_04_14,1776223924,LONG,26007.0,1776229234,26027.0,20.0,34.0,16.0,4.0
2026_04_14,1776229234,SHORT,26027.0,1776229839,26018.0,9.0,12.0,16.0,4.0
2026_04_14,1776229839,LONG,26018.0,1776230239,26004.25,-13.75,-33.5,16.0,4.0
2026_04_14,1776230239,SHORT,26004.25,1776232804,25982.75,21.5,37.0,16.0,4.0
2026_04_14,1776232804,LONG,25982.75,1776233334,25972.5,-10.25,-26.5,16.0,4.0
2026_04_14,1776233334,SHORT,25972.5,1776234609,25985.5,-13.0,-32.0,16.0,4.0
2026_04_15,1776240129,LONG,26010.0,1776243764,26012.5,2.5,-1.0,17.0,4.25
2026_04_15,1776243764,SHORT,26012.5,1776247614,25991.5,21.0,36.0,17.0,4.25
2026_04_15,1776247614,LONG,25991.5,1776248154,25962.25,-29.25,-64.5,17.0,4.25
2026_04_15,1776248154,SHORT,25962.25,1776249554,25953.5,8.75,11.5,17.0,4.25
2026_04_15,1776249554,LONG,25953.5,1776251999,25980.5,27.0,48.0,17.0,4.25
2026_04_15,1776251999,SHORT,25980.5,1776252339,25993.25,-12.75,-31.5,17.0,4.25
2026_04_15,1776252339,LONG,25993.25,1776252914,25983.0,-10.25,-26.5,17.0,4.25
2026_04_15,1776252914,SHORT,25983.0,1776253579,26022.0,-39.0,-84.0,17.0,4.25
2026_04_15,1776253579,LONG,26022.0,1776253594,25992.25,-29.75,-65.5,17.0,4.25
2026_04_15,1776253594,SHORT,25992.25,1776255684,25978.0,14.25,22.5,17.0,4.25
2026_04_15,1776255684,LONG,25978.0,1776258004,25987.75,9.75,13.5,17.0,4.25
2026_04_15,1776258004,SHORT,25987.75,1776258844,25997.25,-9.5,-25.0,17.0,4.25
2026_04_15,1776258844,LONG,25997.25,1776260529,26039.25,42.0,78.0,17.0,4.25
2026_04_15,1776260529,SHORT,26039.25,1776260674,26016.5,22.75,39.5,17.0,4.25
2026_04_15,1776260674,LONG,26016.5,1776261964,26062.75,46.25,86.5,17.0,4.25
2026_04_15,1776261964,SHORT,26062.75,1776262294,26076.0,-13.25,-32.5,17.0,4.25
2026_04_15,1776262294,LONG,26076.0,1776262754,26089.5,13.5,21.0,17.0,4.25
2026_04_15,1776262754,SHORT,26089.5,1776262874,26092.75,-3.25,-12.5,17.0,4.25
2026_04_15,1776262874,LONG,26092.75,1776263679,26132.5,39.75,73.5,17.0,4.25
2026_04_15,1776263679,SHORT,26132.5,1776264019,26128.5,4.0,2.0,17.0,4.25
2026_04_15,1776264019,LONG,26128.5,1776265574,26161.75,33.25,60.5,17.0,4.25
2026_04_15,1776265574,SHORT,26161.75,1776265839,26159.25,2.5,-1.0,17.0,4.25
2026_04_15,1776265839,LONG,26159.25,1776267019,26183.75,24.5,43.0,17.0,4.25
2026_04_15,1776267019,SHORT,26183.75,1776267619,26184.75,-1.0,-8.0,17.0,4.25
2026_04_15,1776267619,LONG,26184.75,1776268559,26195.25,10.5,15.0,17.0,4.25
2026_04_15,1776268559,SHORT,26195.25,1776268744,26204.5,-9.25,-24.5,17.0,4.25
2026_04_15,1776268744,LONG,26204.5,1776270319,26233.75,29.25,52.5,17.0,4.25
2026_04_15,1776270319,SHORT,26233.75,1776270924,26205.75,28.0,50.0,17.0,4.25
2026_04_15,1776270924,LONG,26205.75,1776271199,26190.75,-15.0,-36.0,17.0,4.25
2026_04_15,1776271199,SHORT,26190.75,1776271719,26146.25,44.5,83.0,17.0,4.25
2026_04_15,1776271719,LONG,26146.25,1776271909,26141.5,-4.75,-15.5,17.0,4.25
2026_04_15,1776271909,SHORT,26141.5,1776272224,26123.5,18.0,30.0,17.0,4.25
2026_04_15,1776272224,LONG,26123.5,1776273074,26162.75,39.25,72.5,17.0,4.25
2026_04_15,1776273074,SHORT,26162.75,1776273364,26180.5,-17.75,-41.5,17.0,4.25
2026_04_15,1776273364,LONG,26180.5,1776274769,26200.75,20.25,34.5,17.0,4.25
2026_04_15,1776274769,SHORT,26200.75,1776275224,26195.5,5.25,4.5,17.0,4.25
2026_04_15,1776275224,LONG,26195.5,1776275924,26195.25,-0.25,-6.5,17.0,4.25
2026_04_15,1776275924,SHORT,26195.25,1776276109,26192.75,2.5,-1.0,17.0,4.25
2026_04_15,1776276109,LONG,26192.75,1776277144,26235.75,43.0,80.0,17.0,4.25
2026_04_15,1776277144,SHORT,26235.75,1776277644,26248.5,-12.75,-31.5,17.0,4.25
2026_04_15,1776277644,LONG,26248.5,1776278359,26268.0,19.5,33.0,17.0,4.25
2026_04_15,1776278359,SHORT,26268.0,1776278914,26281.0,-13.0,-32.0,17.0,4.25
2026_04_15,1776278914,LONG,26281.0,1776279719,26295.0,14.0,22.0,17.0,4.25
2026_04_15,1776279719,SHORT,26295.0,1776279909,26310.75,-15.75,-37.5,17.0,4.25
2026_04_15,1776279909,LONG,26310.75,1776280454,26306.5,-4.25,-14.5,17.0,4.25
2026_04_15,1776280454,SHORT,26306.5,1776281019,26321.5,-15.0,-36.0,17.0,4.25
2026_04_15,1776281019,LONG,26321.5,1776281994,26340.5,19.0,32.0,17.0,4.25
2026_04_15,1776281994,SHORT,26340.5,1776282424,26348.25,-7.75,-21.5,17.0,4.25
2026_04_15,1776282424,LONG,26348.25,1776282804,26343.75,-4.5,-15.0,17.0,4.25
2026_04_15,1776282804,SHORT,26343.75,1776282904,26368.75,-25.0,-56.0,17.0,4.25
2026_04_15,1776282904,LONG,26368.75,1776283234,26351.75,-17.0,-40.0,17.0,4.25
2026_04_15,1776283234,SHORT,26351.75,1776284179,26353.5,-1.75,-9.5,17.0,4.25
2026_04_15,1776284179,LONG,26353.5,1776297889,26397.25,43.75,81.5,17.0,4.25
2026_04_15,1776297889,SHORT,26397.25,1776298239,26408.25,-11.0,-28.0,17.0,4.25
2026_04_15,1776298239,LONG,26408.25,1776298819,26405.0,-3.25,-12.5,17.0,4.25
2026_04_15,1776298819,SHORT,26405.0,1776299754,26420.5,-15.5,-37.0,17.0,4.25
2026_04_15,1776299754,LONG,26420.5,1776301534,26427.0,6.5,7.0,17.0,4.25
2026_04_15,1776301534,SHORT,26427.0,1776302409,26444.5,-17.5,-41.0,17.0,4.25
2026_04_15,1776302409,LONG,26444.5,1776303359,26432.25,-12.25,-30.5,17.0,4.25
2026_04_15,1776303359,SHORT,26432.25,1776303719,26449.0,-16.75,-39.5,17.0,4.25
2026_04_15,1776303719,LONG,26449.0,1776304559,26446.5,-2.5,-11.0,17.0,4.25
2026_04_15,1776304559,SHORT,26446.5,1776307404,26457.5,-11.0,-28.0,17.0,4.25
2026_04_15,1776307404,LONG,26457.5,1776308014,26441.0,-16.5,-39.0,17.0,4.25
2026_04_15,1776308014,SHORT,26441.0,1776308704,26458.0,-17.0,-40.0,17.0,4.25
2026_04_15,1776308704,LONG,26458.0,1776310374,26443.25,-14.75,-35.5,17.0,4.25
2026_04_15,1776310374,SHORT,26443.25,1776316774,26434.0,9.25,12.5,17.0,4.25
2026_04_15,1776316774,LONG,26434.0,1776320424,26467.0,33.0,60.0,17.0,4.25
2026_04_15,1776320424,SHORT,26467.0,1776321069,26482.5,-15.5,-37.0,17.0,4.25
2026_04_15,1776321069,LONG,26482.5,1776321609,26465.25,-17.25,-40.5,17.0,4.25
2026_04_15,1776321609,SHORT,26465.25,1776322164,26482.75,-17.5,-41.0,17.0,4.25
2026_04_16,1776323264,SHORT,26459.75,1776324169,26476.25,-16.5,-39.0,18.0,4.5
2026_04_16,1776324169,LONG,26476.25,1776325844,26467.25,-9.0,-24.0,18.0,4.5
2026_04_16,1776325844,SHORT,26467.25,1776329074,26431.25,36.0,66.0,18.0,4.5
2026_04_16,1776329074,LONG,26431.25,1776332894,26439.0,7.75,9.5,18.0,4.5
2026_04_16,1776332894,SHORT,26439.0,1776333519,26453.75,-14.75,-35.5,18.0,4.5
2026_04_16,1776333519,LONG,26453.75,1776334599,26446.0,-7.75,-21.5,18.0,4.5
2026_04_16,1776334599,SHORT,26446.0,1776336554,26386.0,60.0,114.0,18.0,4.5
2026_04_16,1776336554,LONG,26386.0,1776338584,26404.25,18.25,30.5,18.0,4.5
2026_04_16,1776338584,SHORT,26404.25,1776339009,26402.25,2.0,-2.0,18.0,4.5
2026_04_16,1776339009,LONG,26402.25,1776339754,26401.25,-1.0,-8.0,18.0,4.5
2026_04_16,1776339754,SHORT,26401.25,1776340224,26423.75,-22.5,-51.0,18.0,4.5
2026_04_16,1776340224,LONG,26423.75,1776341259,26409.0,-14.75,-35.5,18.0,4.5
2026_04_16,1776341259,SHORT,26409.0,1776342574,26425.75,-16.75,-39.5,18.0,4.5
2026_04_16,1776342574,LONG,26425.75,1776343134,26411.25,-14.5,-35.0,18.0,4.5
2026_04_16,1776343134,SHORT,26411.25,1776344484,26413.25,-2.0,-10.0,18.0,4.5
2026_04_16,1776344484,LONG,26413.25,1776345174,26409.5,-3.75,-13.5,18.0,4.5
2026_04_16,1776345174,SHORT,26409.5,1776345954,26418.75,-9.25,-24.5,18.0,4.5
2026_04_16,1776345954,LONG,26418.75,1776346234,26401.25,-17.5,-41.0,18.0,4.5
2026_04_16,1776346234,SHORT,26401.25,1776346674,26386.25,15.0,24.0,18.0,4.5
2026_04_16,1776346674,LONG,26386.25,1776346909,26353.5,-32.75,-71.5,18.0,4.5
2026_04_16,1776346909,SHORT,26353.5,1776347759,26305.75,47.75,89.5,18.0,4.5
2026_04_16,1776347759,LONG,26305.75,1776348844,26358.5,52.75,99.5,18.0,4.5
2026_04_16,1776348844,SHORT,26358.5,1776349479,26331.75,26.75,47.5,18.0,4.5
2026_04_16,1776349479,LONG,26331.75,1776350449,26363.75,32.0,58.0,18.0,4.5
2026_04_16,1776350449,SHORT,26363.75,1776350594,26382.25,-18.5,-43.0,18.0,4.5
2026_04_16,1776350594,LONG,26382.25,1776351154,26398.75,16.5,27.0,18.0,4.5
2026_04_16,1776351154,SHORT,26398.75,1776351424,26405.75,-7.0,-20.0,18.0,4.5
2026_04_16,1776351424,LONG,26405.75,1776352764,26474.0,68.25,130.5,18.0,4.5
2026_04_16,1776352764,SHORT,26474.0,1776352924,26490.25,-16.25,-38.5,18.0,4.5
2026_04_16,1776352924,LONG,26490.25,1776353369,26464.75,-25.5,-57.0,18.0,4.5
2026_04_16,1776353369,SHORT,26464.75,1776353674,26486.25,-21.5,-49.0,18.0,4.5
2026_04_16,1776353674,LONG,26486.25,1776353884,26517.25,31.0,56.0,18.0,4.5
2026_04_16,1776353884,SHORT,26517.25,1776354209,26499.75,17.5,29.0,18.0,4.5
2026_04_16,1776354209,LONG,26499.75,1776354514,26488.0,-11.75,-29.5,18.0,4.5
2026_04_16,1776354514,SHORT,26488.0,1776354639,26493.0,-5.0,-16.0,18.0,4.5
2026_04_16,1776354639,LONG,26493.0,1776355599,26528.25,35.25,64.5,18.0,4.5
2026_04_16,1776355599,SHORT,26528.25,1776355914,26547.0,-18.75,-43.5,18.0,4.5
2026_04_16,1776355914,LONG,26547.0,1776356489,26543.75,-3.25,-12.5,18.0,4.5
2026_04_16,1776356489,SHORT,26543.75,1776357214,26478.75,65.0,124.0,18.0,4.5
2026_04_16,1776357214,LONG,26478.75,1776357704,26493.0,14.25,22.5,18.0,4.5
2026_04_16,1776357704,SHORT,26493.0,1776357919,26503.0,-10.0,-26.0,18.0,4.5
2026_04_16,1776357919,LONG,26503.0,1776358364,26495.5,-7.5,-21.0,18.0,4.5
2026_04_16,1776358364,SHORT,26495.5,1776359304,26463.75,31.75,57.5,18.0,4.5
2026_04_16,1776359304,LONG,26463.75,1776359654,26456.25,-7.5,-21.0,18.0,4.5
2026_04_16,1776359654,SHORT,26456.25,1776360204,26455.25,1.0,-4.0,18.0,4.5
2026_04_16,1776360204,LONG,26455.25,1776360894,26478.0,22.75,39.5,18.0,4.5
2026_04_16,1776360894,SHORT,26478.0,1776361169,26483.5,-5.5,-17.0,18.0,4.5
2026_04_16,1776361169,LONG,26483.5,1776361924,26491.0,7.5,9.0,18.0,4.5
2026_04_16,1776361924,SHORT,26491.0,1776362349,26458.0,33.0,60.0,18.0,4.5
2026_04_16,1776362349,LONG,26458.0,1776362614,26450.75,-7.25,-20.5,18.0,4.5
2026_04_16,1776362614,SHORT,26450.75,1776363134,26414.0,36.75,67.5,18.0,4.5
2026_04_16,1776363134,LONG,26414.0,1776363389,26406.75,-7.25,-20.5,18.0,4.5
2026_04_16,1776363389,SHORT,26406.75,1776364209,26380.25,26.5,47.0,18.0,4.5
2026_04_16,1776364209,LONG,26380.25,1776365364,26433.0,52.75,99.5,18.0,4.5
2026_04_16,1776365364,SHORT,26433.0,1776365999,26438.0,-5.0,-16.0,18.0,4.5
2026_04_16,1776365999,LONG,26438.0,1776366419,26444.75,6.75,7.5,18.0,4.5
2026_04_16,1776366419,SHORT,26444.75,1776366924,26453.0,-8.25,-22.5,18.0,4.5
2026_04_16,1776366924,LONG,26453.0,1776367814,26440.5,-12.5,-31.0,18.0,4.5
2026_04_16,1776367814,SHORT,26440.5,1776367929,26462.25,-21.75,-49.5,18.0,4.5
2026_04_16,1776367929,LONG,26462.25,1776369609,26479.0,16.75,27.5,18.0,4.5
2026_04_16,1776369609,SHORT,26479.0,1776370354,26460.0,19.0,32.0,18.0,4.5
2026_04_16,1776370354,LONG,26460.0,1776384324,26466.25,6.25,6.5,18.0,4.5
2026_04_16,1776384324,SHORT,26466.25,1776385144,26476.25,-10.0,-26.0,18.0,4.5
2026_04_16,1776385144,LONG,26476.25,1776391689,26479.0,2.75,-0.5,18.0,4.5
2026_04_16,1776391689,SHORT,26479.0,1776393114,26473.75,5.25,4.5,18.0,4.5
2026_04_16,1776393114,LONG,26473.75,1776395269,26457.75,-16.0,-38.0,18.0,4.5
2026_04_16,1776395269,SHORT,26457.75,1776398814,26468.5,-10.75,-27.5,18.0,4.5
2026_04_16,1776398814,LONG,26468.5,1776401854,26462.75,-5.75,-17.5,18.0,4.5
2026_04_16,1776401854,SHORT,26462.75,1776404274,26461.5,1.25,-3.5,18.0,4.5
2026_04_16,1776404274,LONG,26461.5,1776407199,26461.25,-0.25,-6.5,18.0,4.5
2026_04_17,1776409624,LONG,26485.5,1776410464,26467.25,-18.25,-42.5,16.5,4.125
2026_04_17,1776410464,SHORT,26467.25,1776411289,26481.0,-13.75,-33.5,16.5,4.125
2026_04_17,1776411289,LONG,26481.0,1776413594,26477.25,-3.75,-13.5,16.5,4.125
2026_04_17,1776413594,SHORT,26477.25,1776414034,26495.75,-18.5,-43.0,16.5,4.125
2026_04_17,1776414034,LONG,26495.75,1776417504,26508.25,12.5,19.0,16.5,4.125
2026_04_17,1776417504,SHORT,26508.25,1776418104,26524.0,-15.75,-37.5,16.5,4.125
2026_04_17,1776418104,LONG,26524.0,1776418364,26510.75,-13.25,-32.5,16.5,4.125
2026_04_17,1776418364,SHORT,26510.75,1776419489,26525.75,-15.0,-36.0,16.5,4.125
2026_04_17,1776419489,LONG,26525.75,1776421149,26529.25,3.5,1.0,16.5,4.125
2026_04_17,1776421149,SHORT,26529.25,1776423084,26523.0,6.25,6.5,16.5,4.125
2026_04_17,1776423084,LONG,26523.0,1776428534,26577.25,54.25,102.5,16.5,4.125
2026_04_17,1776428534,SHORT,26577.25,1776428694,26590.0,-12.75,-31.5,16.5,4.125
2026_04_17,1776428694,LONG,26590.0,1776429164,26628.25,38.25,70.5,16.5,4.125
2026_04_17,1776429164,SHORT,26628.25,1776429959,26633.75,-5.5,-17.0,16.5,4.125
2026_04_17,1776429959,LONG,26633.75,1776430264,26712.75,79.0,152.0,16.5,4.125
2026_04_17,1776430264,SHORT,26712.75,1776430719,26722.0,-9.25,-24.5,16.5,4.125
2026_04_17,1776430719,LONG,26722.0,1776430819,26727.75,5.75,5.5,16.5,4.125
2026_04_17,1776430819,SHORT,26727.75,1776431054,26720.0,7.75,9.5,16.5,4.125
2026_04_17,1776431054,LONG,26720.0,1776431559,26790.0,70.0,134.0,16.5,4.125
2026_04_17,1776431559,SHORT,26790.0,1776432849,26658.25,131.75,257.5,16.5,4.125
2026_04_17,1776432849,LONG,26658.25,1776433094,26692.5,34.25,62.5,16.5,4.125
2026_04_17,1776433094,SHORT,26692.5,1776433419,26700.25,-7.75,-21.5,16.5,4.125
2026_04_17,1776433419,LONG,26700.25,1776433614,26678.5,-21.75,-49.5,16.5,4.125
2026_04_17,1776433614,SHORT,26678.5,1776433809,26702.5,-24.0,-54.0,16.5,4.125
2026_04_17,1776433809,LONG,26702.5,1776434049,26709.0,6.5,7.0,16.5,4.125
2026_04_17,1776434049,SHORT,26709.0,1776434214,26710.5,-1.5,-9.0,16.5,4.125
2026_04_17,1776434214,LONG,26710.5,1776435094,26758.75,48.25,90.5,16.5,4.125
2026_04_17,1776435094,SHORT,26758.75,1776436099,26740.75,18.0,30.0,16.5,4.125
2026_04_17,1776436099,LONG,26740.75,1776437449,26834.75,94.0,182.0,16.5,4.125
2026_04_17,1776437449,SHORT,26834.75,1776437734,26821.5,13.25,20.5,16.5,4.125
2026_04_17,1776437734,LONG,26821.5,1776438664,26835.75,14.25,22.5,16.5,4.125
2026_04_17,1776438664,SHORT,26835.75,1776438924,26837.75,-2.0,-10.0,16.5,4.125
2026_04_17,1776438924,LONG,26837.75,1776439119,26830.75,-7.0,-20.0,16.5,4.125
2026_04_17,1776439119,SHORT,26830.75,1776439299,26828.0,2.75,-0.5,16.5,4.125
2026_04_17,1776439299,LONG,26828.0,1776440264,26851.75,23.75,41.5,16.5,4.125
2026_04_17,1776440264,SHORT,26851.75,1776440754,26834.25,17.5,29.0,16.5,4.125
2026_04_17,1776440754,LONG,26834.25,1776441169,26833.75,-0.5,-7.0,16.5,4.125
2026_04_17,1776441169,SHORT,26833.75,1776441684,26811.5,22.25,38.5,16.5,4.125
2026_04_17,1776441684,LONG,26811.5,1776442164,26845.5,34.0,62.0,16.5,4.125
2026_04_17,1776442164,SHORT,26845.5,1776442729,26845.0,0.5,-5.0,16.5,4.125
2026_04_17,1776442729,LONG,26845.0,1776444119,26863.0,18.0,30.0,16.5,4.125
2026_04_17,1776444119,SHORT,26863.0,1776444329,26877.75,-14.75,-35.5,16.5,4.125
2026_04_17,1776444329,LONG,26877.75,1776444784,26864.25,-13.5,-33.0,16.5,4.125
2026_04_17,1776444784,SHORT,26864.25,1776445384,26872.5,-8.25,-22.5,16.5,4.125
2026_04_17,1776445384,LONG,26872.5,1776445699,26858.75,-13.75,-33.5,16.5,4.125
2026_04_17,1776445699,SHORT,26858.75,1776445714,26856.25,2.5,-1.0,16.5,4.125
2026_04_17,1776445714,LONG,26856.25,1776446264,26829.25,-27.0,-60.0,16.5,4.125
2026_04_17,1776446264,SHORT,26829.25,1776446534,26799.25,30.0,54.0,16.5,4.125
2026_04_17,1776446534,LONG,26799.25,1776446674,26761.0,-38.25,-82.5,16.5,4.125
2026_04_17,1776446674,SHORT,26761.0,1776446854,26773.25,-12.25,-30.5,16.5,4.125
2026_04_17,1776446854,LONG,26773.25,1776447124,26775.75,2.5,-1.0,16.5,4.125
2026_04_17,1776447124,SHORT,26775.75,1776447429,26780.75,-5.0,-16.0,16.5,4.125
2026_04_17,1776447429,LONG,26780.75,1776448729,26810.0,29.25,52.5,16.5,4.125
2026_04_17,1776448729,SHORT,26810.0,1776449739,26778.0,32.0,58.0,16.5,4.125
2026_04_17,1776449739,LONG,26778.0,1776449994,26772.5,-5.5,-17.0,16.5,4.125
2026_04_17,1776449994,SHORT,26772.5,1776450224,26777.0,-4.5,-15.0,16.5,4.125
2026_04_17,1776450224,LONG,26777.0,1776450489,26790.75,13.75,21.5,16.5,4.125
2026_04_17,1776450489,SHORT,26790.75,1776450644,26799.5,-8.75,-23.5,16.5,4.125
2026_04_17,1776450644,LONG,26799.5,1776451339,26795.5,-4.0,-14.0,16.5,4.125
2026_04_17,1776451339,SHORT,26795.5,1776451499,26806.75,-11.25,-28.5,16.5,4.125
2026_04_17,1776451499,LONG,26806.75,1776451809,26796.0,-10.75,-27.5,16.5,4.125
2026_04_17,1776451809,SHORT,26796.0,1776452159,26790.75,5.25,4.5,16.5,4.125
2026_04_17,1776452159,LONG,26790.75,1776452754,26774.5,-16.25,-38.5,16.5,4.125
2026_04_17,1776452754,SHORT,26774.5,1776453324,26777.5,-3.0,-12.0,16.5,4.125
2026_04_17,1776453324,LONG,26777.5,1776454149,26775.5,-2.0,-10.0,16.5,4.125
2026_04_17,1776454149,SHORT,26775.5,1776454269,26793.5,-18.0,-42.0,16.5,4.125
2026_04_17,1776454269,LONG,26793.5,1776454624,26792.5,-1.0,-8.0,16.5,4.125
2026_04_17,1776454624,SHORT,26792.5,1776454709,26809.25,-16.75,-39.5,16.5,4.125
2026_04_17,1776454709,LONG,26809.25,1776455149,26811.25,2.0,-2.0,16.5,4.125
2026_04_17,1776455149,SHORT,26811.25,1776455659,26810.5,0.75,-4.5,16.5,4.125
2026_04_17,1776455659,LONG,26810.5,1776457259,26827.25,16.75,27.5,16.5,4.125
2026_04_17,1776457259,SHORT,26827.25,1776458239,26833.75,-6.5,-19.0,16.5,4.125
2026_04_19,1776636104,LONG,26566.75,1776636769,26618.0,51.25,96.5,25.5,6.375
2026_04_19,1776636769,SHORT,26618.0,1776637324,26633.75,-15.75,-37.5,25.5,6.375
2026_04_19,1776637324,LONG,26633.75,1776640419,26654.75,21.0,36.0,25.5,6.375
2026_04_19,1776640419,SHORT,26654.75,1776642789,26664.5,-9.75,-25.5,25.5,6.375
2026_04_19,1776642789,LONG,26664.5,1776643229,26638.0,-26.5,-59.0,25.5,6.375
2026_04_19,1776643229,SHORT,26638.0,1776644159,26643.75,-5.75,-17.5,25.5,6.375
2026_04_19,1776644159,LONG,26643.75,1776653269,26688.0,44.25,82.5,25.5,6.375
2026_04_19,1776653269,SHORT,26688.0,1776664809,26640.5,47.5,89.0,25.5,6.375
2026_04_20,1776669699,LONG,26717.25,1776669884,26703.0,-14.25,-34.5,16.5,4.125
2026_04_20,1776669884,SHORT,26703.0,1776670239,26670.75,32.25,58.5,16.5,4.125
2026_04_20,1776670239,LONG,26670.75,1776670579,26657.25,-13.5,-33.0,16.5,4.125
2026_04_20,1776670579,SHORT,26657.25,1776671954,26668.25,-11.0,-28.0,16.5,4.125
2026_04_20,1776671954,LONG,26668.25,1776672144,26653.75,-14.5,-35.0,16.5,4.125
2026_04_20,1776672144,SHORT,26653.75,1776672654,26637.25,16.5,27.0,16.5,4.125
2026_04_20,1776672654,LONG,26637.25,1776676149,26700.5,63.25,120.5,16.5,4.125
2026_04_20,1776676149,SHORT,26700.5,1776676914,26705.0,-4.5,-15.0,16.5,4.125
2026_04_20,1776676914,LONG,26705.0,1776678759,26695.0,-10.0,-26.0,16.5,4.125
2026_04_20,1776678759,SHORT,26695.0,1776679509,26708.75,-13.75,-33.5,16.5,4.125
2026_04_20,1776679509,LONG,26708.75,1776680674,26710.75,2.0,-2.0,16.5,4.125
2026_04_20,1776680674,SHORT,26710.75,1776683294,26699.75,11.0,16.0,16.5,4.125
2026_04_20,1776683294,LONG,26699.75,1776684069,26691.0,-8.75,-23.5,16.5,4.125
2026_04_20,1776684069,SHORT,26691.0,1776684769,26701.75,-10.75,-27.5,16.5,4.125
2026_04_20,1776684769,LONG,26701.75,1776685999,26704.75,3.0,0.0,16.5,4.125
2026_04_20,1776685999,SHORT,26704.75,1776686664,26722.0,-17.25,-40.5,16.5,4.125
2026_04_20,1776686664,LONG,26722.0,1776687344,26704.0,-18.0,-42.0,16.5,4.125
2026_04_20,1776687344,SHORT,26704.0,1776687424,26720.0,-16.0,-38.0,16.5,4.125
